Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2003,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4532.77,148.57,2597.11,274.48,,1433.7,9423.13,923.59
2004,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6465.9,381.41,5518.54,1588.26,,1449.04,12764.57,1026.67
2005,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8293.34,914.21,5799.03,174.06,146.91,1567.33,14216.13,1096.48
2006,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,9270.94,1022.34,6581.45,39.48,324.88,1789.71,16350.81,1598.33
2007,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,11803.4,1419.23,8502.69,3.96,371.85,2011.5,20476.56,1381.88
2008,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,17710.56,768.88,14678.71,3.88,516.47,2752.26,29502.06,771.67
2009,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12063.36,1491.23,9548.68,167.54,332.58,2498.1,22288.82,2306.6
2010,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12751.81,2474.2,9943.51,314.63,174.45,2277.16,22709.34,2075.18
2011,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12832.86,1575.97,10525.78,390.7,312.56,2192.58,24137.73,804.93
2012,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12410.18,1534.02,10351.35,286.25,319.28,2229.1,24208.21,444.69
2013,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,14137.25,2553.13,11050.48,750.43,116.73,2585.64,27813.39,695.75
2014,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,16186.85,1856.59,13349.54,52.43,115.7,2737.88,33012.74,920.9
2015,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,16021.48,1687.68,12022.11,32.64,233.28,2937.61,34278.81,1749.58
2016,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,16099.03,2480.69,13082.62,1073.27,290.56,2802.12,33926.01,2911.84
2017,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,17045.86,3043.13,12716.96,817.15,483.4,3059.87,35140.23,1687.84
2018,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,18257.86,2539.34,13361.49,1656.56,392.34,3058.5,36498.88,385.98
2019,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,20580.62,4135.02,15984.08,1898.25,207.64,4818.94,41600.13,2987.93
2020,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,19500.37,5078.85,13437.8,1047.62,227.33,4501.62,40731.41,2573.57
2021,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,22188.45,4893.61,13911.95,0.0,376.43,4099.7,40319.24,571.09
2022,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,26592.3,4737.84,17992.05,393.16,554.62,4403.39,43921.74,1619.04
2023,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,30539.63,7658.4,19136.48,1118.5,607.35,4976.22,48951.33,4972.49
2024,HIAB.HE,Hiab Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,13555.53,5166.87,6505.95,1523.8200000000002,589.52,1872.12,28830.21,5532.09
