Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,108.17,20.58,32.36,0.0,1.83,25.13,135.22,20.8
2006,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,106.78,7.29,34.08,0.0,0.32,26.77,151.02,14.44
2007,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,105.77,20.62,31.65,0.0,0.0,27.74,152.29,16.71
2008,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,88.39,0.0,30.85,0.0,0.11,61.15,171.21,24.92
2009,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,75.6,0.0,41.03,2.05,0.0,80.79,223.7,22.02
2010,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,88.44,0.0,47.64,24.28,,86.35,238.08,-9.2
2011,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,94.0,4.1,45.63,13.07,4.3,84.37,241.48,28.13
2012,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,101.75,19.42,36.91,2.07,1.04,76.82,226.4,28.52
2013,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,115.35,20.67,36.32,2.42,0.78,83.76,251.02,14.87
2014,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,129.88,23.77,45.3,2.43,1.95,92.12,267.28,26.64
2015,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,165.55,20.74,73.1,14.7,6.73,132.02,355.09,21.38
2016,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,165.03,23.87,50.92,1.51,6.02,28.7,349.21,42.05
2017,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,243.12,37.9,164.74,76.03,9.03,51.6,503.36,31.68
2018,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,279.74,35.46,182.14,93.56,12.79,61.5,549.89,51.73
2019,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,380.17,52.81,320.05,194.58,16.04,193.93,746.49,57.19
2020,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,441.49,78.34,386.32,245.52,9.56,298.92,948.34,80.96
2021,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,499.44,63.43,425.65,256.99,15.74,291.95,995.58,54.81
2022,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,693.66,110.62,612.04,421.0,28.68,328.61,1246.29,12.21
2023,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,635.64,58.33,610.68,469.3,0.0,354.99,1232.78,39.52
2024,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Other,787.49,42.1,699.55,498.84,0.0,267.5,1224.21,57.94
