Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1997,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,89.15,17.05,65.1,,,19.6,120.9,3.65
2004,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,985.53,453.81,401.02,,28.82,290.66,1600.73,398.24
2005,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,997.78,483.67,360.82,19.4,12.38,253.61,1546.16,210.65
2006,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,1616.07,879.65,415.46,14.45,,263.89,2161.49,-11.07
2007,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,1260.01,171.58,329.25,25.78,9.91,198.83,1872.08,-216.81
2008,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,1298.92,665.96,443.73,28.44,0.0,156.94,1752.52,-203.21
2009,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,1001.6,156.06,258.45,19.08,,94.12,1328.44,3.42
2010,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,646.2,100.31,317.33,18.69,,81.94,966.91,11.74
2011,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,549.56,77.01,319.42,20.89,,69.23,890.88,41.03
2012,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,569.57,33.76,390.48,93.22,,63.86,970.32,50.57
2013,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,818.94,186.54,470.94,16.81,,80.89,1203.64,270.86
2014,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,1066.31,201.42,595.15,40.86,,96.87,1507.84,87.74
2015,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,1391.97,544.81,190.21,6.32,,39.47,1530.03,18.85
2016,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,1117.2,254.13,178.06,10.88,,114.33,1391.91,-15.77
2017,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,902.25,64.17,198.58,7.14,,216.06,1362.44,-0.42
2018,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,659.13,92.19,203.21,7.4,,232.32,1311.82,-5.26
2019,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,726.09,290.09,195.44,12.27,,238.52,1517.91,94.99
2020,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,750.89,198.71,228.81,11.84,,238.96,1655.58,74.02
2021,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,803.64,163.25,278.48,11.53,,209.15,1663.41,84.12
2022,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,887.46,139.65,337.57,11.64,,206.16,1778.72,80.96
2023,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,817.22,93.18,540.13,235.98,,203.8,1763.42,13.81
2024,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,969.17,256.23,399.71,34.24,,199.67,1943.19,284.04
