Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,286.81,59.69,258.26,,1.37,12.88,416.17,-38.75
2005,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,252.0,49.52,229.63,,0.17,10.23,372.82,3.26
2006,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,306.22,49.78,282.02,,1.03,9.95,432.0,24.66
2007,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,317.4,56.36,294.36,,2.64,10.27,433.58,55.74
2008,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,437.11,75.17,419.87,,6.47,14.0,572.94,68.29
2009,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,472.34,78.83,449.2,,7.91,21.74,607.52,51.69
2010,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,603.19,63.34,584.28,0.0,,39.74,755.73,53.4
2011,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,781.6,61.13,905.57,33.21,21.95,103.48,1306.68,141.82
2012,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,798.16,88.1,925.06,57.97,18.22,81.14,1277.89,157.69
2013,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,847.66,41.39,985.17,57.69,25.18,63.95,1356.01,36.56
2014,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,939.99,136.93,1093.87,52.18,39.94,56.35,1476.95,227.64
2015,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,1077.49,166.18,1241.6,58.1,29.24,56.76,1727.59,174.76
2016,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,1175.37,203.36,1223.92,75.28,21.67,52.37,1713.39,151.54
2017,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,1245.94,220.52,1348.1,94.28999999999999,14.85,62.62,1942.5,233.33
2018,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,1334.98,263.38,1239.93,9.66,,71.63,2159.68,227.32
2019,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,1421.12,349.9,1397.15,4.6899999999999995,12.68,80.08,2697.38,306.64
2020,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,1593.03,489.01,1530.51,2.78,19.16,82.13,3053.18,479.08
2021,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,1556.22,452.0,1456.37,5.88,14.92,80.98,3307.65,312.81
2022,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,1964.31,475.98,1766.84,15.27,37.61,69.81,3992.73,431.61
2023,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,2010.7,551.6,1846.76,12.84,25.2,74.6,4071.81,529.53
2024,PACT.ST,Proact IT Group AB,Software & IT Services,Information Technology,2434.6,836.37,1970.09,13.58,25.25,67.62,4601.4,532.98
