Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1995,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,652.49,,,,1982.82,
1996,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,1076.83,,,,2281.96,
1997,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,746.26,,,,3290.09,
1998,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,1766.18,,,,6580.58,
1999,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,1775.08,,,,6795.22,
2000,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,3535.87,,,,12990.23,
2001,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,4412.4,,,,13914.43,
2002,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,4069.87,,,,10681.07,
2003,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,5408.58,,,,8469.35,
2004,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,3849.65,,,,6799.28,
2005,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,5683.67,,,,9325.72,
2006,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,5662.01,,,,13603.59,
2007,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,6098.96,,,,13452.97,
2008,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,7819.01,,,,17341.19,
2009,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,6930.31,,,,16077.84,
2010,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,7389.55,,,,18556.13,
2011,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,13578.84,,,,55269.21,
2012,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,15934.1,,,,58198.99,
2013,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,16843.69,,,,62581.77,
2014,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,16462.31,,,,64441.52,
2015,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,15680.92,,,,69429.56,
2016,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,17814.68,,,,67394.51,
2017,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,10754.45,,,,63560.75,
2018,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,12101.09,,,,65385.46,
2019,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,11103.8,,,,63416.92,
2020,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,13306.04,,,,54015.89,
2021,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,16473.81,,,,61846.81,
2022,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,18460.52,,,,68028.86,
2023,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,26514.44,,,,82048.7,
2024,SUBC.OL,Subsea 7 SA,Oil & Gas Related Equipment and Services,Energy,,,27662.98,,,,87293.12,
