Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2003,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,25870.37,2837.18,18802.6,7302.8,847.8,65120.81,139265.17,10068.22
2004,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,24919.53,1169.78,18526.95,7554.12,626.08,60680.09,130380.64,8342.25
2005,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,25454.1,2004.07,18747.25,2075.9300000000003,63.87,55794.61,124084.74,6831.99
2006,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,25611.88,1636.73,19821.65,5148.700000000001,156.27,51231.98,119003.95,9773.36
2007,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,26275.58,1879.09,19163.57,4638.27,340.93,46121.02,110628.59,6945.43
2008,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,32949.43,3203.69,17746.48,4922.03,320.37,53938.41,133787.87,5171.91
2009,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,25080.52,3632.69,13029.59,2297.39,539.1,51015.29,112837.44,10987.55
2010,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,25349.42,2094.93,13870.14,2569.9900000000002,264.79,45636.75,107565.65,7858.94
2011,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,31078.32,3961.19,20339.78,7009.45,286.26,50327.23,139020.74,8111.63
2012,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,28456.5,3567.15,15061.32,4903.0,506.45,37352.37,109679.0,7772.69
2013,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,34286.26,6562.08,17718.46,9305.319999999998,525.3,39664.33,121727.9,5739.32
2014,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,35486.69,6327.22,18059.71,4745.42,388.67,42546.06,128307.07,10370.54
2015,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,37766.5,6009.62,18441.65,3657.6000000000004,316.8,46992.13,136253.17,10599.42
2016,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,38018.42,9007.47,20965.97,8844.02,145.28,42286.07,126313.4,15659.85
2017,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,38612.61,7049.11,21167.03,6133.5199999999995,255.97,42147.01,128646.33,14536.49
2018,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,44544.91,8798.02,19864.89,307.14,217.97,41473.53,138667.82,12769.93
2019,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,44922.31,15115.15,17890.2,216.49,265.7,40179.14,144873.22,18183.53
2020,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,49332.35,18019.04,18228.56,157.14,314.29,45215.21,155655.15,10776.83
2021,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,52630.36,14616.76,24708.34,170.19,320.37,55753.94,176962.95,12702.1
2022,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,75801.26,21670.98,36191.69,345.98,765.35,70590.58,232824.14,5127.63
2023,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,49818.17,7068.95,25613.74,592.81,313.18,78888.08,206621.24,25883.41
2024,UPM.HE,UPM-Kymmene Oyj,Paper & Forest Products,Materials,59234.84,10496.12,28181.85,600.12,211.81,83368.86,224701.74,15709.71
