Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,1871.4,66.07,910.1,0.0,,820.9,2727.81,291.73
2005,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,2026.43,,1077.89,0.0,11.18,843.95,2910.29,247.49
2006,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,2694.43,64.15,1811.91,0.0,,926.11,3822.04,250.17
2007,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,2901.1,37.26,1722.9,589.1,34.09,996.63,4303.68,437.39
2008,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,3719.19,32.04,2262.0,882.47,13.59,1693.1,5864.69,364.83
2009,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,3234.59,397.27,1654.62,136.02,36.49,1461.37,5146.32,1031.56
2010,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,3419.64,223.51,1839.49,214.95,11.68,1365.21,5327.66,372.94
2011,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,3582.87,198.06,2223.53,211.21,54.16,1315.24,5597.5,377.92
2012,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,3755.05,415.43,2411.13,147.53,23.49,1233.82,5631.11,428.99
2013,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,3518.23,328.68,2294.06,76.02,20.12,1320.32,5546.22,250.32
2014,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,3945.6,301.08,2655.09,98.34,21.85,1137.55,5552.98,177.16
2015,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,4400.73,899.19,2891.8,77.18,14.15,1134.59,6008.72,333.43
2016,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,3801.41,419.39,2993.2,234.76,19.56,1057.65,5509.54,273.26
2017,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,4226.46,101.86,3398.36,189.17,25.13,1076.79,6239.81,-1.25
2018,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,4135.78,86.25,3253.43,155.24,3.98,1077.4,6147.28,274.44
2019,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,4261.38,73.79,3814.69,628.53,13.18,1139.8,6575.24,393.0
2020,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,4601.24,568.82,3397.43,57.73,29.57,1151.72,6486.51,1169.82
2021,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,5237.84,647.66,3929.05,25.58,44.43,1191.64,7143.11,1070.12
2022,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,6116.2,234.1,4598.79,784.09,88.84,1358.06,8321.81,21.72
2023,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,6330.87,661.75,4834.81,1071.4,81.03,1599.6,9171.44,1309.4
2024,SOLARb.CO,Solar A/S,Construction & Engineering,Industrials,6640.59,724.34,5296.06,1327.17,12.62,1688.55,9638.96,838.32
