Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2000,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,1.1,0.88,0.71,0.0,,27.65,29.44,-1.5
2001,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,1.55,0.87,1.0,0.67,,25.78,27.98,1.29
2002,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,1.67,0.3,2.02,0.61,,22.7,26.81,1.85
2003,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,4.05,2.42,1.54,0.71,,25.27,32.12,4.11
2004,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,7.68,2.65,2.77,2.08,,24.22,34.61,5.34
2005,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,7.53,2.82,0.65,0.0,0.35,23.27,32.8,4.24
2006,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,15.33,6.73,1.6,0.0,1.15,22.95,38.28,3.31
2007,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,14.27,7.33,0.26,,0.02,21.15,35.42,2.69
2008,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,18.74,10.59,0.83,,0.41,24.79,43.53,3.34
2009,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,19.81,2.5,1.34,,1.0,20.14,39.95,3.18
2010,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,22.84,3.29,3.32,,1.38,21.13,43.96,2.97
2011,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,15.14,1.41,1.71,0.77,0.0,29.51,44.65,0.56
2012,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,11.72,1.1,1.55,0.73,0.0,30.51,42.23,1.59
2013,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,9.59,0.51,2.91,1.88,0.02,44.17,53.76,1.33
2014,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,8.43,0.35,2.88,2.03,,61.86,70.3,-0.24
2015,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,5.14,2.03,22.51,17.39,1.52,257.23,280.86,4.18
2016,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,12.14,4.63,19.56,4.31,0.15,324.5,395.79,6.0
2017,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,26.21,14.42,65.11,0.0,2.45,539.39,744.86,13.51
2018,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,38.96,23.02,124.92,86.19,12.22,675.75,918.01,13.16
2019,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,108.71,82.29,203.22,94.9,13.31,1022.36,1285.89,13.58
2020,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,45.9,33.32,126.34,44.41,14.26,413.73,730.18,29.93
2021,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,187.09,174.19,72.67,30.7,5.71,260.19,630.4,21.8
2022,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,85.15,68.6,44.52,21.85,0.47,302.8,579.38,-5.64
2023,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,104.03,95.25,101.22,85.2,0.0,311.83,598.91,0.94
2024,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,87.86,25.7,322.72,287.91,7.8,950.63,1128.45,23.47
