Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2011,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,62.56,33.58,105.95,,9.81,3910.24,3978.27,58.13
2012,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,117.96,101.18,116.59,,0.0,5216.22,5337.78,124.53
2013,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,665.84,638.32,171.34,,8.29,6520.09,7207.14,141.33
2014,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,117.61,91.54,144.73,,10.93,8002.15,8154.64,176.18
2015,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,303.19,237.05,243.95,,28.47,10244.71,10610.69,280.62
2016,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,189.85,125.37,2415.75,,40.68,12916.19,13148.53,360.77
2017,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,250.16,141.09,4287.77,3873.5,69.04,15579.06,15946.3,414.45
2018,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,458.65,346.43,4380.63,3957.11,16.59,17957.77,18556.95,508.5
2019,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,814.83,251.29,3361.52,2755.79,44.07,18801.08,19790.31,505.31
2020,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,1055.69,154.54,4437.85,3794.63,43.86,22897.23,24315.26,501.51
2021,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,1132.11,166.6,2988.11,2129.77,0.0,24638.53,26263.63,687.51
2022,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,594.88,204.25,4919.99,4101.09,,25454.63,27451.06,585.29
2023,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,545.67,168.13,4887.84,3990.82,44.3,28495.47,29974.4,736.5
2024,PLAZb.ST,Platzer Fastigheter Holding AB (publ),Real Estate Operations,Real Estate,1647.01,401.99,3672.36,2571.27,55.52,30330.88,33138.61,940.72
