Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2007,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,7.72,3.7,2.62,,,0.01,7.87,-10.99
2008,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,54.38,50.14,5.28,,,0.12,54.58,-9.41
2009,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,40.84,35.82,5.94,,,0.15,41.02,-14.21
2010,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,114.46,110.81,6.61,,,0.08,114.54,-10.59
2011,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,100.15,95.12,5.83,,,0.02,100.17,-19.05
2012,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,78.2,73.08,7.67,,,0.0,78.2,-24.35
2013,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,52.72,46.6,9.22,,,0.02,52.74,-28.59
2014,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,20.37,15.75,11.27,,,0.01,20.38,-31.67
2015,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,56.39,49.25,12.12,,,0.01,56.4,-32.84
2016,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,22.39,14.0,9.31,,,0.01,22.4,-35.69
2017,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,58.41,50.79,14.59,,,0.02,58.44,-30.62
2018,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,357.04,349.33,17.0,,,0.02,357.06,-40.17
2019,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,275.75,261.1,24.63,,,5.07,282.03,-83.47
2020,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,201.13,187.97,19.85,,,7.39,209.12,-77.39
2021,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,128.32,116.12,20.91,,,5.81,135.98,-68.31
2022,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,62.76,56.6,5.75,,,0.02,63.48,-59.04
2023,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,43.75,41.18,4.97,,,0.0,44.05,-14.97
2024,PCIB.OL,PCI Biotech Holding ASA,Biotechnology & Medical Research,Health Care,30.91,27.07,7.76,,,0.0,31.22,-13.76
