Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1999,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,21779.28,483.31,22354.93,6532.75,,31389.98,72171.14,10116.02
2000,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,29228.29,1259.53,12301.89,12265.56,,40810.98,114321.42,9757.46
2001,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,28491.7,1299.71,22905.87,3365.71,411.83,40510.16,109756.89,9069.26
2002,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,27010.1,2259.35,31784.99,10062.15,886.66,44829.55,164927.27,10211.46
2003,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,34318.54,11188.89,28968.38,4345.21,,45576.04,176200.27,23214.86
2004,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,36419.28,15751.27,32538.32,10716.71,,43122.59,175343.78,22392.65
2005,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,34386.64,14294.72,25704.0,5277.51,,40930.24,173037.09,23312.2
2006,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,32040.38,10564.79,27631.63,3112.17,1585.22,43882.63,181550.91,23930.42
2007,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,26535.18,6561.47,24810.29,2143.7,1860.29,44238.2,182246.04,22993.95
2008,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,34750.95,10515.99,36903.77,10333.7,1115.09,55084.0,235009.99,23167.05
2009,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,38319.52,9372.75,29365.08,6609.63,1164.31,49535.42,218193.09,25192.05
2010,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,34019.93,6907.41,28198.83,4212.47,1640.74,50630.35,217392.14,23039.38
2011,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,31853.57,10960.02,31483.92,10181.69,275.93,53182.7,219428.63,23276.6
2012,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,49113.04,25513.99,30415.62,8049.26,211.44,53636.3,216615.1,33413.36
2013,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,56389.91,29550.68,34557.94,10022.07,334.57,61063.54,238279.01,28010.57
2014,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,59085.88,27542.55,35981.2,10851.2,547.3,66777.85,260775.72,26870.35
2015,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,83899.87,15329.02,44626.52,9771.76,88.96,57658.33,265844.96,33701.75
2016,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,70132.89,13760.1,53889.14,10722.64,18.02,55103.94,240332.35,25501.4
2017,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,69409.82,15626.09,31924.62,3676.37,361.23,60062.79,245525.56,22469.5
2018,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,46529.96,18312.01,37916.05,9321.41,274.22,76331.74,241565.27,24999.96
2019,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,37491.51,5734.75,47152.25,18546.03,899.22,73290.54,247610.52,25678.53
2020,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,38650.05,8492.48,41873.49,8713.85,925.16,74026.52,236096.91,29275.68
2021,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,41061.95,13988.69,41646.52,9759.35,741.43,70870.01,230928.41,27436.42
2022,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,35488.52,6467.43,40230.62,6595.45,710.66,70429.23,209707.3,22804.42
2023,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,53952.52,11724.78,54524.36,14164.17,919.18,70655.75,227999.98,24554.47
2024,TELIA.ST,Telia Company AB,Telecommunications Services,Communication Services,34333.25,10087.67,42278.38,10391.99,769.02,70766.91,210011.15,21556.28
