Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2021,HSHP.OL,Himalaya Shipping Ltd,Freight & Logistics Services,Industrials,99.52,99.52,7.05,,,735.36,838.4,-4.31
2022,HSHP.OL,Himalaya Shipping Ltd,Freight & Logistics Services,Industrials,16.65,2.94,254.71,68.58,,1725.16,1741.82,-13.45
2023,HSHP.OL,Himalaya Shipping Ltd,Freight & Logistics Services,Industrials,332.5,258.98,256.42,200.62,,5688.46,6073.01,68.31
2024,HSHP.OL,Himalaya Shipping Ltd,Freight & Logistics Services,Industrials,304.58,220.14,406.88,276.23,,9694.7,10002.96,599.93
