Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2011,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,21.15,18.66,2.61,,0.15,0.08,204.84,-1.75
2012,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,12.28,10.63,2.33,,1.24,0.19,297.46,-3.94
2013,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,42.45,26.93,39.69,,9.51,6.12,140.84,-6.47
2014,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,98.05,37.86,65.18,,14.28,12.75,259.75,4.04
2015,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,317.11,93.14,134.8,,12.77,19.47,835.89,-30.21
2016,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,389.66,119.11,299.29,,26.08,47.04,1203.7,60.49
2017,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,679.74,330.21,365.04,,23.32,80.85,1831.58,67.59
2018,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,845.0,316.96,638.5,333.84,23.23,105.59,2393.78,82.97
2019,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,698.28,146.56,416.98,13.22,,241.82,2799.67,290.99
2020,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,1027.6,291.75,531.92,10.23,40.51,139.92,4022.99,461.39
2021,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,1361.75,359.31,905.01,343.34,51.05,233.44,5545.5,386.15
2022,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,1787.75,360.69,944.47,12.24,69.56,379.71,7620.29,536.45
2023,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,2466.57,553.72,1196.04,8.05,38.26,414.79,9166.59,625.03
2024,SDIPb.ST,Sdiptech AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,2641.18,447.22,1649.07,10.28,91.5,518.16,10734.35,836.99
