Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,ELUXb.ST,Electrolux AB,Household Goods,Other,45187.75,7010.21,32005.82,5391.69,822.04,,68591.34,7875.0
2005,ELUXb.ST,Electrolux AB,Household Goods,Other,44858.45,3753.28,31747.45,2612.01,953.6,,70104.75,5648.83
2006,ELUXb.ST,Electrolux AB,Household Goods,Other,53014.26,4985.11,32359.97,2350.97,1503.27,,60139.1,1839.53
2007,ELUXb.ST,Electrolux AB,Household Goods,Other,50555.78,4664.18,28450.14,2448.99,1704.7,,55580.74,4468.95
2008,ELUXb.ST,Electrolux AB,Household Goods,Other,41269.87,6495.8,31208.28,891.0,2071.01,,65200.72,4232.95
2009,ELUXb.ST,Electrolux AB,Household Goods,Other,38203.82,7716.5,28462.92,2721.85,1915.17,,58819.17,6828.44
2010,ELUXb.ST,Electrolux AB,Household Goods,Other,40700.89,9014.08,31146.26,2723.57,1620.78,12693.81,63790.96,6449.75
2011,ELUXb.ST,Electrolux AB,Household Goods,Other,37368.72,6044.45,32593.72,3618.34,1489.85,13547.53,66279.02,4663.09
2012,ELUXb.ST,Electrolux AB,Household Goods,Other,36474.6,5850.97,33410.87,2392.61,1101.71,14289.72,64368.36,6084.69
2013,ELUXb.ST,Electrolux AB,Household Goods,Other,41250.31,6226.8,38438.03,2575.73,1254.41,16270.54,71627.52,4020.72
2014,ELUXb.ST,Electrolux AB,Household Goods,Other,48045.86,8729.07,46177.74,4754.17,998.76,18148.27,82132.09,7185.14
2015,ELUXb.ST,Electrolux AB,Household Goods,Other,51054.52,11194.04,51221.97,4713.72,850.86,19309.1,87357.72,7904.12
2016,ELUXb.ST,Electrolux AB,Household Goods,Other,49178.85,12096.75,46725.55,1713.61,731.15,17757.26,81411.24,9981.58
2017,ELUXb.ST,Electrolux AB,Household Goods,Other,51839.48,11296.3,52937.19,2696.74,924.6,19204.4,89599.86,9706.7
2018,ELUXb.ST,Electrolux AB,Household Goods,Other,54150.45,11414.63,57448.86,3856.6,960.25,20578.93,94962.85,7534.82
2019,ELUXb.ST,Electrolux AB,Household Goods,Other,57799.42,10133.32,58713.64,3144.92,827.96,20443.86,100149.9,6806.29
2020,ELUXb.ST,Electrolux AB,Household Goods,Other,60980.28,21088.68,56327.32,1387.74,586.84,21355.99,104006.57,12212.19
2021,ELUXb.ST,Electrolux AB,Household Goods,Other,58915.61,10642.05,67082.99,5419.91,1660.17,24768.11,104839.21,7074.58
2022,ELUXb.ST,Electrolux AB,Household Goods,Other,65882.92,16527.68,67206.34,7884.98,1367.66,28121.24,119636.69,-2160.63
2023,ELUXb.ST,Electrolux AB,Household Goods,Other,63782.57,15434.71,69406.36,7437.98,1668.21,28924.35,120865.12,3984.09
2024,ELUXb.ST,Electrolux AB,Household Goods,Other,70509.88,16625.33,75857.01,7215.18,1633.64,29585.51,128910.85,4268.34
