Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,91.34,49.32,34.62,,,1.76,104.98,24.86
2006,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,127.27,54.22,89.15,9.11,12.02,15.04,317.39,59.61
2007,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,243.18,157.62,71.76,0.0,21.67,19.35,428.4,93.35
2008,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,339.19,214.75,94.69,0.0,17.14,23.02,533.52,74.37
2009,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,314.47,239.89,50.86,,0.0,22.06,489.29,77.46
2010,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,296.24,168.56,46.69,,0.0,25.46,489.36,68.14
2011,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,246.93,137.13,66.85,,,42.28,477.5,78.79
2012,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,375.89,99.47,70.5,,,11.94,594.42,26.85
2013,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,324.47,77.57,74.63,18.85,,56.45,581.09,34.29
2014,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,330.28,81.55,81.02,,,54.99,584.32,50.28
2015,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,333.32,53.0,77.7,0.0,,47.47,609.22,-17.03
2016,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,281.18,46.42,186.47,130.01,,44.91,510.6,15.04
2017,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,274.6,52.65,72.47,0.0,,64.09,541.05,51.5
2018,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,312.34,35.51,109.78,17.54,10.78,71.45,576.65,21.32
2019,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,283.3,27.19,138.61,6.79,4.1,76.81,655.63,104.7
2020,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,310.24,73.34,160.82,0.0,0.01,63.56,646.38,145.93
2021,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,353.88,94.25,186.23,,11.73,64.7,663.16,114.18
2022,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,320.48,15.09,241.27,28.24,20.94,72.53,615.02,57.48
2023,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,329.47,26.83,217.0,0.0,10.63,79.75,635.8,120.71
2024,BORG.ST,Bjorn Borg AB,Textiles & Apparel,Consumer Discretionary,413.51,9.02,302.62,17.77,2.06,96.22,728.79,77.33
