Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,22.96,7.7,5.69,,0.0,1.57,50.05,11.81
2005,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,60.25,45.52,21.51,,,,91.01,36.86
2006,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,80.71,5.42,8.58,,0.99,0.89,133.19,26.19
2007,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,81.5,66.55,9.73,,,,145.69,32.82
2008,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,83.49,45.05,8.72,,0.64,1.72,167.26,22.28
2009,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,89.4,64.74,10.23,,0.01,1.67,188.6,40.5
2010,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,99.73,65.09,14.54,,0.03,2.74,222.06,52.73
2011,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,83.92,24.91,15.68,,0.65,3.45,227.15,29.24
2012,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,105.63,52.97,29.54,,6.13,3.18,250.84,75.16
2013,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,119.23,36.03,41.41,,5.54,5.25,281.95,28.23
2014,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,203.89,53.76,54.05,,5.43,12.41,373.58,46.18
2015,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,259.09,62.49,78.97,,6.13,43.7,507.05,106.53
2016,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,413.08,83.19,118.48,,10.57,33.82,680.19,118.67
2017,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,544.24,104.22,232.61,,15.96,36.14,915.66,142.81
2018,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,589.55,,328.67,,0.34,90.83,1078.74,167.13
2019,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,545.53,106.76,335.51,,0.75,207.55,1185.42,297.92
2020,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,602.68,176.2,446.93,53.71,2.97,98.08,1341.7,339.29
2021,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,503.09,99.9,503.46,,,649.39,1699.87,238.69
2022,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,591.04,150.85,578.03,,4.69,102.47,1765.77,304.67
2023,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,807.87,346.01,679.62,,5.52,90.25,1965.88,453.78
2024,RAYb.ST,RaySearch Laboratories AB (publ),Healthcare Equipment & Supplies,Health Care,1012.41,475.74,723.59,,43.34,72.07,2149.94,493.48
