Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,498.27,101.39,224.32,36.64,7.2,124.35,650.7,85.26
2005,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,517.33,127.41,217.1,39.89,1.93,111.49,648.88,64.0
2006,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,712.3,262.69,252.31,50.99,0.0,143.04,868.37,98.68
2007,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,575.58,106.81,276.1,59.96,,134.73,757.15,38.4
2008,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,635.0,145.12,303.4,68.92,,210.75,891.09,138.3
2009,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,487.09,133.5,228.98,,,0.0,740.34,85.18
2010,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,549.92,150.28,234.18,52.14,0.0,203.82,808.31,97.08
2011,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,601.67,140.22,244.26,52.15,3.12,227.77,887.67,93.37
2012,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,633.46,154.86,278.89,80.38,4.88,172.92,942.23,108.03
2013,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,698.83,162.86,262.85,73.04,2.54,198.48,1036.42,120.76
2014,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,710.82,76.78,435.73,198.7,5.18,195.73,1076.68,138.8
2015,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,878.07,88.64,496.18,194.03,5.02,212.35,1276.49,183.29
2016,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,867.43,78.81,472.17,150.69,11.47,215.27,1270.56,214.66
2017,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,1029.36,56.34,532.74,146.99,14.61,250.86,1483.16,185.44
2018,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,1080.96,37.57,490.17,99.44,7.32,253.24,1525.46,203.4
2019,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,1109.54,39.29,482.24,88.7,16.22,320.87,1617.19,270.89
2020,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,1537.17,392.72,502.57,32.99,22.55,338.53,2079.73,479.81
2021,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,1486.75,141.08,527.28,33.12,13.15,334.96,2001.07,320.0
2022,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,1973.46,102.5,927.24,299.04,20.05,334.81,2639.31,249.41
2023,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,2132.13,234.07,684.3,62.519999999999996,23.56,411.26,2951.83,786.97
2024,OEMb.ST,OEM International AB,Diversified Industrial Goods Wholesale,Other,2593.99,572.44,721.11,39.58,13.78,447.22,3426.33,703.56
