Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2011,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,1.76,1.68,0.75,,0.0,,2.09,-2.52
2012,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,2.48,2.27,0.6,,0.03,,3.23,-3.25
2013,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,2.09,1.41,0.81,,0.0,,3.76,-7.46
2014,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,16.57,15.97,15.37,,,,19.29,6.34
2015,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,26.53,10.09,3.31,,0.05,,32.84,-28.95
2016,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,35.14,24.57,9.18,,0.18,,37.66,-41.57
2017,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,271.67,149.88,28.35,,0.38,,274.63,-39.49
2018,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,164.42,74.68,16.0,,0.13,,167.3,-98.04
2019,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,149.27,37.38,22.3,,0.1,6.44,155.71,-103.53
2020,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,953.24,724.0,31.82,,0.36,5.49,966.42,-160.06
2021,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,575.49,240.96,64.89,,0.56,3.02,584.8,-347.21
2022,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,434.72,178.44,80.09,0.0,0.32,6.96,446.91,-341.02
2023,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,215.66,140.69,55.22,0.0,0.0,4.88,225.23,-285.31
2024,CANTA.ST,Cantargia AB,Biotechnology & Medical Research,Health Care,168.98,33.96,55.56,0.0,,2.37,175.22,-165.52
