Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,163.65,41.16,168.4,32.95,,72.24000000000001,709.12,62.55
2005,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,260.27,79.12,220.07,30.42,0.0,94.38,829.39,82.93
2006,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,455.85,246.86,154.22,160.04,0.93,249.5,821.23,39.76
2007,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,402.87,184.45,12.77,2.27,0.0,42.61,822.08,15.95
2008,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,248.1,98.54,24.25,1.17,0.0,50.39,472.69,-6.81
2009,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,232.35,98.41,65.77,42.790000000000006,0.03,13.700000000000001,626.81,2.95
2010,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,104.2,26.48,38.21,30.73,0.0,15.25,594.26,-24.05
2011,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,129.63,45.5,106.79,101.71000000000001,,10.690000000000001,538.97,-40.33
2012,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,288.47,52.4,210.67,96.0,1.75,70.92,895.28,-44.28
2013,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,323.24,46.32,365.51,208.94,1.27,70.58,1461.03,4.42
2014,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,354.34,75.99,231.64,50.3,0.16,106.52000000000001,1532.75,1.61
2015,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,381.18,93.01,767.84,608.24,1.34,124.66999999999999,1619.08,-4.42
2016,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,366.85,64.98,316.23,131.07999999999998,24.65,140.17000000000002,1556.59,-22.2
2017,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,419.49,95.04,644.95,450.09,27.39,139.69,1644.22,0.56
2018,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,384.25,57.06,332.71,127.56,0.0,119.02000000000001,1618.19,-52.39
2019,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,421.02,103.63,270.96,92.14,2.04,111.68,1636.14,10.49
2020,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,368.95,61.93,384.67,81.33,2.17,123.99000000000001,1534.15,-3.28
2021,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,357.06,48.34,552.74,105.08,1.31,90.61,1431.63,6.3
2022,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,455.43,91.06,344.72,89.07,1.68,87.38,1466.56,-50.59
2023,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,463.75,152.69,272.98,84.14,12.15,54.96,1406.38,166.91
2024,BOR.OL,Borgestad ASA,Real Estate Operations,Real Estate,497.12,220.46,260.62,51.9,11.93,55.17,1462.8,149.3
