Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2019,CAPSL.OL,Capsol Technologies ASA,Professional & Commercial Services,Industrials,0.33,0.22,0.18,,0.0,,7.67,
2020,CAPSL.OL,Capsol Technologies ASA,Professional & Commercial Services,Industrials,4.1,0.53,6.06,,,0.0,11.47,-8.11
2021,CAPSL.OL,Capsol Technologies ASA,Professional & Commercial Services,Industrials,86.98,84.94,9.89,,,5.92,96.9,-15.04
2022,CAPSL.OL,Capsol Technologies ASA,Professional & Commercial Services,Industrials,72.1,61.57,12.2,4.6,,23.59,102.3,-32.02
2023,CAPSL.OL,Capsol Technologies ASA,Professional & Commercial Services,Industrials,62.6,41.62,59.97,18.5,,67.27,145.73,-4.9
2024,CAPSL.OL,Capsol Technologies ASA,Professional & Commercial Services,Industrials,102.57,64.44,57.37,19.23,,167.28,205.74,-30.64
