FormationYear,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_p_q5,avg_p_median,avg_sigma_acc
2010,Method1_Raw,1,Q1,63,501070.10000000003,-0.5379163118699314,-0.7314639490162868,0.01705586731774734,0.05941450112846497,0.09491464720039217
2010,Method1_Raw,2,Q2,62,477072.39,0.03459740512129471,0.01797650132531613,0.0813619832975668,0.25877475789660026,0.0796928630973322
2010,Method1_Raw,3,Q3,62,988980.02,0.14222386428949813,0.13696488250565278,0.13450411422748945,0.5034603342131487,0.07130943594617088
2010,Method1_Raw,4,Q4,62,689406.95,0.26763504026353463,0.24409496210435577,0.2637288949398285,0.7361877722991305,0.06318238134258983
2010,Method1_Raw,5,Q5,63,2103071.69,0.6704510193622414,0.5366449973489591,0.6885416970251701,0.8723676618815729,0.08738328854468515
2010,Method2_PostMean,1,Q1,63,498604.4,-0.5374846502724933,-0.7319721360764097,0.019024530641055977,0.06306268437904416,0.09671871959307601
2010,Method2_PostMean,2,Q2,62,474300.67,0.03426312054038868,0.018468107936635367,0.08367616915772537,0.2572126220562263,0.08215736983684951
2010,Method2_PostMean,3,Q3,62,872278.47,0.1430675820383643,0.1369392199822278,0.13586880858803987,0.49465284300756207,0.06962378130378731
2010,Method2_PostMean,4,Q4,62,633465.41,0.27073118043457,0.23626766998914214,0.25506518770970454,0.7174169866978723,0.07407046464140132
2010,Method2_PostMean,5,Q5,63,2280952.2,0.666471015748649,0.5443976856423169,0.6914787364730317,0.8973973450457171,0.07409747020678538
2010,Method3_ProbQ5,1,Q1,63,1145373.21,-0.47570973748610995,-0.6434550067600402,0.004515262440646892,0.11719423725574789,0.06433259848853635
2010,Method3_ProbQ5,2,Q2,62,525611.16,0.020141463104526993,-0.011471764082393624,0.042982156129820134,0.30423855369962705,0.0680784785884942
2010,Method3_ProbQ5,3,Q3,62,346944.26,0.12829339713701646,0.11348531402692505,0.15233814726861247,0.5007186611300445,0.0797619045781768
2010,Method3_ProbQ5,4,Q4,62,454038.73,0.23619185948631113,0.2001921449080188,0.29329515693441843,0.6133053852369617,0.10967058777433368
2010,Method3_ProbQ5,5,Q5,63,2287633.79,0.6671243588939965,0.5439297117138557,0.6922050160639545,0.8934758049482466,0.0753267655993262
2010,Method4_ProbMedian,1,Q1,63,600967.6900000001,-0.5287774231695758,-0.7139004780672449,0.008650957781105646,0.04449298666682278,0.08242923767426973
2010,Method4_ProbMedian,2,Q2,62,383750.33999999997,0.02914595953715181,0.0057317742834915265,0.06535270481861204,0.2650927815467591,0.07734478759865346
2010,Method4_ProbMedian,3,Q3,62,472231.11,0.15211121584674756,0.13397162214010513,0.19929159848346759,0.4872093832946136,0.10545530485719609
2010,Method4_ProbMedian,4,Q4,62,1095026.8,0.3234507377072495,0.26106779075126013,0.3117199334597797,0.7072636805813812,0.08007826080750009
2010,Method4_ProbMedian,5,Q5,63,2207625.21,0.6020169019024741,0.5173742223229173,0.6017133820155828,0.9255294172501959,0.051947940636046984
2011,Method1_Raw,1,Q1,65,535274.47,-0.6651320626156536,-0.9021908697161822,0.0594602970749773,0.11942960441904842,0.09058885733375684
2011,Method1_Raw,2,Q2,64,380291.48,0.05819580131910903,0.045394878887100455,0.16561522736754855,0.33742485409384715,0.07687556675994772
2011,Method1_Raw,3,Q3,65,646445.24,0.16369084887467747,0.1562748012859251,0.2317080996560489,0.49905361046471114,0.06823753107876958
