PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.022675258663426647,-0.0018896048886188873,-0.4308818330617123,0.6667985983299483
LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.018944904941765043,-0.0015787420784804202,-0.40507953308111544,0.6856469940753125
LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.02249959364532804,-0.00187496613711067,-0.4884265728220782,0.6255324507428366
LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.020501171275540277,-0.0017084309396283564,-0.5148592970002194,0.6069538667474026
LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.016823416240492075,-0.0014019513533743396,-0.31371901219554116,0.7539093592365689
LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.0068181044059357175,-0.0005681753671613098,-0.14401418966737967,0.8855668318004792
LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.02189475961939999,-0.0018245633016166656,-0.4743341098511147,0.6355399766623124
LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.012490671963408057,-0.0010408893302840047,-0.293177168575237,0.7695502118681097
LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.016237132495912986,-0.0013530943746594155,-0.3184478425642289,0.7503249264765637
LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.006471847729843487,-0.0005393206441536239,-0.1368347268514861,0.8912358582860653
