Ticker,FormationYear,theta_obs,theta_post_mean,p_q5,sigma_acc,MarketCap,Method1_Raw_PortfolioNum,Method1_Raw_Portfolio,Method2_PostMean_PortfolioNum,Method2_PostMean_Portfolio,Method3_ProbQ5_PortfolioNum,Method3_ProbQ5_Portfolio
AKVA.OL,2010,-0.1317019950124689,-0.1317019950124689,2.483068184844228e-06,0.0316857915073736,344.46,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4208324978857926,0.6724316651108427,0.0459523733557169,33806.22,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.2382085841095494,0.323057031437348,0.0811633607423022,4193.19,4,Q4,4,Q4,4,Q4
AMBUb.CO,2010,0.296143174760671,0.2839965842921661,0.3256757243993008,0.0465598784427727,1268.2,4,Q4,4,Q4,4,Q4
ANODb.ST,2010,0.1014981890023048,0.1014981890023048,0.1692340075696492,0.0861755504846961,435.05,3,Q3,3,Q3,3,Q3
ANOT.ST,2010,-0.0553134162770425,-0.0553134162770425,0.1598462328511283,0.1673821931052362,407.83,1,Q1,1,Q1,3,Q3
AOJb.CO,2010,0.8479012879513235,0.6510576320098665,0.8343282195045953,0.1052216953986216,283.52,5,Q5,5,Q5,5,Q5
APETIT.HE,2010,-0.0459806452746017,-0.0459806452746017,0.10142541437541,0.1084986044318388,820.01,1,Q1,1,Q1,2,Q2
AQ.ST,2010,0.1390188392970034,0.1351129265238424,0.1806805350305689,0.0766727479373933,672.99,3,Q3,3,Q3,3,Q3
ARRA.OL,2010,-0.1187142145880011,-0.1187142145880011,0.0610465595265611,0.1045999586911009,18.04,1,Q1,1,Q1,2,Q2
ASPO.HE,2010,0.0557998702328599,0.0557998702328599,0.1698524635359288,0.1075616121930163,1142.93,2,Q2,2,Q2,3,Q3
ASSAb.ST,2010,0.2857785758439517,0.2823510767035087,0.1988866314521371,0.0248541594941371,38660.27,4,Q4,4,Q4,3,Q3
ATCOa.ST,2010,0.4152508100352901,0.371304662589296,0.5318170304632099,0.071906690193451,70074.61,5,Q5,5,Q5,5,Q5
ATEA.OL,2010,0.0809811589050835,0.0809811589050835,0.0349643515608786,0.0455849763152903,4322.57,2,Q2,2,Q2,2,Q2
ATLA.CO,2010,0.1290395189555933,0.1261162723819953,0.2007638592352449,0.0893721710560126,474.39,3,Q3,3,Q3,3,Q3
ATRAV.HE,2010,0.2776042299073878,0.2675787069949483,0.2799507526908754,0.0445186182427915,1698.75,4,Q4,4,Q4,4,Q4
ATRLJb.ST,2010,0.1145559804733623,0.1145559804733623,0.1635471302176221,0.0784419988376849,7005.12,3,Q3,3,Q3,3,Q3
AUSS.OL,2010,0.146994988358786,0.1400442610645797,0.21999705810483,0.0916222048544293,7318.1,3,Q3,3,Q3,3,Q3
AXFO.ST,2010,0.3508895361654028,0.2990658646816581,0.4225688053706722,0.0921493560971932,8893.74,4,Q4,4,Q4,5,Q5
AZN.ST,2010,0.781804557254512,0.760989216847025,0.9999521204310398,0.0311690603376286,394961.01,5,Q5,5,Q5,5,Q5
AZT.OL,2010,-0.6333605887162715,-0.6333605887162715,5.078363171573397e-05,0.0824810054914375,120.55,1,Q1,1,Q1,1,Q1
BAVA.CO,2010,-0.2646515597335269,-0.2646515597335269,0.0006534276023888,0.0596556879879081,1272.1,1,Q1,1,Q1,1,Q1
BEIAb.ST,2010,0.2386938755107905,0.2225284057404516,0.2706037779041046,0.0673468619688162,1784.29,4,Q4,4,Q4,4,Q4
BEIJb.ST,2010,0.1497060076693651,0.1410725130372882,0.2363099372357686,0.100072102753179,2717.8,3,Q3,3,Q3,4,Q4
BERGb.ST,2010,0.0721706269522535,0.0721706269522535,0.1344793866481952,0.0826476169635942,677.17,2,Q2,2,Q2,3,Q3
BETSb.ST,2010,0.7788891734329573,0.7096895555354756,0.9690000371397416,0.0592316311347046,1447.76,5,Q5,5,Q5,5,Q5
BIF.CO,2010,0.1673374856654599,0.1578741139438452,0.2188657375399895,0.0816514833177777,160.37,3,Q3,3,Q3,3,Q3
BILIa.ST,2010,0.1199240229665749,0.1194787332755066,0.0963089946876252,0.0552630941021093,1350.41,3,Q3,3,Q3,2,Q2
BILL.ST,2010,0.0313203811409479,0.0313203811409479,0.0141871770104413,0.0444958308730625,4596.59,2,Q2,2,Q2,2,Q2
BINV.ST,2010,0.8262608309264607,0.3224521364359985,0.475351799495096,0.2706310602785995,1143.91,5,Q5,5,Q5,5,Q5
BIOBV.HE,2010,0.8539952718676123,0.6603249181532773,0.8447088323964062,0.1034793408980086,93.48,5,Q5,5,Q5,5,Q5
BIOGb.ST,2010,0.4629885057471263,0.4047480071893646,0.5842739806843521,0.0778540691932182,1026.75,5,Q5,5,Q5,5,Q5
BIOPOR.CO,2010,-0.5029103608847496,-0.5029103608847496,0.0178702959987829,0.1651623650051551,331.14,1,Q1,1,Q1,2,Q2
BITTI.HE,2010,0.072443090390268,0.072443090390268,0.2071565683201524,0.1240925209145777,778.37,2,Q2,2,Q2,3,Q3
BNOR.OL,2010,-0.077674076223329,-0.077674076223329,0.0739149772820614,0.1011356977149136,3409.22,1,Q1,1,Q1,2,Q2
BO.CO,2010,-1.0411098383606978,-1.0411098383606978,0.0,0.0470524049451805,1924.6,1,Q1,1,Q1,1,Q1
BOL.ST,2010,0.2228038912186057,0.1963569435629155,0.2962515410713821,0.0990442816886079,17939.47,4,Q4,4,Q4,4,Q4
BOLJ.ST,2010,0.0469253657327048,0.0469253657327048,0.0517030618618188,0.0582264236506129,223.07,2,Q2,2,Q2,2,Q2
BONHR.OL,2010,0.2640777094561875,0.2589001825193175,0.1961505446760936,0.0329437312334607,6689.45,4,Q4,4,Q4,3,Q3
BOR.OL,2010,-0.0253126787179551,-0.0253126787179551,0.1074178529446379,0.1045651206052614,346.22,2,Q2,2,Q2,2,Q2
BOREO.HE,2010,-0.0453757680794075,-0.0453757680794075,0.1055410755120757,0.1110507102786975,59.42,1,Q1,1,Q1,2,Q2
BORG.ST,2010,0.4971183487468168,0.4691897456010276,0.7657682201516223,0.0487611863397188,572.49,5,Q5,5,Q5,5,Q5
BOUV.OL,2010,0.4474950690335308,0.3416302226334186,0.4861363986131448,0.1186897898875189,524.76,5,Q5,5,Q5,5,Q5
BRIMH.IC,2010,0.2342223978096489,0.232783466056978,0.0319579745378926,0.0191976507006703,409.54,4,Q4,4,Q4,2,Q2
BTSb.ST,2010,0.3185756450537942,0.2985920059260804,0.384089191057526,0.0572961582434462,538.4,4,Q4,4,Q4,4,Q4
CARLb.CO,2010,-0.3373168662278126,-0.3373168662278126,5.185347810576779e-06,0.0476681835401772,65590.11,1,Q1,1,Q1,1,Q1
CAST.ST,2010,0.1753692659058826,0.1752638416660419,3.138600490615318e-13,0.0072670584153208,10090.02,3,Q3,3,Q3,1,Q1
CATE.ST,2010,-0.0017503570728428,-0.0017503570728428,0.1266151940646462,0.1071640854812183,821.07,2,Q2,2,Q2,3,Q3
CBRAIN.CO,2010,0.3214398484370066,0.2449086243771109,0.3818239825022888,0.1333079817284691,131.55,4,Q4,4,Q4,4,Q4
CEMAT.CO,2010,0.2427117834870049,0.1886358097537714,0.3345199040250841,0.1488743605970054,568.5,4,Q4,4,Q4,4,Q4
CEVI.ST,2010,0.3640118968935888,0.2868483543465974,0.4201295052200706,0.1163738012624111,192.99,5,Q5,4,Q4,4,Q4
CHEMM.CO,2010,0.0467399267399267,0.0467399267399267,0.1956190517664057,0.1316893159569904,248.2,2,Q2,2,Q2,3,Q3
CLASb.ST,2010,0.3479708019575213,0.3223774798956392,0.4374858448352521,0.0610079359371223,4572.67,4,Q4,5,Q5,5,Q5
CMBT.OL,2010,-0.0318182843189366,-0.0318182843189366,0.0005306732461768,0.0352254617019656,5105.55,2,Q2,2,Q2,1,Q1
COLOb.CO,2010,0.5878556806867167,0.5743350683754004,0.9864532859111312,0.029791292020123,19988.83,5,Q5,5,Q5,5,Q5
COLUM.CO,2010,1.6884441525325504,1.5886756405764022,1.0,0.0451777563784992,124.63,5,Q5,5,Q5,5,Q5
CONTX.OL,2010,0.1270130659374051,0.1209128775637039,0.2914304107618308,0.1776103473160278,141.11,3,Q3,3,Q3,4,Q4
COREa.ST,2010,0.1031891420987925,0.1031891420987925,0.3130273145398389,0.3027058585199254,129.36,3,Q3,3,Q3,4,Q4
CRADb.ST,2010,-0.4199834162520729,-0.4199834162520729,0.0373004175496874,0.1871652945825391,132.63,1,Q1,1,Q1,2,Q2
CTH1V.HE,2010,-0.2510521175530496,-0.2510521175530496,0.0007849022592385,0.0592818115380246,596.54,1,Q1,1,Q1,1,Q1
CTY1S.HE,2010,0.0760601068783085,0.0760601068783085,0.0137296238335777,0.0377584605484593,4696.58,2,Q2,2,Q2,1,Q1
DANT.CO,2010,-0.2057528617552099,-0.2057528617552099,0.0032385617489895,0.0642559450744665,32.0,1,Q1,1,Q1,1,Q1
DEMANT.CO,2010,1.321725532339953,1.2581399499670818,0.9999999999866548,0.0409507666996763,25797.37,5,Q5,5,Q5,5,Q5
DFDS.CO,2010,0.1939108099298991,0.1881873141240648,0.150234400201072,0.0485821303179968,3188.39,4,Q4,4,Q4,3,Q3
DIGIA.HE,2010,0.3779140850032122,0.352073462074391,0.4975047381256772,0.0573327654849604,246.77,5,Q5,5,Q5,5,Q5
DIGIGR.HE,2010,0.2926123860421256,0.2569523622417474,0.3582446339542191,0.0870489430734794,210.1,4,Q4,4,Q4,4,Q4
DIOS.ST,2010,0.1130677742926573,0.1130677742926573,0.0584594634216235,0.0465483905267791,769.55,3,Q3,3,Q3,2,Q2
DNO.OL,2010,-0.0682206879077721,-0.0682206879077721,0.0240970265438504,0.0671295632447659,4587.62,1,Q1,1,Q1,2,Q2
DNORD.CO,2010,0.049532551191765,0.049532551191765,0.0728190318830235,0.0654696641223784,10416.57,2,Q2,2,Q2,2,Q2
DOV1V.HE,2010,0.2895746009096591,0.2226413064035597,0.3607546063706219,0.1369670958810338,148.03,4,Q4,4,Q4,4,Q4
DSV.CO,2010,0.6085852810313757,0.577697648691996,0.9353310953777392,0.0448641389898616,21917.53,5,Q5,5,Q5,5,Q5
DUNI.ST,2010,0.2586943005181346,0.2406175729043453,0.2957763974530318,0.0658863244789802,2224.61,4,Q4,4,Q4,4,Q4
EIOF.OL,2010,0.210122481606723,0.2045366816423877,0.1499024091030405,0.0433871188035633,801.83,4,Q4,4,Q4,3,Q3
EKTAb.ST,2010,0.5488510035964814,0.5257750323194469,0.8969899257912363,0.0411565147011723,6749.47,5,Q5,5,Q5,5,Q5
ELANb.ST,2010,0.0616105322671836,0.0616105322671836,0.0231805570045708,0.0443463846641258,256.3,2,Q2,2,Q2,2,Q2
ELEAV.HE,2010,0.0672499049068089,0.0672499049068089,0.0469087373862631,0.0523200368541013,61.14,2,Q2,2,Q2,2,Q2
ELISA.HE,2010,0.2679732170129306,0.256359760670252,0.2761943461061891,0.0497808582199107,20788.07,4,Q4,4,Q4,4,Q4
ELUXb.ST,2010,0.2612422734276757,0.2330173346413524,0.3218790077268747,0.0849402336745616,32621.01,4,Q4,4,Q4,4,Q4
EMBLA.CO,2010,0.1782910594635235,0.1664396579454532,0.2329280270646521,0.0834073229416729,2711.53,3,Q3,3,Q3,4,Q4
EMGS.OL,2010,-2.862136328751831,-2.862136328751831,0.0,0.1469866843988481,622.46,1,Q1,1,Q1,1,Q1
ENEA.ST,2010,0.2386701159336972,0.2234852607973005,0.2657452101541337,0.0649835266484168,384.29,4,Q4,4,Q4,4,Q4
ENH.OL,2010,-0.2429445665735843,-0.2429445665735843,3.947519222724516e-06,0.0401997764913687,458.43,1,Q1,1,Q1,1,Q1
ENRO.ST,2010,0.1653387823078105,0.165079222193175,4.803931702213049e-06,0.0125103113213619,4680.41,3,Q3,3,Q3,1,Q1
ENSG.CO,2010,0.4036912293477765,0.3558341814988537,0.5043068167209717,0.0774115155956806,33.89,5,Q5,5,Q5,5,Q5
EPEND.ST,2010,0.1782423106075718,0.158735998649402,0.2770490378603436,0.116064242303962,669.51,3,Q3,3,Q3,4,Q4
EQNR.OL,2010,0.5921456340758953,0.5314783348460045,0.8009316721890298,0.0662736874006783,461716.1,5,Q5,5,Q5,5,Q5
ERICb.ST,2010,0.3423875016475828,0.3262454100373393,0.4320332272001611,0.0480052199012952,174345.96,4,Q4,5,Q5,5,Q5
ETTE.HE,2010,-0.1777413740145388,-0.1777413740145388,0.0221243851446086,0.0865630413706258,463.6,1,Q1,1,Q1,2,Q2
EWRK.ST,2010,0.1488463278540165,0.1331845607110087,0.2924752984427781,0.1615035637185265,307.26,3,Q3,3,Q3,4,Q4
EXL1V.HE,2010,0.3642705632806977,0.347148168316459,0.4843477069740231,0.0471622065114813,491.48,5,Q5,5,Q5,5,Q5
FIA1S.HE,2010,-0.2639959324401593,-0.2639959324401593,0.0405007983774481,0.1295344509288063,3847.34,1,Q1,1,Q1,2,Q2
FLS.CO,2010,0.3227967779878798,0.2957965608594115,0.3938468872830339,0.0671127703729059,21766.25,4,Q4,4,Q4,4,Q4
FLUGb.CO,2010,0.1021669916331416,0.1021669916331416,0.0877406383905559,0.0572751845374076,607.38,3,Q3,3,Q3,2,Q2
FORTUM.HE,2010,0.2716453923187421,0.2464704919171088,0.3263274727872748,0.076001803413781,135148.09,4,Q4,4,Q4,4,Q4
FRO.OL,2010,0.1938690112153915,0.187134164602486,0.1684369504767969,0.0530836451084286,12323.11,4,Q4,4,Q4,3,Q3
FSKRS.HE,2010,0.0967201054763633,0.0967201054763633,0.017470167195502,0.03647751145449,5366.78,2,Q2,2,Q2,2,Q2
GABR.CO,2010,0.0656538667073823,0.0656538667073823,0.1079548782437941,0.0741725769718752,159.65,2,Q2,2,Q2,3,Q3
GJ.CO,2010,-0.000728803951737,-0.000728803951737,0.1151061676895832,0.099899623430486,55.49,2,Q2,2,Q2,3,Q3
GLA1V.HE,2010,0.4838253275109169,0.4292445693978758,0.6308036311147563,0.0723702427143512,543.38,5,Q5,5,Q5,5,Q5
GMAB.CO,2010,0.3533682769303109,0.2047973289986832,0.3753256418774464,0.223436062796351,4105.21,5,Q5,4,Q4,4,Q4
GN.CO,2010,0.0927200135915731,0.0927200135915731,0.2577344213002428,0.1597821924445903,6457.52,2,Q2,2,Q2,4,Q4
GOD.OL,2010,0.128756170852114,0.1285518680016584,0.0009443917909531,0.0213841742781666,349.94,3,Q3,3,Q3,1,Q1
GSFG.OL,2010,0.1052807729806026,0.1052807729806026,0.2294278369238327,0.1191629402624465,1138.95,3,Q3,3,Q3,4,Q4
GYL.OL,2010,0.079911191780378,0.079911191780378,0.0030453066578122,0.0296718577749825,693.91,2,Q2,2,Q2,1,Q1
GYLDb.CO,2010,0.8382052031569716,0.8201727326173539,0.99999971119166,0.0277665611409709,905.24,5,Q5,5,Q5,5,Q5
HAPD.IC,2010,0.2736605710619184,0.2662590615792707,0.24807884116347,0.0384180757051756,81.13,4,Q4,4,Q4,4,Q4
HARBb.CO,2010,-0.012291585886002,-0.012291585886002,0.0140325123112401,0.05090237013326,699.01,2,Q2,2,Q2,2,Q2
HAVI.OL,2010,0.1557841074127863,0.1472894048400562,0.2230151983728707,0.089170525699732,949.62,3,Q3,3,Q3,3,Q3
HEX.OL,2010,0.193175649476541,0.1841231874569033,0.2005528040064235,0.0628709169114927,897.75,3,Q3,4,Q4,3,Q3
HHDC.CO,2010,0.3648312145438205,0.360672551389761,0.5388162796265888,0.0225937727461345,710.87,5,Q5,5,Q5,5,Q5
HIAB.HE,2010,0.1178197237040078,0.1177406143084552,0.0096073026434554,0.0299575344403082,5095.0,3,Q3,3,Q3,1,Q1
HKFOODS.HE,2010,0.105303108197197,0.105303108197197,0.021775735952487,0.0368570135314596,2946.72,3,Q3,3,Q3,2,Q2
HLUNa.CO,2010,0.7069144540488433,0.4744327221716096,0.6281268234450381,0.1396537213671216,20715.7,5,Q5,5,Q5,5,Q5
HMb.ST,2010,0.5423572128428505,0.4111755626654577,0.5701566233667752,0.1155685282873829,245100.69,5,Q5,5,Q5,5,Q5
HONBS.HE,2010,-0.0847192330268049,-0.0847192330268049,0.0001647029530947,0.0365818490368146,70.91,1,Q1,1,Q1,1,Q1
HUH1V.HE,2010,0.1434611459396415,0.1407682709357031,0.1218194414937391,0.056219222202753,8532.8,3,Q3,3,Q3,3,Q3
ICP1V.HE,2010,-0.8482410179640716,-0.8482410179640716,7.771561172376096e-15,0.0475887380956843,67.69,1,Q1,1,Q1,1,Q1
ILKKA2.HE,2010,0.1001983530684618,0.1001983530684618,0.0254275239257146,0.0389803721827955,1529.07,3,Q3,3,Q3,2,Q2
INVEST.HE,2010,0.0614467202488981,0.0614467202488981,0.1539351390115007,0.0959618094724393,25.52,2,Q2,2,Q2,3,Q3
IOX.OL,2010,-0.0018004776777509,-0.0018004776777509,0.0880925941960151,0.0859679752077991,170.17,2,Q2,2,Q2,2,Q2
ITAB.ST,2010,0.1385705355282344,0.1266444258583243,0.2954467621676157,0.1763458394827727,712.19,3,Q3,3,Q3,4,Q4
ITERA.OL,2010,0.3122694275853862,0.3079119468733442,0.3031417379971901,0.026100481079784,401.1,4,Q4,4,Q4,4,Q4
JBTM.IC,2010,1.273664218082283,1.1582839796914657,0.9999919281291338,0.0577428708809152,2720.97,5,Q5,5,Q5,5,Q5
JDAN.CO,2010,0.0596653035339398,0.0596653035339398,2.1116441928370477e-13,0.0119157928114903,3488.97,2,Q2,2,Q2,1,Q1
KABEb.ST,2010,0.3603993245845307,0.3144624822781644,0.4398065665148732,0.0833407141890793,475.76,5,Q5,4,Q4,5,Q5
KBHL.CO,2010,0.2872404728770436,0.2866553156727922,0.0267737603265717,0.0101398048926191,10717.78,4,Q4,4,Q4,2,Q2
KCRA.HE,2010,0.9221153077271635,0.8489508868141833,0.9973082449640598,0.0548223566295034,9560.22,5,Q5,5,Q5,5,Q5
KELAS.HE,2010,0.4791907514450866,0.3862809133148006,0.5440302757757465,0.1016259187499356,90.41,5,Q5,5,Q5,5,Q5
KEMIRA.HE,2010,0.972145651428208,0.8055698141718534,0.95858291811021,0.085279566720078,9397.73,5,Q5,5,Q5,5,Q5
KESKOB.HE,2010,0.0385453083484825,0.0385453083484825,0.0277550832059433,0.050211951183053,18957.72,2,Q2,2,Q2,2,Q2
KIT.OL,2010,0.1420039519548856,0.1337865449521331,0.2509680176177036,0.1150866829637137,650.34,3,Q3,3,Q3,4,Q4
KNEBV.HE,2010,0.9629155791480936,0.7138318037891188,0.8696282594062347,0.1119868633454462,54559.04,5,Q5,5,Q5,5,Q5
KNOW.ST,2010,0.2367494296662159,0.2269212877680085,0.2262425243478685,0.0514704017737607,697.29,4,Q4,4,Q4,4,Q4
KOA.OL,2010,-0.5161357681245325,-0.5161357681245325,0.0006636130909927,0.089412133403932,2261.63,1,Q1,1,Q1,1,Q1
KOG.OL,2010,0.4476650563607085,0.4018149214999449,0.5875254982869824,0.0694303060660408,9564.11,5,Q5,5,Q5,5,Q5
KSL.HE,2010,0.2891014975041597,0.285979940519025,0.1979808299624887,0.0234658028702208,697.63,4,Q4,4,Q4,3,Q3
LAGRb.ST,2010,0.1745814019487273,0.172861933346158,0.0364374099511303,0.0299522840074232,423.54,3,Q3,3,Q3,2,Q2
LAMMb.ST,2010,0.1009134134134134,0.1009134134134134,0.0231051974641196,0.0380313727058114,292.96,3,Q3,3,Q3,2,Q2
LIAB.ST,2010,0.0047412090082972,0.0047412090082972,0.0268954528176987,0.0557011778328287,4680.73,2,Q2,2,Q2,2,Q2
LINDEX.HE,2010,0.1047848351195674,0.1047848351195674,0.0002102906707857,0.0208246445686957,11584.2,3,Q3,3,Q3,1,Q1
LOOMIS.ST,2010,0.2473030815156445,0.1909256655594132,0.3371748110162176,0.1496970129264976,4405.52,4,Q4,4,Q4,4,Q4
LSG.OL,2010,0.1660480994172447,0.1580337614317021,0.2026700375510888,0.0750008721013307,5625.62,3,Q3,3,Q3,3,Q3
LUOTEA.HE,2010,0.2553812132593981,0.2401770863498355,0.2807687469194919,0.0605312166751511,4633.92,4,Q4,4,Q4,4,Q4
MAERSKb.CO,2010,0.12670075401864,0.126063611192406,0.0505218379171386,0.0418241303927793,147287.98,3,Q3,3,Q3,2,Q2
MARAS.HE,2010,0.0820331776942638,0.0820331776942638,0.0825293982756,0.0607460642892729,209.98,2,Q2,2,Q2,2,Q2
MEABb.ST,2010,0.1534599180469786,0.1511951759633887,0.0798722025939218,0.0434811194986508,196.91,3,Q3,3,Q3,2,Q2
MEDI.OL,2010,0.363345564022956,0.3391703575903269,0.4696364568056075,0.0570286731079561,424.38,5,Q5,5,Q5,5,Q5
MEDIVIR.ST,2010,-0.3080568720379146,-0.3080568720379146,0.0880513072692703,0.2547415420157846,1314.62,1,Q1,1,Q1,2,Q2
MEKKO.HE,2010,0.90460314453495,0.7838018869605983,0.9686120191047418,0.0737956246512005,659.31,5,Q5,5,Q5,5,Q5
MEKO.ST,2010,0.3568597666229371,0.3370664892446784,0.4619515323243912,0.0518460136774348,3871.33,5,Q5,5,Q5,5,Q5
METSB.HE,2010,-0.4190806016579913,-0.4190806016579913,0.0005964697991118,0.0764285962939492,3980.38,1,Q1,1,Q1,1,Q1
METSO.HE,2010,0.1681033875625044,0.1493768364857856,0.2810047352846417,0.1283036814788778,9184.97,3,Q3,3,Q3,4,Q4
MGN.OL,2010,-0.1158458207606675,-0.1158458207606675,0.0182011034148492,0.0711032775494693,3041.88,1,Q1,1,Q1,2,Q2
MOWI.OL,2010,0.0973168709916669,0.0973168709916669,0.2354673668530653,0.1302401550019125,15125.39,2,Q2,2,Q2,4,Q4
MYCR.ST,2010,0.1287798314566957,0.1270890701551415,0.1382820690186641,0.0651571450085183,656.42,3,Q3,3,Q3,3,Q3
NAS.OL,2010,0.3131973451714208,0.2562763325224174,0.3798864106773162,0.1102417789258162,3934.13,4,Q4,4,Q4,4,Q4
NAVA.OL,2010,-0.0071569153694757,-0.0071569153694757,0.1143591754604695,0.1018957133527269,50.25,2,Q2,2,Q2,3,Q3
NCCb.ST,2010,0.3686526289662016,0.3540086038643747,0.502174833962721,0.0429848800779935,6765.32,5,Q5,5,Q5,5,Q5
NEL.OL,2010,-0.7827715355805241,-0.7827715355805241,2.356533132075178e-05,0.092933972720036,169.29,1,Q1,1,Q1,1,Q1
NEOBO.ST,2010,-3.1948548583347818,-3.1948548583347818,0.0,0.1361582343101924,153.17,1,Q1,1,Q1,1,Q1
NESTE.HE,2010,0.1581692203591428,0.1505064296390352,0.2082153453789378,0.0807544345923425,26411.93,3,Q3,3,Q3,3,Q3
NETIB.ST,2010,0.2279162365432826,0.2144121548709119,0.248777721907917,0.0640193596503719,1493.63,4,Q4,4,Q4,4,Q4
NEWAb.ST,2010,0.0851143863488697,0.0851143863488697,0.1862086355755799,0.1024398644381427,1015.42,2,Q2,2,Q2,3,Q3
NHY.OL,2010,0.0365292933573471,0.0365292933573471,0.1860030042405791,0.130122888133032,60405.77,2,Q2,2,Q2,3,Q3
NIBEb.ST,2010,0.227771663986004,0.2177092796427788,0.2216367674503705,0.0543673678841639,4508.71,4,Q4,4,Q4,3,Q3
NKR.OL,2010,-0.2167371885284436,-0.2167371885284436,0.0182255977130271,0.0900995277219689,111.62,1,Q1,1,Q1,2,Q2
NKT.CO,2010,0.0657532924887842,0.0657532924887842,0.0046769154204425,0.0330506230544154,3655.98,2,Q2,2,Q2,1,Q1
NLG1V.HE,2010,0.132617946345976,0.1310282269990722,0.1061024749046278,0.0548232832548898,303.59,3,Q3,3,Q3,2,Q2
NMAN.ST,2010,0.0843798775363188,0.0843798775363188,0.0133216481248628,0.0363711036955734,627.98,2,Q2,2,Q2,1,Q1
NOBI.ST,2010,0.040916370638634,0.040916370638634,0.004168590735158,0.0354652723860887,4246.81,2,Q2,2,Q2,1,Q1
NOD.OL,2010,0.5507109394263173,0.3282222108490389,0.4764112655998075,0.1773941086108924,1771.73,5,Q5,5,Q5,5,Q5
NOKIA.HE,2010,0.6786250004802757,0.5620278026604837,0.781115849091655,0.0886816639567621,259606.99,5,Q5,5,Q5,5,Q5
NOLAb.ST,2010,0.2603846591555704,0.2563008934468788,0.1641807950251625,0.029525859085415,1124.12,4,Q4,4,Q4,3,Q3
NORTHM.CO,2010,-1.4779762283099214,-1.4779762283099214,0.0,0.0697856223467202,505.17,1,Q1,1,Q1,1,Q1
NOTE.ST,2010,-0.4518426939832804,-0.4518426939832804,0.0013478200767156,0.088366516419034,165.86,1,Q1,1,Q1,1,Q1
NOVOb.CO,2010,0.9371919327420584,0.8315691733845809,0.9879623182768228,0.0666640235331723,189691.85,5,Q5,5,Q5,5,Q5
NRC.OL,2010,-0.1273350250168452,-0.1273350250168452,0.0020247600379673,0.0511597232547611,535.43,1,Q1,1,Q1,1,Q1
NSISb.CO,2010,0.4862634277512758,0.4842705807882271,0.998749081045146,0.0127564603119345,32659.51,5,Q5,5,Q5,5,Q5
NTGNT.CO,2010,-0.134715461443822,-0.134715461443822,0.1012910983016924,0.1474620359710136,2092.77,1,Q1,1,Q1,2,Q2
ODF.OL,2010,-0.0239426479373784,-0.0239426479373784,0.0001126882031861,0.0304703110125223,4469.83,2,Q2,2,Q2,1,Q1
OEMb.ST,2010,0.1763972437930656,0.1717142518674118,0.1334311934171581,0.0499288109510409,531.0,3,Q3,3,Q3,3,Q3
OKEAC.CO,2010,0.0884647066970891,0.0884647066970891,0.2616400515267225,0.1707679316090844,2117.96,2,Q2,2,Q2,4,Q4
OLVAS.HE,2010,0.3713705867193542,0.3607973851293767,0.525097346448246,0.0360167724214738,1870.4,5,Q5,5,Q5,5,Q5
