FormationYear,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_p_q5,avg_sigma_acc
2010,Method1_Raw,1,Q1,63,501070.10000000003,-0.5379163118699314,-0.5379163118699314,0.027822913310656262,0.09508363837390008
2010,Method1_Raw,2,Q2,62,477072.39,0.03459740512129471,0.03459740512129471,0.08996239163515234,0.07984915271716486
2010,Method1_Raw,3,Q3,62,988980.02,0.14222386428949813,0.13807467320566166,0.13684119334823902,0.07138956271293306
2010,Method1_Raw,4,Q4,62,689406.95,0.26763504026353463,0.24756297272967304,0.2759924315347193,0.0633200456933811
2010,Method1_Raw,5,Q5,63,2103071.69,0.6704510193622414,0.5495352589381481,0.6949826370142457,0.08751923197708902
2010,Method2_PostMean,1,Q1,63,501070.10000000003,-0.5379163118699314,-0.5379163118699314,0.027822913310656262,0.09508363837390008
2010,Method2_PostMean,2,Q2,62,477072.39,0.03459740512129471,0.03459740512129471,0.08996239163515234,0.07984915271716486
2010,Method2_PostMean,3,Q3,62,988775.26,0.14296044997351978,0.1380522702348674,0.1389984867232773,0.07292590911562113
2010,Method2_PostMean,4,Q4,62,511731.2,0.27094265179977634,0.23977557324493393,0.2705402567714878,0.07526774243129251
2010,Method2_PostMean,5,Q5,63,2280952.2,0.666471015748649,0.5572210962753397,0.6982252186978644,0.07424922126729269
2010,Method3_ProbQ5,1,Q1,63,1178829.9100000001,-0.4194346523112416,-0.4194984407290893,0.002396670123137709,0.05085448075115869
2010,Method3_ProbQ5,2,Q2,62,489426.05,-0.02558621062663476,-0.025834021742799074,0.046726306968740694,0.07713811638572304
2010,Method3_ProbQ5,3,Q3,62,394513.3,0.11537566750667491,0.11226891919163899,0.17048118242427193,0.0854049881011967
2010,Method3_ProbQ5,4,Q4,62,409198.1,0.2376545150088353,0.20604999814304828,0.3076064851270614,0.10919214377880583
2010,Method3_ProbQ5,5,Q5,63,2287633.79,0.6671243588939965,0.5568397630165752,0.6987404135966574,0.07547946574555602
2011,Method1_Raw,1,Q1,65,535274.47,-0.6651320626156536,-0.6651320626156536,0.07680848876830794,0.09069966927407513
2011,Method1_Raw,2,Q2,64,380291.48,0.05819580131910903,0.05819580131910903,0.17163691562468933,0.0769491693646777
2011,Method1_Raw,3,Q3,65,646445.24,0.16369084887467747,0.1575936132332652,0.23420674162453584,0.0682949156966832
2011,Method1_Raw,4,Q4,64,1497818.03,0.2784963967247076,0.2597362741602294,0.352052175572342,0.06064392698465632
2011,Method1_Raw,5,Q5,65,2678959.44,0.7730820381510342,0.6522760404449759,0.681432380577538,0.08228341291551747
2011,Method2_PostMean,1,Q1,65,535274.47,-0.6651320626156536,-0.6651320626156536,0.07680848876830794,0.09069966927407513
2011,Method2_PostMean,2,Q2,64,380291.48,0.05819580131910903,0.05819580131910903,0.17163691562468933,0.0769491693646777
2011,Method2_PostMean,3,Q3,65,672739.51,0.1645405318809659,0.1570134887348611,0.24489305977784942,0.07231023088676335
2011,Method2_PostMean,4,Q4,64,1449875.92,0.2900377414896089,0.25462561662871563,0.3444519883201722,0.0729878199455803
