PortfolioStrategy,Method,MethodLabel,annualized_return,annualized_excess_return,volatility_ann,excess_volatility_ann,sharpe_ratio,max_drawdown,n_obs
Q4,Method1_ObservedQuality,Observed Quality,0.13928386621880773,0.11975802510769712,0.1394485121784213,0.13968046964201838,0.8573712947459318,-0.2897538554270668,189
Q4,Method2_LatentQuality,Latent Quality,0.14194440099468164,0.122418559883571,0.1381947932279397,0.1383948552320397,0.8845600486977493,-0.2804805291440603,189
Q4,Method3_ConservativeQuality,Conservative Quality,0.13830552305773816,0.11877968194662751,0.13482485203255223,0.13509195124078718,0.8792506204526962,-0.26136921577789396,189
LongShort,Method1_ObservedQuality,Observed Quality,0.02685844917963318,0.02685844917963318,0.1004934479156838,0.1004934479156838,0.267265674894228,-0.35651201089230344,189
LongShort,Method2_LatentQuality,Latent Quality,0.026430773084535987,0.026430773084535987,0.10494705425522584,0.10494705425522584,0.25184864189001155,-0.3298992823519058,189
LongShort,Method3_ConservativeQuality,Conservative Quality,0.018485354325765972,0.018485354325765972,0.10182749285857824,0.10182749285857824,0.18153598607636456,-0.3074600480405094,189
