PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q4,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,0.013523150201260367,0.001126929183438364,0.37399900455178203,0.708616990356735
Q4,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.001802729740668474,0.0001502274783890395,0.0507339686994238,0.9595645927639671
Q4,FF3,Method2_LatentQuality minus Method1_ObservedQuality,0.013381435428547833,0.0011151196190456528,0.4269910628867229,0.6696341910481705
Q4,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0021025540320614433,0.00017521283600512028,0.06497397227649959,0.9482298135353877
Q4,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.0063264299247859646,0.0005272024937321637,0.21801939951743804,0.8275348389651234
Q4,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.00033944165446550545,-2.828680453879212e-05,-0.011484545386425984,0.9908430833617454
Q4,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.012641932258038405,0.0010534943548365337,0.40488693309384854,0.6857971574567192
Q4,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.002186364653507397,0.00018219705445894976,0.06819266612157687,0.9456695034926463
Q4,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.005965734365389691,0.0004971445304491409,0.21255229932969608,0.8317951596820397
Q4,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0003151034089804855,2.625861741504046e-05,0.010995250422998726,0.9912332598692446
