Method,Portfolio,Date,n_firms,raw_weight_sum,ucits_weight_sum,max_raw_weight,max_ucits_weight,cash_weight,large_position_weight,n_large_positions,n_names_single_cap_binding,aggregate_cap_relaxed
Method1_ObservedQuality,Q1,2010-01-31,59,1.0,1.0000000000000002,0.5152323232298762,0.10000000000000002,0.0,0.4,4,2,False
Method1_ObservedQuality,Q2,2010-01-31,61,0.9999999999999998,1.0000000000000002,0.1956765855379877,0.1,0.0,0.4,4,5,False
Method1_ObservedQuality,Q3,2010-01-31,58,1.0,1.0,0.18380570550258674,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q4,2010-01-31,60,0.9999999999999999,0.9999999999999999,0.235838832340127,0.1,0.0,0.4,5,2,False
Method1_ObservedQuality,Q5,2010-01-31,59,1.0000000000000002,1.0,0.21329242472520665,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q1,2010-01-31,58,0.9999999999999999,1.0,0.37647222450227696,0.10000000000000002,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2010-01-31,62,1.0,1.0000000000000002,0.16717991694865986,0.1,0.0,0.3784918328296061,4,3,False
Method2_LatentQuality,Q3,2010-01-31,58,0.9999999999999999,1.0,0.22092301330402625,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q4,2010-01-31,59,0.9999999999999999,1.0,0.20790631600894208,0.1,0.0,0.3601589133009173,4,2,False
Method2_LatentQuality,Q5,2010-01-31,60,0.9999999999999999,1.0,0.19268953520076,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q1,2010-01-31,60,1.0,1.0,0.5172142366456381,0.10000000000000002,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q2,2010-01-31,59,0.9999999999999999,1.0,0.20279905489632613,0.1,0.0,0.4,4,5,False
Method3_ConservativeQuality,Q3,2010-01-31,59,1.0,1.0,0.2110384014696713,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q4,2010-01-31,60,0.9999999999999997,0.9999999999999999,0.1940659350014192,0.1,0.0,0.4,5,2,False
Method3_ConservativeQuality,Q5,2010-01-31,59,0.9999999999999999,1.0,0.19763247862961197,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-01-31,58,1.0,1.0,0.5179984286466967,0.10000000000000002,0.0,0.4,4,2,False
Method4_ProbabilisticQuality,Q5,2010-01-31,58,1.0,1.0,0.2136984395314649,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2010-02-28,59,0.9999999999999999,1.0000000000000002,0.5133112846908483,0.10000000000000002,0.0,0.4,4,2,False
Method1_ObservedQuality,Q2,2010-02-28,61,0.9999999999999999,1.0,0.19970357495153646,0.1,0.0,0.4,4,5,False
Method1_ObservedQuality,Q3,2010-02-28,58,1.0,1.0,0.19842729235352902,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q4,2010-02-28,60,0.9999999999999999,1.0,0.25474396025249185,0.1,0.0,0.4000000000000001,5,2,False
Method1_ObservedQuality,Q5,2010-02-28,59,1.0,1.0,0.19330885532933595,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q1,2010-02-28,58,0.9999999999999999,1.0,0.3753057373544206,0.10000000000000002,0.0,0.4,4,4,False
Method2_LatentQuality,Q2,2010-02-28,62,0.9999999999999999,1.0,0.1573093926558809,0.1,0.0,0.37670609343474193,4,3,False
Method2_LatentQuality,Q3,2010-02-28,58,0.9999999999999999,0.9999999999999999,0.23504579111707277,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q4,2010-02-28,59,1.0,0.9999999999999999,0.20276891673603403,0.1,0.0,0.3586425152869913,4,2,False
Method2_LatentQuality,Q5,2010-02-28,60,1.0000000000000002,1.0,0.17423278137842035,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q1,2010-02-28,60,0.9999999999999998,1.0,0.5151604888797793,0.10000000000000002,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q2,2010-02-28,59,1.0,1.0,0.20726133230715796,0.1,0.0,0.4,4,5,False
Method3_ConservativeQuality,Q3,2010-02-28,59,1.0,1.0000000000000002,0.2257876489397533,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q4,2010-02-28,60,1.0,1.0,0.18981238209401513,0.1,0.0,0.4,5,2,False
Method3_ConservativeQuality,Q5,2010-02-28,59,1.0,1.0,0.17821626954604364,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-02-28,58,1.0,1.0,0.51610900700397,0.10000000000000002,0.0,0.4,4,2,False
Method4_ProbabilisticQuality,Q5,2010-02-28,58,0.9999999999999999,1.0,0.193734274466016,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2010-03-31,59,1.0,1.0,0.5459514861887904,0.10000000000000002,0.0,0.4,4,2,False
Method1_ObservedQuality,Q2,2010-03-31,61,1.0,1.0,0.20442766135653623,0.1,0.0,0.4,4,3,False
Method1_ObservedQuality,Q3,2010-03-31,58,1.0,0.9999999999999999,0.1930606741570516,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q4,2010-03-31,60,0.9999999999999999,1.0,0.25922366127292085,0.1,0.0,0.4,5,2,False
Method1_ObservedQuality,Q5,2010-03-31,59,0.9999999999999999,1.0,0.19310438305366232,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q1,2010-03-31,58,1.0000000000000002,1.0,0.40568524409088774,0.10000000000000002,0.0,0.4,4,4,False
Method2_LatentQuality,Q2,2010-03-31,62,0.9999999999999998,1.0,0.1757739162547827,0.1,0.0,0.37682204057645075,4,3,False
Method2_LatentQuality,Q3,2010-03-31,58,1.0,1.0,0.22888555271907568,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q4,2010-03-31,59,1.0000000000000002,0.9999999999999999,0.2052223747215214,0.1,0.0,0.35573081859513,4,2,False
Method2_LatentQuality,Q5,2010-03-31,60,0.9999999999999998,1.0,0.17366269581480323,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q1,2010-03-31,60,1.0,1.0,0.547635411417419,0.10000000000000002,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q2,2010-03-31,59,0.9999999999999999,1.0,0.2109715390120973,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q3,2010-03-31,59,1.0,1.0,0.2198417888360744,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q4,2010-03-31,60,0.9999999999999998,1.0,0.19196715861198113,0.1,0.0,0.4,5,2,False
Method3_ConservativeQuality,Q5,2010-03-31,59,1.0,1.0,0.17768608831225421,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-03-31,58,0.9999999999999998,1.0,0.5486065888772661,0.10000000000000002,0.0,0.4,4,2,False
Method4_ProbabilisticQuality,Q5,2010-03-31,58,1.0,1.0,0.1934982746650046,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2010-04-30,60,1.0,1.0,0.5336411610648986,0.10000000000000002,0.0,0.4,4,2,False
Method1_ObservedQuality,Q2,2010-04-30,61,1.0,1.0,0.2198105199549095,0.1,0.0,0.4,4,3,False
Method1_ObservedQuality,Q3,2010-04-30,59,1.0,0.9999999999999999,0.18331872101313254,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q4,2010-04-30,60,0.9999999999999998,0.9999999999999999,0.258616131991881,0.1,0.0,0.4,5,2,False
Method1_ObservedQuality,Q5,2010-04-30,59,1.0,1.0,0.1879321728036854,0.1,0.0,0.4,4,5,False
Method2_LatentQuality,Q1,2010-04-30,59,1.0,1.0,0.38971759537278516,0.10000000000000002,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2010-04-30,62,1.0000000000000002,0.9999999999999999,0.1572852252105163,0.1,0.0,0.3772326193092784,4,3,False
Method2_LatentQuality,Q3,2010-04-30,59,1.0,1.0,0.21956954457655298,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q4,2010-04-30,59,0.9999999999999999,1.0,0.19113289326472335,0.1,0.0,0.4,5,2,False
Method2_LatentQuality,Q5,2010-04-30,60,1.0,1.0,0.16906279478383146,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q1,2010-04-30,61,0.9999999999999999,1.0000000000000002,0.5361733760219574,0.10000000000000002,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q2,2010-04-30,60,1.0,1.0,0.22591815794234596,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q3,2010-04-30,59,1.0,1.0,0.2103301517103047,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q4,2010-04-30,60,1.0,1.0000000000000002,0.1792973143350247,0.1,0.0,0.4,5,2,False
Method3_ConservativeQuality,Q5,2010-04-30,59,1.0,0.9999999999999999,0.17291618954899793,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-04-30,59,1.0,1.0,0.5369759089667053,0.10000000000000002,0.0,0.4,4,2,False
Method4_ProbabilisticQuality,Q5,2010-04-30,58,1.0000000000000002,1.0,0.18820277379179892,0.1,0.0,0.4,4,5,False
Method1_ObservedQuality,Q1,2010-05-31,60,0.9999999999999999,1.0000000000000002,0.5009154529528165,0.10000000000000002,0.0,0.4,4,2,False
Method1_ObservedQuality,Q2,2010-05-31,61,0.9999999999999999,1.0000000000000002,0.2568310295519187,0.1,0.0,0.4,4,2,False
Method1_ObservedQuality,Q3,2010-05-31,59,1.0,1.0,0.19878806597327048,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q4,2010-05-31,60,0.9999999999999998,1.0,0.27141123523262334,0.1,0.0,0.35998345538830456,4,2,False
Method1_ObservedQuality,Q5,2010-05-31,59,0.9999999999999999,1.0,0.20159626368082828,0.1,0.0,0.4,4,5,False
Method2_LatentQuality,Q1,2010-05-31,59,1.0,0.9999999999999999,0.33861722344877987,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2010-05-31,62,0.9999999999999999,0.9999999999999999,0.15733920724297748,0.1,0.0,0.37869523317101506,4,3,False
Method2_LatentQuality,Q3,2010-05-31,59,1.0000000000000002,1.0,0.23807397108629974,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q4,2010-05-31,59,1.0,1.0,0.19675228900938385,0.1,0.0,0.4,5,2,False
Method2_LatentQuality,Q5,2010-05-31,60,1.0,1.0,0.1786305517644586,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q1,2010-05-31,61,0.9999999999999999,1.0,0.50355548871755,0.10000000000000002,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q2,2010-05-31,60,1.0,1.0,0.26243674772213865,0.1,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q3,2010-05-31,59,1.0,1.0,0.23034843992079748,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q4,2010-05-31,60,1.0,1.0,0.18195069884743087,0.1,0.0,0.4,5,2,False
Method3_ConservativeQuality,Q5,2010-05-31,59,1.0000000000000002,1.0,0.18351451713144004,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-05-31,59,0.9999999999999998,1.0,0.5043406140454836,0.10000000000000002,0.0,0.4,4,2,False
