PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
LongShort,CAPM,0.10964180583532421,0.087174184107881,0.11828441852538961,0.11822016279828516,0.00890578388153851,0.01619277985107148,0.005754680382431321,0.0033592170086447215,2.642901383230736,2.426181444446236,2.793116351796552,2.97028545096117,-0.022467621727443245,0.008642612690065344,0.008578356962960857,0.6824448838027748,0.8841595120732808,0.8814205774395263,-0.40944354168619906,0.14579628908585304,0.14926898089368865
LongShort,FF3,0.10082939604119917,0.07852282758275046,0.11018869122460019,0.1097267444468232,0.0029972940628255618,0.003155000887512749,0.0015977869677434864,0.0007530503217214601,3.0071998047488466,2.9908182511368464,3.2029405597922938,3.4256841442561985,-0.022306568458441128,0.009359295183409102,0.00889734840563225,0.5998394955985233,0.8454874414756217,0.8477293054248813,-0.5250764746109635,0.19501384445910172,0.19214889707482763
LongShort,FF3+MOM,0.054495792781276295,0.03770343026012306,0.0642036427552007,0.061180565053098684,0.1387513604435262,0.21827711492544521,0.08769156541240775,0.08772629064901483,1.486801526596358,1.2352770599298404,1.7166904277100181,1.7165009493268744,-0.016792362521174893,0.009707849973901495,0.006684772271798263,0.7244448415236051,0.8530406767852039,0.8960005918039908,-0.3527897038935581,0.18536827403901346,0.13080412126233557
LongShort,FF5,0.08570454760816,0.06528448105828089,0.0952175310029913,0.09464291779019866,0.00556456335842026,0.005269001310675314,0.0035750711711552974,0.0016693753832668357,2.8051162866196755,2.8234195211567124,2.9510033274416667,3.1901023199997907,-0.020420066549872315,0.009512983394839155,0.008938370182047059,0.5913862130788092,0.8294585707205462,0.8326769613398404,-0.5372933768280443,0.215547554702876,0.21141790412984104
LongShort,FF5+MOM,0.05625631722275719,0.03744335981205733,0.06687161900902008,0.06258456628012803,0.08708107269172127,0.17939021732961002,0.04869017585235502,0.04941307864996336,1.7201297484401459,1.3477397063230996,1.9843954166973714,1.9780024441699924,-0.01881295741069503,0.01061530178626292,0.006328249057370148,0.6589860342276168,0.8201459609446486,0.8887254030916518,-0.44166999754781905,0.22751887485809014,0.14001363504466457
Q5,CAPM,0.04575849721092593,0.04715394413668998,0.04632629056687923,0.04656463304950318,0.009463666002741178,0.0008881511003548948,0.011257567313339933,0.008997400991721305,2.6214913110394606,3.3772053258935175,2.559589977438061,2.6393039907310003,0.001395446925763981,0.0005677933559533124,0.0008061358385772419,0.9502375345599834,0.9819936619697045,0.974087331221263,0.06244972129461717,0.02258437476537678,0.032503824899972326
Q5,FF3,0.04150423682851351,0.043498593684457576,0.04196622133018247,0.04234603921375461,0.006642957809215089,0.0014681449510067779,0.008263814806573455,0.006209099627266124,2.744748161371274,3.228577613134606,2.669387671675667,2.767747507869503,0.0019943568559277064,0.0004619845016529192,0.0008418023852251807,0.921458889538598,0.9830822210367431,0.9687320945288347,0.09866241327847257,0.021218990569919303,0.039224655535400645
Q5,FF3+MOM,0.025029043790462634,0.029832054989605714,0.02714386775022886,0.025936230052667916,0.15907339168914847,0.05636766849927821,0.13231460411691098,0.14928753458009325,1.4138335537348818,1.9200948712832047,1.5116357529276938,1.4480144766386744,0.004803011199153412,0.002114823959775615,0.000907186262214428,0.8381357676963801,0.9330267360296554,0.9711894381026804,0.20442093508633793,0.08409394052852494,0.036140716410883705
Q5,FF5,0.03609634543139063,0.038475009473852906,0.0367159944185748,0.03677905463030384,0.024637834389845015,0.007311445924150561,0.02784215953214164,0.023735124520550155,2.265447828609754,2.7121668566756063,2.216893198382253,2.280120731471931,0.002378664042440151,0.000619648987162269,0.0006827091988916845,0.9111602444171856,0.978470482111873,0.9759519962444301,0.11165113391596213,0.027004679782000506,0.030164551162004057
Q5,FF5+MOM,0.021165434799576888,0.024789742935363904,0.023878501238022598,0.0219660053119788,0.2231485204590058,0.10160514389809805,0.17765115441181623,0.2112113831599962,1.2223018152734386,1.6453038548131655,1.3531743544589856,1.2545871304219636,0.0036243081357901774,0.0027130664384457243,0.0008005705124019616,0.8743859359849955,0.9124658463510626,0.9740113529770611,0.15819945738059055,0.11000399475906576,0.03259974306868609
