PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,0.001395446925763981,0.00011628724381366508,0.06244972129461717,0.9502375345599834
Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0005677933559533124,4.731611299610937e-05,0.02258437476537678,0.9819936619697045
Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0008061358385772419,6.717798654810349e-05,0.032503824899972326,0.974087331221263
Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,0.0019943568559277064,0.0001661964046606422,0.09866241327847257,0.921458889538598
Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0004619845016529192,3.84987084710766e-05,0.021218990569919303,0.9830822210367431
Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0008418023852251807,7.015019876876506e-05,0.039224655535400645,0.9687320945288347
Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.004803011199153412,0.0004002509332627843,0.20442093508633793,0.8381357676963801
Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.002114823959775615,0.00017623532998130124,0.08409394052852494,0.9330267360296554
Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.000907186262214428,7.559885518453567e-05,0.036140716410883705,0.9711894381026804
Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.002378664042440151,0.00019822200353667926,0.11165113391596213,0.9111602444171856
Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.000619648987162269,5.163741559685575e-05,0.027004679782000506,0.978470482111873
Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0006827091988916845,5.6892433240973705e-05,0.030164551162004057,0.9759519962444301
Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.0036243081357901774,0.0003020256779825148,0.15819945738059055,0.8743859359849955
Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0027130664384457243,0.00022608886987047702,0.11000399475906576,0.9124658463510626
Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0008005705124019616,6.671420936683013e-05,0.03259974306868609,0.9740113529770611
