PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Q5,CAPM,Method1_ObservedQuality,0.04575849721092593,0.003813208100910494,2.6214913110394606,0.009463666002741178,0.6814592625040953,192
Q5,FF3,Method1_ObservedQuality,0.04150423682851351,0.0034586864023761254,2.744748161371274,0.006642957809215089,0.7075104579088347,192
Q5,FF3+MOM,Method1_ObservedQuality,0.025029043790462634,0.0020857536492052196,1.4138335537348818,0.15907339168914847,0.7152739717437377,192
Q5,FF5,Method1_ObservedQuality,0.03609634543139063,0.003008028785949219,2.265447828609754,0.024637834389845015,0.7212029663259608,192
Q5,FF5+MOM,Method1_ObservedQuality,0.021165434799576888,0.0017637862332980738,1.2223018152734386,0.2231485204590058,0.7275376261765412,192
Q5,CAPM,Method2_LatentQuality,0.04715394413668998,0.003929495344724165,3.3772053258935175,0.0008881511003548948,0.6857239369694441,192
Q5,FF3,Method2_LatentQuality,0.043498593684457576,0.0036248828070381315,3.228577613134606,0.0014681449510067779,0.707051462742263,192
Q5,FF3+MOM,Method2_LatentQuality,0.029832054989605714,0.0024860045824671427,1.9200948712832047,0.05636766849927821,0.7121442880198758,192
Q5,FF5,Method2_LatentQuality,0.038475009473852906,0.0032062507894877424,2.7121668566756063,0.007311445924150561,0.7192709768738297,192
Q5,FF5+MOM,Method2_LatentQuality,0.024789742935363904,0.0020658119112803254,1.6453038548131655,0.10160514389809805,0.7243444063396016,192
Q5,CAPM,Method3_ConservativeQuality,0.04632629056687923,0.0038605242139066027,2.559589977438061,0.011257567313339933,0.6796159421101176,192
Q5,FF3,Method3_ConservativeQuality,0.04196622133018247,0.003497185110848539,2.669387671675667,0.008263814806573455,0.7066682137618755,192
Q5,FF3+MOM,Method3_ConservativeQuality,0.02714386775022886,0.0022619889791857385,1.5116357529276938,0.13231460411691098,0.7128331693143457,192
Q5,FF5,Method3_ConservativeQuality,0.0367159944185748,0.0030596662015479,2.216893198382253,0.02784215953214164,0.7196792866265305,192
Q5,FF5+MOM,Method3_ConservativeQuality,0.023878501238022598,0.00198987510316855,1.3531743544589856,0.17765115441181623,0.7242734820399259,192
Q5,CAPM,Method4_ProbabilisticQuality,0.04656463304950318,0.0038803860874585985,2.6393039907310003,0.008997400991721305,0.6794565745723011,192
Q5,FF3,Method4_ProbabilisticQuality,0.04234603921375461,0.003528836601146218,2.767747507869503,0.006209099627266124,0.7053047646916202,192
Q5,FF3+MOM,Method4_ProbabilisticQuality,0.025936230052667916,0.002161352504388993,1.4480144766386744,0.14928753458009325,0.7130343528455189,192
Q5,FF5,Method4_ProbabilisticQuality,0.03677905463030384,0.003064921219191987,2.280120731471931,0.023735124520550155,0.719863472493683,192
Q5,FF5+MOM,Method4_ProbabilisticQuality,0.0219660053119788,0.0018305004426649,1.2545871304219636,0.2112113831599962,0.726120839550377,192
