FormationYear,Method,Exchange,Portfolio,n_firms,share_of_exchange
2011,Method1_Raw,Helsinki,Q5,20,0.25
2011,Method1_Raw,Oslo,Q1,24,0.375
2011,Method1_Raw,Oslo,Q2,15,0.234375
2011,Method1_Raw,Oslo,Q3,10,0.15625
2011,Method1_Raw,Oslo,Q4,8,0.125
2011,Method1_Raw,Oslo,Q5,7,0.109375
2011,Method1_Raw,Stockholm,Q1,13,0.11403508771929824
2011,Method1_Raw,Stockholm,Q2,21,0.18421052631578946
2011,Method1_Raw,Stockholm,Q3,26,0.22807017543859648
2011,Method1_Raw,Stockholm,Q4,29,0.2543859649122807
2011,Method1_Raw,Stockholm,Q5,25,0.21929824561403508
2011,Method2_PostMean,Copenhagen,Q1,15,0.2459016393442623
2011,Method2_PostMean,Copenhagen,Q2,14,0.22950819672131148
2011,Method2_PostMean,Copenhagen,Q3,13,0.21311475409836064
2011,Method2_PostMean,Copenhagen,Q4,7,0.11475409836065574
2011,Method2_PostMean,Copenhagen,Q5,12,0.19672131147540983
2011,Method2_PostMean,Helsinki,Q1,12,0.15
2011,Method2_PostMean,Helsinki,Q2,15,0.1875
2011,Method2_PostMean,Helsinki,Q3,17,0.2125
2011,Method2_PostMean,Helsinki,Q4,13,0.1625
2011,Method2_PostMean,Helsinki,Q5,23,0.2875
2011,Method2_PostMean,Oslo,Q1,26,0.40625
2011,Method2_PostMean,Oslo,Q2,14,0.21875
2011,Method2_PostMean,Oslo,Q3,9,0.140625
2011,Method2_PostMean,Oslo,Q4,8,0.125
2011,Method2_PostMean,Oslo,Q5,7,0.109375
2011,Method2_PostMean,Stockholm,Q1,12,0.10526315789473684
2011,Method2_PostMean,Stockholm,Q2,21,0.18421052631578946
2011,Method2_PostMean,Stockholm,Q3,26,0.22807017543859648
2011,Method2_PostMean,Stockholm,Q4,33,0.2894736842105263
2011,Method2_PostMean,Stockholm,Q5,22,0.19298245614035087
2011,Method3_ProbQ5,Copenhagen,Q1,16,0.26229508196721313
2011,Method3_ProbQ5,Copenhagen,Q2,9,0.14754098360655737
2011,Method3_ProbQ5,Copenhagen,Q3,13,0.21311475409836064
2011,Method3_ProbQ5,Copenhagen,Q4,11,0.18032786885245902
2011,Method3_ProbQ5,Copenhagen,Q5,12,0.19672131147540983
2011,Method3_ProbQ5,Helsinki,Q1,10,0.125
2011,Method3_ProbQ5,Helsinki,Q2,16,0.2
2011,Method3_ProbQ5,Helsinki,Q3,19,0.2375
2011,Method3_ProbQ5,Helsinki,Q4,13,0.1625
2011,Method3_ProbQ5,Helsinki,Q5,22,0.275
2011,Method3_ProbQ5,Oslo,Q1,21,0.328125
2011,Method3_ProbQ5,Oslo,Q2,19,0.296875
2011,Method3_ProbQ5,Oslo,Q3,9,0.140625
2011,Method3_ProbQ5,Oslo,Q4,9,0.140625
2011,Method3_ProbQ5,Oslo,Q5,6,0.09375
2011,Method3_ProbQ5,Stockholm,Q1,18,0.15789473684210525
2011,Method3_ProbQ5,Stockholm,Q2,19,0.16666666666666666
2011,Method3_ProbQ5,Stockholm,Q3,23,0.20175438596491227
2011,Method3_ProbQ5,Stockholm,Q4,30,0.2631578947368421
2011,Method3_ProbQ5,Stockholm,Q5,24,0.21052631578947367
2012,Method1_Raw,Copenhagen,Q1,14,0.21875
2012,Method1_Raw,Copenhagen,Q2,16,0.25
2012,Method1_Raw,Copenhagen,Q3,14,0.21875
2012,Method1_Raw,Copenhagen,Q4,6,0.09375
2012,Method1_Raw,Copenhagen,Q5,14,0.21875
2012,Method1_Raw,Helsinki,Q1,15,0.189873417721519
2012,Method1_Raw,Helsinki,Q2,17,0.21518987341772153
2012,Method1_Raw,Helsinki,Q3,12,0.1518987341772152
2012,Method1_Raw,Helsinki,Q4,17,0.21518987341772153
2012,Method1_Raw,Helsinki,Q5,18,0.22784810126582278
2012,Method1_Raw,Oslo,Q1,23,0.323943661971831
2012,Method1_Raw,Oslo,Q2,20,0.28169014084507044
2012,Method1_Raw,Oslo,Q3,10,0.14084507042253522
2012,Method1_Raw,Oslo,Q4,8,0.11267605633802817
2012,Method1_Raw,Oslo,Q5,10,0.14084507042253522
2012,Method1_Raw,Stockholm,Q1,16,0.13445378151260504
2012,Method1_Raw,Stockholm,Q2,14,0.11764705882352941
2012,Method1_Raw,Stockholm,Q3,30,0.25210084033613445
2012,Method1_Raw,Stockholm,Q4,35,0.29411764705882354
2012,Method1_Raw,Stockholm,Q5,24,0.20168067226890757
2012,Method2_PostMean,Copenhagen,Q1,15,0.234375
2012,Method2_PostMean,Copenhagen,Q2,16,0.25
2012,Method2_PostMean,Copenhagen,Q3,12,0.1875
2012,Method2_PostMean,Copenhagen,Q4,9,0.140625
2012,Method2_PostMean,Copenhagen,Q5,12,0.1875
2012,Method2_PostMean,Helsinki,Q1,15,0.189873417721519
2012,Method2_PostMean,Helsinki,Q2,17,0.21518987341772153
2012,Method2_PostMean,Helsinki,Q3,11,0.13924050632911392
2012,Method2_PostMean,Helsinki,Q4,16,0.20253164556962025
2012,Method2_PostMean,Helsinki,Q5,20,0.25316455696202533
2012,Method2_PostMean,Oslo,Q1,23,0.323943661971831
2012,Method2_PostMean,Oslo,Q2,20,0.28169014084507044
2012,Method2_PostMean,Oslo,Q3,11,0.15492957746478872
2012,Method2_PostMean,Oslo,Q4,7,0.09859154929577464
2012,Method2_PostMean,Oslo,Q5,10,0.14084507042253522
2012,Method2_PostMean,Stockholm,Q1,15,0.12605042016806722
2012,Method2_PostMean,Stockholm,Q2,14,0.11764705882352941
2012,Method2_PostMean,Stockholm,Q3,32,0.2689075630252101
2012,Method2_PostMean,Stockholm,Q4,34,0.2857142857142857
2012,Method2_PostMean,Stockholm,Q5,24,0.20168067226890757
2012,Method3_ProbQ5,Copenhagen,Q1,16,0.25
2012,Method3_ProbQ5,Copenhagen,Q2,11,0.171875
2012,Method3_ProbQ5,Copenhagen,Q3,15,0.234375
2012,Method3_ProbQ5,Copenhagen,Q4,9,0.140625
2012,Method3_ProbQ5,Copenhagen,Q5,13,0.203125
2012,Method3_ProbQ5,Helsinki,Q1,18,0.22784810126582278
2012,Method3_ProbQ5,Helsinki,Q2,13,0.16455696202531644
2012,Method3_ProbQ5,Helsinki,Q3,12,0.1518987341772152
2012,Method3_ProbQ5,Helsinki,Q4,17,0.21518987341772153
2012,Method3_ProbQ5,Helsinki,Q5,19,0.24050632911392406
2012,Method3_ProbQ5,Oslo,Q1,19,0.2676056338028169
2012,Method3_ProbQ5,Oslo,Q2,21,0.29577464788732394
2012,Method3_ProbQ5,Oslo,Q3,13,0.18309859154929578
2012,Method3_ProbQ5,Oslo,Q4,8,0.11267605633802817
2012,Method3_ProbQ5,Oslo,Q5,10,0.14084507042253522
2012,Method3_ProbQ5,Stockholm,Q1,15,0.12605042016806722
2012,Method3_ProbQ5,Stockholm,Q2,22,0.18487394957983194
2012,Method3_ProbQ5,Stockholm,Q3,25,0.21008403361344538
2012,Method3_ProbQ5,Stockholm,Q4,33,0.2773109243697479
2012,Method3_ProbQ5,Stockholm,Q5,24,0.20168067226890757
2013,Method1_Raw,Copenhagen,Q1,12,0.18181818181818182
2013,Method1_Raw,Copenhagen,Q2,12,0.18181818181818182
2013,Method1_Raw,Copenhagen,Q3,14,0.21212121212121213
2013,Method1_Raw,Copenhagen,Q4,13,0.19696969696969696
2013,Method1_Raw,Copenhagen,Q5,15,0.22727272727272727
2013,Method1_Raw,Helsinki,Q1,14,0.1728395061728395
2013,Method1_Raw,Helsinki,Q2,22,0.2716049382716049
2013,Method1_Raw,Helsinki,Q3,12,0.14814814814814814
2013,Method1_Raw,Helsinki,Q4,19,0.2345679012345679
2013,Method1_Raw,Helsinki,Q5,14,0.1728395061728395
2013,Method1_Raw,Oslo,Q1,25,0.3424657534246575
2013,Method1_Raw,Oslo,Q2,16,0.2191780821917808
2013,Method1_Raw,Oslo,Q3,13,0.1780821917808219
2013,Method1_Raw,Oslo,Q4,7,0.0958904109589041
2013,Method1_Raw,Oslo,Q5,12,0.1643835616438356
2013,Method1_Raw,Stockholm,Q1,20,0.15873015873015872
2013,Method1_Raw,Stockholm,Q2,20,0.15873015873015872
2013,Method1_Raw,Stockholm,Q3,28,0.2222222222222222
2013,Method1_Raw,Stockholm,Q4,31,0.24603174603174602
2013,Method1_Raw,Stockholm,Q5,27,0.21428571428571427
2013,Method2_PostMean,Copenhagen,Q1,13,0.19696969696969696
2013,Method2_PostMean,Copenhagen,Q2,10,0.15151515151515152
2013,Method2_PostMean,Copenhagen,Q3,17,0.25757575757575757
2013,Method2_PostMean,Copenhagen,Q4,12,0.18181818181818182
2013,Method2_PostMean,Copenhagen,Q5,14,0.21212121212121213
2013,Method2_PostMean,Helsinki,Q1,14,0.1728395061728395
2013,Method2_PostMean,Helsinki,Q2,23,0.2839506172839506
2013,Method2_PostMean,Helsinki,Q3,10,0.12345679012345678
2013,Method2_PostMean,Helsinki,Q4,20,0.24691358024691357
2013,Method2_PostMean,Helsinki,Q5,14,0.1728395061728395
2013,Method2_PostMean,Oslo,Q1,25,0.3424657534246575
2013,Method2_PostMean,Oslo,Q2,16,0.2191780821917808
2013,Method2_PostMean,Oslo,Q3,13,0.1780821917808219
2013,Method2_PostMean,Oslo,Q4,8,0.1095890410958904
2013,Method2_PostMean,Oslo,Q5,11,0.1506849315068493
2013,Method2_PostMean,Stockholm,Q1,19,0.15079365079365079
2013,Method2_PostMean,Stockholm,Q2,21,0.16666666666666666
2013,Method2_PostMean,Stockholm,Q3,27,0.21428571428571427
2013,Method2_PostMean,Stockholm,Q4,30,0.23809523809523808
2013,Method2_PostMean,Stockholm,Q5,29,0.23015873015873015
2013,Method3_ProbQ5,Copenhagen,Q1,15,0.22727272727272727
2013,Method3_ProbQ5,Copenhagen,Q2,9,0.13636363636363635
2013,Method3_ProbQ5,Copenhagen,Q3,15,0.22727272727272727
2013,Method3_ProbQ5,Copenhagen,Q4,14,0.21212121212121213
2013,Method3_ProbQ5,Copenhagen,Q5,13,0.19696969696969696
2013,Method3_ProbQ5,Helsinki,Q1,15,0.18518518518518517
2013,Method3_ProbQ5,Helsinki,Q2,13,0.16049382716049382
2013,Method3_ProbQ5,Helsinki,Q3,18,0.2222222222222222
2013,Method3_ProbQ5,Helsinki,Q4,20,0.24691358024691357
2013,Method3_ProbQ5,Helsinki,Q5,15,0.18518518518518517
2013,Method3_ProbQ5,Oslo,Q1,19,0.2602739726027397
2013,Method3_ProbQ5,Oslo,Q2,25,0.3424657534246575
2013,Method3_ProbQ5,Oslo,Q3,10,0.136986301369863
2013,Method3_ProbQ5,Oslo,Q4,8,0.1095890410958904
2013,Method3_ProbQ5,Oslo,Q5,11,0.1506849315068493
2013,Method3_ProbQ5,Stockholm,Q1,22,0.1746031746031746
2013,Method3_ProbQ5,Stockholm,Q2,21,0.16666666666666666
2013,Method3_ProbQ5,Stockholm,Q3,26,0.20634920634920634
2013,Method3_ProbQ5,Stockholm,Q4,28,0.2222222222222222
2013,Method3_ProbQ5,Stockholm,Q5,29,0.23015873015873015
2014,Method1_Raw,Copenhagen,Q1,13,0.19117647058823528
2014,Method1_Raw,Copenhagen,Q2,15,0.22058823529411764
2014,Method1_Raw,Copenhagen,Q3,14,0.20588235294117646
2014,Method1_Raw,Copenhagen,Q4,11,0.16176470588235295
2014,Method1_Raw,Copenhagen,Q5,15,0.22058823529411764
2014,Method1_Raw,Helsinki,Q1,17,0.2073170731707317
2014,Method1_Raw,Helsinki,Q2,19,0.23170731707317074
2014,Method1_Raw,Helsinki,Q3,17,0.2073170731707317
2014,Method1_Raw,Helsinki,Q4,15,0.18292682926829268
2014,Method1_Raw,Helsinki,Q5,14,0.17073170731707318
2014,Method1_Raw,Oslo,Q1,23,0.2987012987012987
2014,Method1_Raw,Oslo,Q2,15,0.19480519480519481
2014,Method1_Raw,Oslo,Q3,14,0.18181818181818182
2014,Method1_Raw,Oslo,Q4,10,0.12987012987012986
2014,Method1_Raw,Oslo,Q5,15,0.19480519480519481
2014,Method1_Raw,Stockholm,Q1,20,0.15625
2014,Method1_Raw,Stockholm,Q2,22,0.171875
2014,Method1_Raw,Stockholm,Q3,24,0.1875
2014,Method1_Raw,Stockholm,Q4,35,0.2734375
2014,Method1_Raw,Stockholm,Q5,27,0.2109375
2014,Method2_PostMean,Copenhagen,Q1,14,0.20588235294117646
2014,Method2_PostMean,Copenhagen,Q2,15,0.22058823529411764
2014,Method2_PostMean,Copenhagen,Q3,11,0.16176470588235295
2014,Method2_PostMean,Copenhagen,Q4,13,0.19117647058823528
2014,Method2_PostMean,Copenhagen,Q5,15,0.22058823529411764
2014,Method2_PostMean,Helsinki,Q1,17,0.2073170731707317
2014,Method2_PostMean,Helsinki,Q2,18,0.21951219512195122
2014,Method2_PostMean,Helsinki,Q3,17,0.2073170731707317
2014,Method2_PostMean,Helsinki,Q4,17,0.2073170731707317
2014,Method2_PostMean,Helsinki,Q5,13,0.15853658536585366
2014,Method2_PostMean,Oslo,Q1,23,0.2987012987012987
2014,Method2_PostMean,Oslo,Q2,16,0.2077922077922078
2014,Method2_PostMean,Oslo,Q3,13,0.16883116883116883
2014,Method2_PostMean,Oslo,Q4,10,0.12987012987012986
2014,Method2_PostMean,Oslo,Q5,15,0.19480519480519481
2014,Method2_PostMean,Stockholm,Q1,19,0.1484375
2014,Method2_PostMean,Stockholm,Q2,22,0.171875
2014,Method2_PostMean,Stockholm,Q3,28,0.21875
2014,Method2_PostMean,Stockholm,Q4,31,0.2421875
2014,Method2_PostMean,Stockholm,Q5,28,0.21875
2014,Method3_ProbQ5,Copenhagen,Q1,11,0.16176470588235295
2014,Method3_ProbQ5,Copenhagen,Q2,17,0.25
2014,Method3_ProbQ5,Copenhagen,Q3,14,0.20588235294117646
2014,Method3_ProbQ5,Copenhagen,Q4,12,0.17647058823529413
2014,Method3_ProbQ5,Copenhagen,Q5,14,0.20588235294117646
2014,Method3_ProbQ5,Helsinki,Q1,19,0.23170731707317074
2014,Method3_ProbQ5,Helsinki,Q2,16,0.1951219512195122
2014,Method3_ProbQ5,Helsinki,Q3,14,0.17073170731707318
2014,Method3_ProbQ5,Helsinki,Q4,20,0.24390243902439024
2014,Method3_ProbQ5,Helsinki,Q5,13,0.15853658536585366
2014,Method3_ProbQ5,Oslo,Q1,21,0.2727272727272727
2014,Method3_ProbQ5,Oslo,Q2,18,0.23376623376623376
2014,Method3_ProbQ5,Oslo,Q3,13,0.16883116883116883
2014,Method3_ProbQ5,Oslo,Q4,9,0.11688311688311688
2014,Method3_ProbQ5,Oslo,Q5,16,0.2077922077922078
2014,Method3_ProbQ5,Stockholm,Q1,22,0.171875
2014,Method3_ProbQ5,Stockholm,Q2,19,0.1484375
2014,Method3_ProbQ5,Stockholm,Q3,28,0.21875
2014,Method3_ProbQ5,Stockholm,Q4,31,0.2421875
2014,Method3_ProbQ5,Stockholm,Q5,28,0.21875
2015,Method1_Raw,Copenhagen,Q1,16,0.22857142857142856
2015,Method1_Raw,Copenhagen,Q2,14,0.2
2015,Method1_Raw,Copenhagen,Q3,12,0.17142857142857143
2015,Method1_Raw,Copenhagen,Q4,14,0.2
2015,Method1_Raw,Copenhagen,Q5,14,0.2
2015,Method1_Raw,Helsinki,Q1,18,0.21428571428571427
2015,Method1_Raw,Helsinki,Q2,22,0.2619047619047619
2015,Method1_Raw,Helsinki,Q3,13,0.15476190476190477
2015,Method1_Raw,Helsinki,Q4,11,0.13095238095238096
2015,Method1_Raw,Helsinki,Q5,20,0.23809523809523808
2015,Method1_Raw,Oslo,Q1,23,0.2875
2015,Method1_Raw,Oslo,Q2,16,0.2
2015,Method1_Raw,Oslo,Q3,13,0.1625
2015,Method1_Raw,Oslo,Q4,12,0.15
2015,Method1_Raw,Oslo,Q5,16,0.2
2015,Method1_Raw,Stockholm,Q1,19,0.14285714285714285
2015,Method1_Raw,Stockholm,Q2,19,0.14285714285714285
2015,Method1_Raw,Stockholm,Q3,35,0.2631578947368421
2015,Method1_Raw,Stockholm,Q4,37,0.2781954887218045
2015,Method1_Raw,Stockholm,Q5,23,0.17293233082706766
2015,Method2_PostMean,Copenhagen,Q1,14,0.2
2015,Method2_PostMean,Copenhagen,Q2,17,0.24285714285714285
2015,Method2_PostMean,Copenhagen,Q3,11,0.15714285714285714
2015,Method2_PostMean,Copenhagen,Q4,18,0.2571428571428571
2015,Method2_PostMean,Copenhagen,Q5,10,0.14285714285714285
2015,Method2_PostMean,Helsinki,Q1,19,0.2261904761904762
2015,Method2_PostMean,Helsinki,Q2,21,0.25
2015,Method2_PostMean,Helsinki,Q3,14,0.16666666666666666
2015,Method2_PostMean,Helsinki,Q4,9,0.10714285714285714
2015,Method2_PostMean,Helsinki,Q5,21,0.25
2015,Method2_PostMean,Oslo,Q1,23,0.2875
2015,Method2_PostMean,Oslo,Q2,15,0.1875
2015,Method2_PostMean,Oslo,Q3,15,0.1875
2015,Method2_PostMean,Oslo,Q4,10,0.125
2015,Method2_PostMean,Oslo,Q5,17,0.2125
2015,Method2_PostMean,Stockholm,Q1,20,0.15037593984962405
2015,Method2_PostMean,Stockholm,Q2,20,0.15037593984962405
2015,Method2_PostMean,Stockholm,Q3,31,0.23308270676691728
2015,Method2_PostMean,Stockholm,Q4,37,0.2781954887218045
2015,Method2_PostMean,Stockholm,Q5,25,0.18796992481203006
2015,Method3_ProbQ5,Copenhagen,Q1,16,0.22857142857142856
2015,Method3_ProbQ5,Copenhagen,Q2,10,0.14285714285714285
2015,Method3_ProbQ5,Copenhagen,Q3,19,0.2714285714285714
2015,Method3_ProbQ5,Copenhagen,Q4,13,0.18571428571428572
2015,Method3_ProbQ5,Copenhagen,Q5,12,0.17142857142857143
2015,Method3_ProbQ5,Helsinki,Q1,19,0.2261904761904762
2015,Method3_ProbQ5,Helsinki,Q2,16,0.19047619047619047
2015,Method3_ProbQ5,Helsinki,Q3,19,0.2261904761904762
2015,Method3_ProbQ5,Helsinki,Q4,9,0.10714285714285714
2015,Method3_ProbQ5,Helsinki,Q5,21,0.25
2015,Method3_ProbQ5,Oslo,Q1,18,0.225
2015,Method3_ProbQ5,Oslo,Q2,21,0.2625
2015,Method3_ProbQ5,Oslo,Q3,13,0.1625
2015,Method3_ProbQ5,Oslo,Q4,11,0.1375
2015,Method3_ProbQ5,Oslo,Q5,17,0.2125
2015,Method3_ProbQ5,Stockholm,Q1,23,0.17293233082706766
2015,Method3_ProbQ5,Stockholm,Q2,25,0.18796992481203006
2015,Method3_ProbQ5,Stockholm,Q3,22,0.16541353383458646
2015,Method3_ProbQ5,Stockholm,Q4,40,0.3007518796992481
2015,Method3_ProbQ5,Stockholm,Q5,23,0.17293233082706766
2016,Method1_Raw,Copenhagen,Q1,15,0.21428571428571427
2016,Method1_Raw,Copenhagen,Q2,14,0.2
2016,Method1_Raw,Copenhagen,Q3,13,0.18571428571428572
2016,Method1_Raw,Copenhagen,Q4,13,0.18571428571428572
2016,Method1_Raw,Copenhagen,Q5,15,0.21428571428571427
2016,Method1_Raw,Helsinki,Q1,18,0.21176470588235294
2016,Method1_Raw,Helsinki,Q2,23,0.27058823529411763
2016,Method1_Raw,Helsinki,Q3,13,0.15294117647058825
2016,Method1_Raw,Helsinki,Q4,14,0.16470588235294117
2016,Method1_Raw,Helsinki,Q5,17,0.2
2016,Method1_Raw,Oslo,Q1,26,0.3058823529411765
2016,Method1_Raw,Oslo,Q2,17,0.2
2016,Method1_Raw,Oslo,Q3,20,0.23529411764705882
2016,Method1_Raw,Oslo,Q4,8,0.09411764705882353
2016,Method1_Raw,Oslo,Q5,14,0.16470588235294117
2016,Method1_Raw,Stockholm,Q1,21,0.14285714285714285
2016,Method1_Raw,Stockholm,Q2,21,0.14285714285714285
2016,Method1_Raw,Stockholm,Q3,32,0.21768707482993196
2016,Method1_Raw,Stockholm,Q4,41,0.2789115646258503
2016,Method1_Raw,Stockholm,Q5,32,0.21768707482993196
2016,Method2_PostMean,Copenhagen,Q1,11,0.15714285714285714
2016,Method2_PostMean,Copenhagen,Q2,18,0.2571428571428571
2016,Method2_PostMean,Copenhagen,Q3,15,0.21428571428571427
2016,Method2_PostMean,Copenhagen,Q4,13,0.18571428571428572
2016,Method2_PostMean,Copenhagen,Q5,13,0.18571428571428572
2016,Method2_PostMean,Helsinki,Q1,20,0.23529411764705882
2016,Method2_PostMean,Helsinki,Q2,21,0.24705882352941178
2016,Method2_PostMean,Helsinki,Q3,11,0.12941176470588237
2016,Method2_PostMean,Helsinki,Q4,16,0.18823529411764706
2016,Method2_PostMean,Helsinki,Q5,17,0.2
2016,Method2_PostMean,Oslo,Q1,26,0.3058823529411765
2016,Method2_PostMean,Oslo,Q2,18,0.21176470588235294
2016,Method2_PostMean,Oslo,Q3,17,0.2
2016,Method2_PostMean,Oslo,Q4,11,0.12941176470588237
2016,Method2_PostMean,Oslo,Q5,13,0.15294117647058825
2016,Method2_PostMean,Stockholm,Q1,23,0.1564625850340136
2016,Method2_PostMean,Stockholm,Q2,19,0.1292517006802721
2016,Method2_PostMean,Stockholm,Q3,33,0.22448979591836735
2016,Method2_PostMean,Stockholm,Q4,37,0.25170068027210885
2016,Method2_PostMean,Stockholm,Q5,35,0.23809523809523808
2016,Method3_ProbQ5,Copenhagen,Q1,16,0.22857142857142856
2016,Method3_ProbQ5,Copenhagen,Q2,12,0.17142857142857143
2016,Method3_ProbQ5,Copenhagen,Q3,13,0.18571428571428572
2016,Method3_ProbQ5,Copenhagen,Q4,16,0.22857142857142856
2016,Method3_ProbQ5,Copenhagen,Q5,13,0.18571428571428572
2016,Method3_ProbQ5,Helsinki,Q1,21,0.24705882352941178
2016,Method3_ProbQ5,Helsinki,Q2,15,0.17647058823529413
2016,Method3_ProbQ5,Helsinki,Q3,15,0.17647058823529413
2016,Method3_ProbQ5,Helsinki,Q4,17,0.2
2016,Method3_ProbQ5,Helsinki,Q5,17,0.2
2016,Method3_ProbQ5,Oslo,Q1,22,0.25882352941176473
2016,Method3_ProbQ5,Oslo,Q2,18,0.21176470588235294
2016,Method3_ProbQ5,Oslo,Q3,21,0.24705882352941178
2016,Method3_ProbQ5,Oslo,Q4,11,0.12941176470588237
2016,Method3_ProbQ5,Oslo,Q5,13,0.15294117647058825
2016,Method3_ProbQ5,Stockholm,Q1,18,0.12244897959183673
2016,Method3_ProbQ5,Stockholm,Q2,32,0.21768707482993196
2016,Method3_ProbQ5,Stockholm,Q3,29,0.19727891156462585
2016,Method3_ProbQ5,Stockholm,Q4,33,0.22448979591836735
2016,Method3_ProbQ5,Stockholm,Q5,35,0.23809523809523808
2017,Method1_Raw,Copenhagen,Q1,14,0.18666666666666668
2017,Method1_Raw,Copenhagen,Q2,15,0.2
2017,Method1_Raw,Copenhagen,Q3,15,0.2
2017,Method1_Raw,Copenhagen,Q4,11,0.14666666666666667
2017,Method1_Raw,Copenhagen,Q5,20,0.26666666666666666
2017,Method1_Raw,Helsinki,Q1,16,0.1839080459770115
2017,Method1_Raw,Helsinki,Q2,25,0.28735632183908044
2017,Method1_Raw,Helsinki,Q3,13,0.14942528735632185
2017,Method1_Raw,Helsinki,Q4,17,0.19540229885057472
2017,Method1_Raw,Helsinki,Q5,16,0.1839080459770115
