Method,FormationYear,HoldDate,Quintile,ew_ret,n_firms
M3,2016,2017-04-01,Q5-Q1,0.02231590856467833,164
M3,2016,2017-05-01,Q5-Q1,0.011461496463684202,164
M3,2016,2017-06-01,Q5-Q1,-0.041612488778704854,164
M3,2017,2017-07-01,Q5-Q1,-0.0034511650265782704,168
M3,2017,2017-08-01,Q5-Q1,-0.010705219379122407,168
M3,2017,2017-09-01,Q5-Q1,-0.0034264060839736474,168
M3,2017,2017-10-01,Q5-Q1,0.011957587061959382,168
M3,2017,2017-11-01,Q5-Q1,-0.007375796688321293,168
M3,2017,2017-12-01,Q5-Q1,0.009257008711765331,168
M3,2017,2018-01-01,Q5-Q1,0.014830003022184974,168
M3,2017,2018-02-01,Q5-Q1,-0.006346342181294283,168
M3,2017,2018-03-01,Q5-Q1,0.004273692461827034,168
M3,2017,2018-04-01,Q5-Q1,0.003904933330785912,168
M3,2017,2018-05-01,Q5-Q1,0.003941835132253742,168
M3,2017,2018-06-01,Q5-Q1,0.01813520370349207,168
M3,2018,2018-07-01,Q5-Q1,0.03499129700894577,181
M3,2018,2018-08-01,Q5-Q1,0.018155176381219103,181
M3,2018,2018-09-01,Q5-Q1,0.004037741487180762,181
M3,2018,2018-10-01,Q5-Q1,-0.021910804188667712,181
M3,2018,2018-11-01,Q5-Q1,0.01573252115931577,181
M3,2018,2018-12-01,Q5-Q1,0.03232053342565708,181
M3,2018,2019-01-01,Q5-Q1,-0.01880189812492282,181
M3,2018,2019-02-01,Q5-Q1,0.01782009475637331,181
M3,2018,2019-03-01,Q5-Q1,0.025518257317627562,181
M3,2018,2019-04-01,Q5-Q1,0.014902063869558863,181
M3,2018,2019-05-01,Q5-Q1,0.011355048973761508,181
M3,2018,2019-06-01,Q5-Q1,0.005493476169413043,181
M3,2019,2019-07-01,Q5-Q1,-0.02476632538899495,187
M3,2019,2019-08-01,Q5-Q1,-0.017527259229989434,187
M3,2019,2019-09-01,Q5-Q1,-0.042190198593841516,187
M3,2019,2019-10-01,Q5-Q1,0.03396582411926472,187
M3,2019,2019-11-01,Q5-Q1,-0.012200886624390561,187
M3,2019,2019-12-01,Q5-Q1,0.0069798152390299,187
M3,2019,2020-01-01,Q5-Q1,-0.017779297206949103,187
M3,2019,2020-02-01,Q5-Q1,0.01793592721256329,187
M3,2019,2020-03-01,Q5-Q1,0.018154156764204704,187
M3,2019,2020-04-01,Q5-Q1,-0.0805135391168921,187
M3,2019,2020-05-01,Q5-Q1,0.03577846764001517,187
M3,2019,2020-06-01,Q5-Q1,-0.017745302169775448,187
M3,2020,2020-07-01,Q5-Q1,-0.02202176615449372,197
M3,2020,2020-08-01,Q5-Q1,0.027240637344934773,197
M3,2020,2020-09-01,Q5-Q1,-0.011388657134772332,197
M3,2020,2020-10-01,Q5-Q1,-0.030676868839286314,197
M3,2020,2020-11-01,Q5-Q1,-0.000467595087708772,197
M3,2020,2020-12-01,Q5-Q1,-0.05565295134207984,197
M3,2020,2021-01-01,Q5-Q1,0.0007878028312854769,197
M3,2020,2021-02-01,Q5-Q1,-0.02481217729880393,197
M3,2020,2021-03-01,Q5-Q1,0.014620654534978801,197
M3,2020,2021-04-01,Q5-Q1,0.02820566525258341,197
M3,2020,2021-05-01,Q5-Q1,0.027397774049692507,197
M3,2020,2021-06-01,Q5-Q1,-0.007444049702807213,197
M3,2021,2021-07-01,Q5-Q1,0.001057587730050269,208
M3,2021,2021-08-01,Q5-Q1,0.036461424364299,208
M3,2021,2021-09-01,Q5-Q1,-0.020291368425185627,208
M3,2021,2021-10-01,Q5-Q1,0.006085499696429464,208
M3,2021,2021-11-01,Q5-Q1,0.002808499473279706,208
M3,2021,2021-12-01,Q5-Q1,0.010279608348263383,208
M3,2021,2022-01-01,Q5-Q1,-0.06562913088986627,208
M3,2021,2022-02-01,Q5-Q1,-0.011037070088990374,208
M3,2021,2022-03-01,Q5-Q1,-0.0018669932528209074,208
M3,2021,2022-04-01,Q5-Q1,0.02543002354893954,208
M3,2021,2022-05-01,Q5-Q1,-0.03351408263887686,208
M3,2021,2022-06-01,Q5-Q1,0.027987933543578022,208
M3,2022,2022-07-01,Q5-Q1,0.010853741252950785,222
M3,2022,2022-08-01,Q5-Q1,-0.026666890544727283,222
M3,2022,2022-09-01,Q5-Q1,0.014441276551395474,222
M3,2022,2022-10-01,Q5-Q1,0.005621628612807711,222
M3,2022,2022-11-01,Q5-Q1,0.031132104635582726,222
M3,2022,2022-12-01,Q5-Q1,-0.00875777703839774,222
M3,2022,2023-01-01,Q5-Q1,-0.01580014993777045,222
M3,2022,2023-02-01,Q5-Q1,0.029113297687689627,222
M3,2022,2023-03-01,Q5-Q1,0.04766476024850609,222
M3,2022,2023-04-01,Q5-Q1,0.0038042147716382257,222
M3,2022,2023-05-01,Q5-Q1,-0.0039272645611129545,222
M3,2022,2023-06-01,Q5-Q1,0.005321232053078613,222
M3,2023,2023-07-01,Q5-Q1,-0.04316102134155854,231
M3,2023,2023-08-01,Q5-Q1,-0.0045292840892681915,231
M3,2023,2023-09-01,Q5-Q1,0.0038149140886739354,231
M3,2023,2023-10-01,Q5-Q1,0.022616467387299707,231
M3,2023,2023-11-01,Q5-Q1,-0.02423684051772848,231
M3,2023,2023-12-01,Q5-Q1,-0.015938820496302908,231
M3,2023,2024-01-01,Q5-Q1,0.009090668337150318,231
M3,2023,2024-02-01,Q5-Q1,0.05054642064444511,231
M3,2023,2024-03-01,Q5-Q1,-0.02978877264059686,231
M3,2023,2024-04-01,Q5-Q1,0.0031051055328998726,231
M3,2023,2024-05-01,Q5-Q1,-0.0075104766406382945,231
M3,2023,2024-06-01,Q5-Q1,-0.014110902112129554,231
M3,2024,2024-07-01,Q5-Q1,-0.022552864060243025,240
M3,2024,2024-08-01,Q5-Q1,0.013100181091102604,240
M3,2024,2024-09-01,Q5-Q1,-0.01777769082659529,240
M3,2024,2024-10-01,Q5-Q1,0.023372113956232194,240
M3,2024,2024-11-01,Q5-Q1,0.01603403503503291,240
M3,2024,2024-12-01,Q5-Q1,-0.0030350139108071463,240
