PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
LongShort,CAPM,-0.01245796450240623,-0.030849325131380223,-0.017787856181380027,-0.012331682345989395,0.7873008557052128,0.46162087988446543,0.7147529238474677,0.7921311965753466,-0.27033846241906045,-0.7382273374865747,-0.3662264495086507,-0.26405165954548754,-0.018391360628974007,-0.005329891678973775,0.00012628215641678712,0.7681437684697283,0.9366594032584805,0.99846759186068,-0.2950921208052924,-0.07954118184318502,0.0019223178946189963
LongShort,FF3,0.01152830003925312,-0.00595920996212701,0.00696818153738424,0.01145586205445397,0.7569291091471018,0.834997958775304,0.8551004503090365,0.7660051292726124,0.3101356144146131,-0.20869288532357805,0.18295927851139826,0.2981962874070222,-0.017487510001392974,-0.004560118501878702,-7.243798480981699e-05,0.7086938288163518,0.9315555077271371,0.9989174837323791,-0.37399963673162717,-0.08596690845346976,-0.0013579718181508174
LongShort,FF3+MOM,-0.021781757789036172,-0.03736244223453357,-0.0256357312588346,-0.02155462873924932,0.5499951013133768,0.2938275949528686,0.47570094966883025,0.5621303725790425,-0.599262092587981,-1.0538339733525122,-0.7152170750063367,-0.581106661281407,-0.015580684445498878,-0.0038539734697986263,0.00022712904978630633,0.7668621431296572,0.941558358017641,0.9966183152296151,-0.29677846737586044,-0.07337912812371589,0.004242223392136115
LongShort,FF5,-0.05004940868750379,-0.06528863472289723,-0.053397190351247834,-0.05097862266998473,0.24386243540185304,0.06212649083176136,0.2422668643178545,0.24804605393001689,-1.170498662758791,-1.8809945706624938,-1.1744888376737,-1.1601235985350227,-0.015239226035394396,-0.0033477816637449143,-0.0009292139824818961,0.7777608762611179,0.9565716638809902,0.9877102188186409,-0.28252051270943157,-0.05450684608600776,-0.015417838136636951
LongShort,FF5+MOM,-0.0576079634064076,-0.07072081778079849,-0.06102635437789773,-0.057920861639790724,0.13604857241178525,0.05004010987186813,0.12092932494315067,0.14381423924562986,-1.4996843006928307,-1.9774746061004826,-1.5608011886064903,-1.470338705375612,-0.013112854374394127,-0.0034183909714931415,-0.00031289823338626776,0.8038034389587065,0.950480305697349,0.9954839052014877,-0.2486739721966301,-0.062161814085465575,-0.005665398257789632
Q5,CAPM,0.0107439543652464,0.006437895528001034,0.006043657101374573,0.011147664990913879,0.6907124275278012,0.8018060712664581,0.8159587341507859,0.690521362676737,0.39871856245954185,0.25149084034287394,0.2331876557353604,0.3989784552742456,-0.004306058837245357,-0.004700297263871839,0.00040371062566744466,0.9079495176033259,0.9001295290919298,0.9917193064599008,-0.11573071112307556,-0.1256124110182634,0.010387834960202602
Q5,FF3,0.024052775255088244,0.019439059215276066,0.018561465868362128,0.02446352728354644,0.26255672699769095,0.3299956098263479,0.36401086072041156,0.28330548798914146,1.1249986205357567,0.9775993886244106,0.9107802804304991,1.0771518749797568,-0.0046137160398529295,-0.005491309386766452,0.00041075202841734905,0.8752020511721732,0.8532907270812498,0.9895587392363612,-0.15720120944096527,-0.18509593157380613,0.013098501004083192
Q5,FF3+MOM,0.015219653435388832,0.014702251956092007,0.013775228399311149,0.015349066684847226,0.4415574241228508,0.4466608801115868,0.4752855481731051,0.4539955587092779,0.7718245343667743,0.7632085889345683,0.7158917845808223,0.7509242995157757,-0.0005174014792967738,-0.0014444250360774562,0.00012941324945781355,0.9853954669573488,0.9591150759274378,0.9964538944655523,-0.018321927825721576,-0.05131136165702458,0.004448485705067786
Q5,FF5,0.010550887894024853,0.005573820173021608,0.005388604993223292,0.010943541194021633,0.6244524889615028,0.7781707552775217,0.7907775378162545,0.6308768512032077,0.4906756549022272,0.28226741062066374,0.2658275769327076,0.48159017983821306,-0.0049770677210047385,-0.005162282900802876,0.00039265329999539785,0.8644084970558423,0.8612051946859451,0.9899646753694062,-0.1709278792004655,-0.17500713132955784,0.012589399131433627
Q5,FF5+MOM,0.006945661429672371,0.0055467414080620486,0.005310748577423866,0.007183635321464867,0.7276230090494367,0.7651272281870041,0.7783340495653039,0.7298398168409266,0.34901881816230207,0.2993625823714024,0.2820581938283839,0.34606073704124146,-0.0013989200216133746,-0.0016349128522513085,0.00023797389178947638,0.9594891250411393,0.9529771998480883,0.9934765746395742,-0.05084221407127064,-0.059023722639422335,0.008183623227221068
