PortfolioStrategy,FactorModel,Method,MethodLabel,alpha_annualized,alpha_monthly
LongShort,CAPM,Method1_ObservedQuality,Observed Quality,-0.01245796450240623,-0.0010381637085338524
LongShort,CAPM,Method2_LatentQuality,Latent Quality,-0.030849325131380227,-0.0025707770942816855
LongShort,CAPM,Method3_ConservativeQuality,Conservative Quality,-0.017787856181380027,-0.0014823213484483357
LongShort,CAPM,Method4_ProbabilisticQuality,Probabilistic Quality,-0.012331682345989395,-0.0010276401954991163
LongShort,FF3,Method1_ObservedQuality,Observed Quality,0.01152830003925312,0.0009606916699377601
LongShort,FF3,Method2_LatentQuality,Latent Quality,-0.00595920996212701,-0.0004966008301772509
LongShort,FF3,Method3_ConservativeQuality,Conservative Quality,0.006968181537384243,0.0005806817947820202
LongShort,FF3,Method4_ProbabilisticQuality,Probabilistic Quality,0.01145586205445397,0.0009546551712044974
LongShort,FF3+MOM,Method1_ObservedQuality,Observed Quality,-0.02178175778903616,-0.0018151464824196803
LongShort,FF3+MOM,Method2_LatentQuality,Latent Quality,-0.03736244223453357,-0.003113536852877797
LongShort,FF3+MOM,Method3_ConservativeQuality,Conservative Quality,-0.02563573125883461,-0.0021363109382362172
LongShort,FF3+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,-0.021554628739249328,-0.0017962190616041106
LongShort,FF5,Method1_ObservedQuality,Observed Quality,-0.05004940868750378,-0.004170784057291981
LongShort,FF5,Method2_LatentQuality,Latent Quality,-0.06528863472289723,-0.005440719560241436
LongShort,FF5,Method3_ConservativeQuality,Conservative Quality,-0.053397190351247834,-0.004449765862603986
LongShort,FF5,Method4_ProbabilisticQuality,Probabilistic Quality,-0.05097862266998473,-0.004248218555832061
LongShort,FF5+MOM,Method1_ObservedQuality,Observed Quality,-0.0576079634064076,-0.004800663617200634
LongShort,FF5+MOM,Method2_LatentQuality,Latent Quality,-0.0707208177807985,-0.005893401481733208
LongShort,FF5+MOM,Method3_ConservativeQuality,Conservative Quality,-0.06102635437789773,-0.005085529531491478
LongShort,FF5+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,-0.057920861639790724,-0.00482673846998256
Q5,CAPM,Method1_ObservedQuality,Observed Quality,0.010743954365246404,0.0008953295304372004
Q5,CAPM,Method2_LatentQuality,Latent Quality,0.006437895528001029,0.0005364912940000857
Q5,CAPM,Method3_ConservativeQuality,Conservative Quality,0.006043657101374575,0.0005036380917812146
Q5,CAPM,Method4_ProbabilisticQuality,Probabilistic Quality,0.011147664990913873,0.0009289720825761561
Q5,FF3,Method1_ObservedQuality,Observed Quality,0.024052775255088244,0.0020043979379240203
Q5,FF3,Method2_LatentQuality,Latent Quality,0.019439059215276076,0.0016199216012730065
Q5,FF3,Method3_ConservativeQuality,Conservative Quality,0.018561465868362128,0.0015467888223635107
Q5,FF3,Method4_ProbabilisticQuality,Probabilistic Quality,0.024463527283546435,0.0020386272736288694
Q5,FF3+MOM,Method1_ObservedQuality,Observed Quality,0.015219653435388832,0.0012683044529490694
Q5,FF3+MOM,Method2_LatentQuality,Latent Quality,0.01470225195609202,0.0012251876630076683
Q5,FF3+MOM,Method3_ConservativeQuality,Conservative Quality,0.013775228399311138,0.0011479356999425949
Q5,FF3+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,0.015349066684847226,0.0012790888904039355
Q5,FF5,Method1_ObservedQuality,Observed Quality,0.010550887894024853,0.0008792406578354044
Q5,FF5,Method2_LatentQuality,Latent Quality,0.005573820173021608,0.00046448501441846734
Q5,FF5,Method3_ConservativeQuality,Conservative Quality,0.005388604993223292,0.000449050416101941
Q5,FF5,Method4_ProbabilisticQuality,Probabilistic Quality,0.010943541194021633,0.0009119617661684694
Q5,FF5+MOM,Method1_ObservedQuality,Observed Quality,0.006945661429672372,0.0005788051191393643
Q5,FF5+MOM,Method2_LatentQuality,Latent Quality,0.005546741408062055,0.00046222845067183787
Q5,FF5+MOM,Method3_ConservativeQuality,Conservative Quality,0.005310748577423856,0.000442562381451988
Q5,FF5+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,0.007183635321464861,0.0005986362767887384
