FormationYear,Method,PortfolioNum,Portfolio,MethodLabel,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2014,Method1_ObservedQuality,1,Q1,Observed Quality,29,1111286.1099999999,-0.0965863376339523,-0.04353959414282406,-0.11400362536415677,0.0029079185469480613,0.7902928772065294,0.07121335985877839
2014,Method1_ObservedQuality,2,Q2,Observed Quality,28,533354.61,0.09659663214505752,0.11089775577573545,0.07819820549817812,0.015057496745885551,0.2912619128600305,0.07143790877881565
2014,Method1_ObservedQuality,3,Q3,Observed Quality,28,479407.79,0.17193189133586947,0.17297551904256486,0.1550829711679591,0.04827833335284559,0.081773995859393,0.0667929179091889
2014,Method1_ObservedQuality,4,Q4,Observed Quality,28,1171043.48,0.26124826051358374,0.24218400622734312,0.2398264141864426,0.27468025646111116,0.022087810134286713,0.08199727130272984
2014,Method1_ObservedQuality,5,Q5,Observed Quality,28,2822834.74,0.44872822352755326,0.3822472027460087,0.42533963788159923,0.8295040292591878,0.0033711630446569235,0.08733838434862297
2014,Method2_LatentQuality,1,Q1,Latent Quality,29,1126163.4,-0.09253896233454167,-0.04615716405431581,-0.10592255476748753,0.0007936489777592268,0.7750059419090484,0.05781894522106045
2014,Method2_LatentQuality,2,Q2,Latent Quality,28,535947.67,0.09346549975418054,0.11338769167591188,0.0727502581890798,0.014338402879258335,0.2943283080577393,0.07980076827053914
2014,Method2_LatentQuality,3,Q3,Latent Quality,28,482470.78,0.17332657028933493,0.17285543932994715,0.15176570679604134,0.0687796167204319,0.09910277409806077,0.08183342520403876
2014,Method2_LatentQuality,4,Q4,Latent Quality,28,1076031.73,0.26122017719940943,0.24014888847101162,0.23989979223944838,0.2648716468000364,0.019219846634490327,0.08023524747654075
2014,Method2_LatentQuality,5,Q5,Latent Quality,28,2897313.15,0.44630083586189245,0.3846235188659694,0.4256617912487735,0.8217202286159634,0.0016768503804677518,0.07956982797730372
2014,Method3_ConservativeQuality,1,Q1,Conservative Quality,29,1152901.89,-0.09582586660126045,-0.04018878100914074,-0.11569186969037787,0.004847333608703396,0.7847033455986128,0.07816293175964258
2014,Method3_ConservativeQuality,2,Q2,Conservative Quality,28,442774.11,0.09711562678500332,0.10917103910246169,0.07940124839990012,0.018181585492580483,0.3050614902804508,0.06922248065849458
2014,Method3_ConservativeQuality,3,Q3,Conservative Quality,28,549105.0,0.172992712495672,0.17142860789330291,0.15504370748378896,0.06368344623861168,0.07948792580943376,0.0703648874630153
2014,Method3_ConservativeQuality,4,Q4,Conservative Quality,28,1096791.65,0.2594351324745956,0.24001237483679602,0.23919339339599283,0.25671501613563963,0.01771821192466811,0.07835594871427302
2014,Method3_ConservativeQuality,5,Q5,Conservative Quality,28,2876354.08,0.4481739050543623,0.38422197692777665,0.4265574182209404,0.8269313880668089,0.0020164116205851445,0.08242539460625084
2014,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,28,1108700.78,-0.10219540291745773,-0.04811719967182014,-0.11947752955321987,0.002806934811831024,0.8006604799639054,0.07090201929996143
2014,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,28,2822834.74,0.44872822352755326,0.3822472027460087,0.42533963788159923,0.8295040292591878,0.0033711630446569235,0.08733838434862297
2015,Method1_ObservedQuality,1,Q1,Observed Quality,32,1240088.07,-0.06652648887135583,-0.006048509729408392,-0.09016269175082284,0.0028385090888827097,0.7840251044922133,0.07680023832238356
2015,Method1_ObservedQuality,2,Q2,Observed Quality,32,621762.9,0.11112372395688386,0.1272173178330594,0.09441606084841253,0.006384957449018791,0.2097881856163611,0.05643672090818273
2015,Method1_ObservedQuality,3,Q3,Observed Quality,31,500995.19,0.19038895898633618,0.19232019363374922,0.17166193911371244,0.037548066466511064,0.060474689590545465,0.06259979210032067
2015,Method1_ObservedQuality,4,Q4,Observed Quality,32,2684541.2600000002,0.28943776634171636,0.272869485139505,0.2706771716440462,0.22677889437839344,0.010336771787288047,0.06273372901901808
2015,Method1_ObservedQuality,5,Q5,Observed Quality,32,2310052.64,0.48572295946400407,0.4135957244861231,0.4595801049878568,0.790833714532706,0.003267167793115956,0.08582508232032876
2015,Method2_LatentQuality,1,Q1,Latent Quality,32,1269158.35,-0.05673856021764113,-0.011551713648922952,-0.07191521563452229,0.0003844816079505151,0.7255250358814596,0.05300884425053427
2015,Method2_LatentQuality,2,Q2,Latent Quality,32,577950.78,0.10500511571520357,0.13222428591420074,0.082550025385982,0.007611359934512263,0.24758741110414964,0.07134462458069135
2015,Method2_LatentQuality,3,Q3,Latent Quality,31,486996.2,0.18730160999849835,0.19253145983988773,0.16374997524401796,0.04984592089022368,0.08530632451843777,0.07646100472329716
2015,Method2_LatentQuality,4,Q4,Latent Quality,32,2475008.24,0.30269417430584483,0.2662395521675364,0.27823667251149464,0.24913921879666104,0.009561635917659307,0.08174952327614002
2015,Method2_LatentQuality,5,Q5,Latent Quality,32,2548326.49,0.4717881004198091,0.4205172291592682,0.4533038784653048,0.7577874686369056,0.000687500449314237,0.062264728734039015
2015,Method3_ConservativeQuality,1,Q1,Conservative Quality,32,1137813.8800000001,-0.0643677423799225,0.0004893216161221799,-0.09170861023523151,0.004654746266466807,0.7710026655215803,0.08582725858681632
2015,Method3_ConservativeQuality,2,Q2,Conservative Quality,32,684185.3200000001,0.11115374876145794,0.12309550540395449,0.09570716182819594,0.011037589469569403,0.22837489784491682,0.053421846127415656
2015,Method3_ConservativeQuality,3,Q3,Conservative Quality,31,512106.13,0.18882991876342944,0.18952526138332115,0.17060030624633565,0.041901152690405945,0.0581939463188116,0.06108486445696801
2015,Method3_ConservativeQuality,4,Q4,Conservative Quality,32,2533976.71,0.2904022197244058,0.2674307907081605,0.2689057270637573,0.22464413948810097,0.00932990605454505,0.07136338467372277
2015,Method3_ConservativeQuality,5,Q5,Conservative Quality,32,2489358.02,0.4840800550012482,0.4193259906186441,0.46263482391304217,0.7822825479454656,0.0009192303124284933,0.07265086733645627
2015,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,31,1215609.64,-0.07069607914856596,-0.009529739276656188,-0.09418885968187847,0.0027954126955077457,0.7930547074807994,0.07657026530379459
2015,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,31,2285134.2,0.49015389063671566,0.4192866932485626,0.4656199853545301,0.8001124671660785,0.002028758329790445,0.08033040146616165
2016,Method1_ObservedQuality,1,Q1,Observed Quality,34,1055711.03,-0.19619283161111523,-0.12708857647698318,-0.21969756488645237,0.04368343605407407,0.7197595113809946,0.07213846043611033
2016,Method1_ObservedQuality,2,Q2,Observed Quality,34,1193370.56,0.10436566311908703,0.11789197818959563,0.08437140704539217,0.08733756834210393,0.34871341168147696,0.06253010740025995
2016,Method1_ObservedQuality,3,Q3,Observed Quality,34,838125.72,0.17363724956990767,0.17135534147066284,0.15522621579827214,0.14152097795915805,0.18335251264505856,0.06354070797455273
2016,Method1_ObservedQuality,4,Q4,Observed Quality,34,1188335.06,0.26042657895718074,0.23977713309304668,0.23852551729547394,0.3409560833088032,0.10303317215696127,0.07013901845587675
2016,Method1_ObservedQuality,5,Q5,Observed Quality,34,4504676.0,0.4981612130059607,0.42902160673122725,0.47671300537839123,0.7884836658236039,0.027721469876351677,0.06810384869924485
2016,Method2_LatentQuality,1,Q1,Latent Quality,34,1094475.83,-0.19200673043544805,-0.13031571147977322,-0.2096442626000387,0.026166975173745825,0.7008754630595394,0.0574150029463552
2016,Method2_LatentQuality,2,Q2,Latent Quality,34,1154605.76,0.10017956194341988,0.1211191131923857,0.0743181047589785,0.10485402922243216,0.36759746000293214,0.07725356489001509
2016,Method2_LatentQuality,3,Q3,Latent Quality,34,907416.03,0.17577009780037114,0.17105391464799624,0.15537166946760048,0.15000943822928584,0.1876355728263008,0.07015083170359408
2016,Method2_LatentQuality,4,Q4,Latent Quality,34,1578371.95,0.26127056773237917,0.23747417345657174,0.23832767449321615,0.3387978711842672,0.10695290035340879,0.07079743035131932
