company_name,sector,period_end,revenue,gross_profit,ebit,ebitda,net_income_before_minority,net_income,shares_diluted,total_equity,cash,current_assets,current_liabilities,short_term_debt,long_term_debt,shares_outstanding,ocf,dividends_paid,da_cf_reconcile,wc_change_cf,capex
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2008-12-31,1482.94,540.85,209.25,295.41,102.67,69.58,181.38,4628.05,643.54,5050.26,2793.43,1498.32,5432.92,184.32,225.06,,,,
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2009-03-31,2483.08,769.48,219.85,337.29,107.87,84.87,184.32,4550.94,669.08,4859.41,2971.53,1707.6,4866.77,184.32,397.33,,,,
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2009-06-30,2900.88,1039.19,454.55,569.72,437.57,338.1,184.32,4688.49,727.45,5279.01,3031.82,1797.81,4609.6,184.32,306.47,,,,
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2009-09-30,2739.58,823.98,345.39,459.02,107.24,71.87,184.32,5274.59,1473.89,5605.4,2689.07,1406.19,4408.79,202.72,621.88,,,,
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2009-12-31,3201.07,1023.41,436.38,555.67,335.27,228.51,202.22,5515.8,1623.62,6150.95,2872.59,1369.59,4508.52,202.72,337.38,,,,
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2010-03-31,2745.54,878.0,308.85,431.0,445.83,294.39,202.72,5872.78,1745.04,6531.68,2789.71,1221.69,4449.11,202.72,360.63,0.0,122.15,162.95,69.68
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2010-06-30,3166.08,1078.06,529.29,650.22,304.44,216.74,202.72,6037.38,1527.13,6570.66,3323.11,1841.18,4023.73,202.72,134.77,392.33,120.93,-501.28,78.11
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2010-09-30,3329.38,1134.37,582.53,705.87,382.8,275.82,202.72,6054.21,1326.86,5906.71,2701.15,1107.13,3896.32,202.72,1024.27,0.99,133.72,479.84,143.48
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2010-12-31,3503.76,1337.39,621.87,753.74,633.01,434.59,202.72,6497.32,2810.55,8083.62,3029.56,1154.21,4894.52,202.72,481.67,,,,
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2011-03-31,2952.39,1133.71,486.26,611.54,382.68,229.02,202.72,6591.72,2493.08,8077.6,3555.8,1590.78,3994.86,202.72,235.55,0.0,125.28,-205.23,145.01
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2011-06-30,3647.68,1345.83,669.45,795.49,45.64,73.84,202.72,6310.3,2147.14,7539.4,3458.59,1780.99,4248.63,202.72,-24.58,525.99,121.12,-384.96,204.83
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2011-09-30,2951.47,925.97,275.0,400.01,23.08,18.75,202.72,6557.28,2328.78,7094.68,2853.84,1117.52,4313.71,202.72,645.03,9.43,130.21,150.52,177.05
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2011-12-31,2610.03,807.51,107.32,238.74,75.27,47.79,202.72,6685.75,2382.94,7259.12,3221.5,1426.58,4286.3,202.72,60.72,11.23,135.73,-68.49,211.94
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2012-03-31,2989.02,987.87,303.03,434.94,228.43,175.13,202.72,6741.66,2665.79,7761.38,3018.67,1266.51,4790.87,202.72,264.08,0.0,164.91,97.18,154.89
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2012-06-30,2881.24,826.38,159.65,298.58,16.91,0.89,202.72,6642.63,2005.55,6925.81,2745.33,1281.0,4673.94,202.72,97.75,358.29,134.96,172.94,244.19
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2012-09-30,2857.11,781.92,153.59,281.11,52.75,43.56,207.44,6594.16,2081.46,7831.1,2779.29,1308.74,4459.59,202.72,143.04,1.49,125.59,-173.42,134.7
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2012-12-31,2565.88,555.48,76.69,204.11,342.8,206.01,200.91,7074.11,2168.68,8433.23,3054.74,1541.11,4620.44,201.0,172.86,5.09,126.19,82.67,192.64
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2013-03-31,2754.66,975.68,358.51,485.47,411.51,411.51,462.37,6927.93,2203.81,8565.5,2899.56,1351.99,4315.63,202.72,442.62,4.16,125.26,51.61,167.91
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2013-06-30,2748.56,992.6,414.52,542.88,303.28,112.14,203.89,6965.61,1753.4,8435.82,3200.72,1565.07,4279.55,202.72,197.75,401.17,126.69,-258.98,199.48
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2013-09-30,3283.02,1156.64,470.87,605.05,-160.7,-196.92,203.01,6765.95,1866.59,8969.58,3434.12,1433.98,4962.34,202.72,505.21,3.61,132.53,-28.33,282.86
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2013-12-31,3756.48,1359.77,557.04,746.69,1012.56,525.5,199.27,7656.56,1443.31,10312.59,3514.67,1297.7,5259.33,201.0,141.95,17.58,284.22,-543.25,291.55
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2014-03-31,3641.99,1389.45,618.52,769.43,117.94,95.92,199.84,7669.43,1993.2,8096.4,3053.19,1050.8,4322.74,201.0,809.06,29.58,149.04,211.85,168.71
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2014-06-30,3606.15,1327.89,578.53,729.16,232.62,132.78,202.72,7578.42,1617.79,7626.06,3035.12,1219.58,4266.87,201.0,320.27,564.1,148.76,-110.91,231.42
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2014-09-30,3391.34,1097.73,280.73,439.58,33.65,48.3,202.72,7679.04,1992.46,8082.08,3051.88,1107.21,4855.11,201.0,44.36,0.0,158.17,-87.1,242.67
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2014-12-31,3690.74,1364.73,439.37,647.62,584.03,273.19,202.41,8321.0,2198.0,9250.0,3596.0,1363.0,4811.0,201.0,465.29,22.15,242.79,-253.59,1412.65
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2015-03-31,3545.83,1157.52,346.56,516.97,-26.31,-20.6,202.72,8535.25,2151.98,8677.4,3302.19,1255.14,4863.98,201.0,375.13,,168.26,73.68,189.34
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2015-06-30,4107.8,1506.63,603.09,777.73,231.04,183.65,202.72,8316.45,2218.19,8700.19,3498.89,1553.0,5224.79,201.0,231.57,684.06,172.61,-149.12,220.87
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2015-09-30,3791.29,1218.72,252.94,446.66,269.12,175.4,202.72,8606.08,2420.08,9277.95,3657.41,1449.36,5351.11,201.0,528.78,0.0,191.63,-114.08,231.12
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2015-12-31,3795.08,1235.13,291.42,502.65,809.15,383.55,195.83,9036.0,2470.0,10286.0,3945.0,1956.0,5322.0,201.0,31.58,,325.5,-456.48,486.09
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2016-03-31,4412.24,1630.21,694.03,885.74,692.65,368.53,202.72,9787.53,3752.66,11627.14,3912.69,1966.18,5015.18,201.0,725.9,0.0,189.75,236.38,157.99
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2016-06-30,4558.23,1712.63,788.07,984.92,504.16,218.33,200.3,8281.39,4978.81,12727.66,4121.13,1892.0,4973.23,201.0,1199.51,1694.65,195.33,25.95,273.2
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2016-09-30,4611.39,1623.17,495.24,709.22,361.86,165.97,202.41,8283.65,3434.22,11707.31,4741.58,1956.62,6228.34,201.82,567.69,0.0,212.74,80.64,299.88
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2016-12-31,5323.14,2570.99,1058.66,1301.12,2149.33,892.17,201.76,9248.0,3745.0,14699.0,5557.0,2139.0,7065.0,201.82,817.9,0.36,370.19,-690.97,1485.28
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2017-03-31,6074.95,2700.6,1329.68,1555.35,343.37,206.93,201.82,9493.13,4431.62,13855.6,4500.72,1138.26,7366.91,201.82,1642.12,3.58,224.46,493.99,264.39
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2017-06-30,5019.2,2388.09,1089.37,1322.12,1398.24,709.51,201.82,9688.07,4047.52,14407.1,3932.81,1165.45,8022.53,201.82,410.73,947.01,232.15,-404.22,469.72
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2017-09-30,4902.77,2235.09,821.32,1051.11,270.42,171.21,201.42,9722.21,4600.14,14064.44,3783.24,1038.46,7945.63,201.82,1160.26,,229.08,298.12,456.49
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2017-12-31,4800.08,2064.22,587.64,819.43,-181.03,-77.65,201.93,9787.0,5075.0,13743.0,5235.0,1852.0,7332.0,201.82,1418.47,,234.32,16.11,649.4
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2018-03-31,5753.15,2720.15,1216.73,1445.29,1871.79,922.45,201.85,10655.47,5750.37,15648.8,5334.3,1845.91,7577.34,201.82,966.44,,228.06,-201.96,863.52
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2018-06-30,6001.38,2810.16,1334.95,1569.64,1395.02,775.71,201.82,10865.3,4846.18,15568.31,4666.47,1731.83,7743.91,201.82,537.53,1081.32,234.18,-371.28,511.38
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2018-09-30,5317.21,2325.31,770.2,1008.05,607.9,303.21,201.82,11144.47,4461.67,15466.09,4915.61,1897.99,6971.73,201.82,705.12,0.0,237.33,-165.43,481.78
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2018-12-31,5558.26,2505.38,950.12,1216.02,356.29,297.64,201.82,11656.0,4393.0,15219.0,5010.0,1382.0,6965.0,201.82,1587.25,,410.44,-266.33,1010.49
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2019-03-31,5563.27,2445.86,836.86,1156.59,593.13,360.47,201.82,11983.8,4165.48,14984.4,4793.18,1784.39,8086.83,201.82,221.59,7.66,319.33,-319.57,437.82
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2019-06-30,6079.45,2400.28,874.09,1206.11,934.95,534.29,201.82,11770.34,3295.26,14326.95,4705.85,1775.66,8012.99,201.82,1022.5,1408.04,331.62,112.14,302.51
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2019-09-30,5768.37,2053.22,559.09,901.17,-132.69,-38.92,204.87,11901.19,4565.66,14688.05,5430.86,2313.06,7841.18,201.82,1272.26,1.69,341.69,446.99,250.88
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2019-12-31,5900.91,2509.64,650.96,996.13,801.61,399.16,201.75,12278.0,4251.0,14859.0,5378.0,2021.0,7555.0,201.82,1517.04,,344.36,-252.57,553.79
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2020-03-31,5856.45,2601.99,830.69,1200.4,-4.21,-36.61,203.41,12757.64,4258.52,14594.89,5301.63,2144.18,8033.45,201.82,340.99,4.79,366.58,-505.19,635.46
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2020-06-30,5306.06,2014.43,445.87,826.56,571.43,362.18,202.33,12321.32,4481.99,14634.26,5883.69,3027.73,7798.4,201.82,893.68,978.64,380.33,382.33,262.3
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2020-09-30,5538.2,1978.19,414.81,789.45,363.47,200.29,202.31,12463.24,4172.64,14143.36,5207.46,2393.19,7700.05,201.82,896.25,0.0,374.32,284.19,337.69
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2020-12-31,5734.29,1242.39,464.62,858.59,-107.69,-31.85,202.87,12109.0,4463.0,13998.0,5620.0,2578.0,7801.0,201.82,1120.5,,394.78,-266.32,293.77
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2021-03-31,5952.82,2511.15,706.06,1094.99,851.51,471.84,201.64,12522.78,4772.13,14672.65,5404.9,2169.99,8235.05,201.82,1059.29,0.0,388.64,120.44,220.02
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2021-06-30,6262.79,2685.53,866.9,1262.04,1158.53,606.03,202.01,12402.94,3694.04,14896.38,5616.83,1948.57,8321.21,201.82,1071.49,1308.71,394.87,68.32,344.69
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2021-09-30,7389.81,2614.48,748.2,1146.34,516.68,369.16,201.73,12775.34,5370.74,15895.32,5397.7,1616.26,9388.53,201.82,1486.11,10.05,405.3,521.99,354.3
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2021-12-31,6965.58,3071.84,909.84,1307.64,910.28,534.97,201.84,13372.0,5329.0,16471.0,5971.0,1857.0,9070.0,201.82,1457.87,,404.2,-369.75,418.99
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2022-03-31,6564.79,3118.01,1035.73,1477.83,1053.18,515.64,198.32,13953.72,4822.39,17381.54,6004.78,1798.35,9218.73,201.82,228.06,8.79,441.81,-1127.92,340.32
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2022-06-30,7851.9,3479.14,1138.83,1552.75,1752.24,962.59,201.82,14426.29,4349.1,19197.59,8133.14,3388.56,8769.67,201.82,692.21,1741.53,413.61,-963.5,550.09
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2022-09-30,9094.24,3535.06,1278.78,1715.71,1041.34,713.54,201.56,15323.86,4282.37,19069.3,7304.38,2435.78,8625.09,201.82,1577.38,1.7,436.61,322.78,480.5
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2022-12-31,7658.08,3044.5,630.36,1069.42,439.23,299.23,201.84,15321.0,4340.0,18928.0,7879.0,2931.0,8398.0,201.82,466.35,,438.97,-29.36,463.1
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2023-03-31,8001.66,3577.54,1152.36,1605.12,1223.15,669.21,201.82,16353.88,4483.81,20387.19,8145.92,3374.29,8450.93,201.82,333.98,22.11,452.46,-1034.6,470.94
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2023-06-30,8452.0,3259.0,934.0,1407.0,-1139.0,-605.0,201.67,14829.0,5352.0,21742.0,7556.0,2663.0,11560.0,201.82,989.0,1881.0,511.0,46.0,440.0
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2023-09-30,8566.0,2904.0,474.0,972.0,-508.0,-206.0,201.96,14483.0,6654.0,22380.0,8635.0,3756.0,11324.0,201.82,874.0,2.0,522.0,286.0,478.0
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2023-12-31,8711.0,3343.0,483.0,972.0,767.0,433.0,203.01,14827.0,5475.0,22780.0,8766.0,2717.0,11170.0,201.82,643.0,,565.0,-340.0,597.0
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2024-03-31,8373.0,3724.0,1121.0,1621.0,739.0,401.0,200.5,15464.0,5812.0,22649.0,7738.0,3088.0,11497.0,201.82,425.0,28.0,500.0,-671.0,470.0
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2024-06-30,8612.0,3832.0,1268.0,1770.0,2173.0,1106.0,201.09,15545.0,6968.0,24275.0,8169.0,3642.0,11080.0,201.82,1131.0,1615.0,501.0,-511.0,476.0
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2024-09-30,9296.0,3507.0,633.0,1140.0,168.0,265.0,201.36,15855.0,5814.0,22382.0,8284.0,3287.0,10612.0,201.82,1527.0,1008.0,504.0,659.0,675.0
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2024-12-31,9085.0,3715.0,792.0,1348.0,1810.0,974.0,203.21,17078.0,5719.0,24301.0,9611.0,4632.0,11275.0,201.82,-589.0,45.0,614.0,-1603.0,659.0
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2025-03-31,9793.0,4370.0,1336.0,1881.0,-195.0,12.0,201.82,16784.0,5200.0,21853.0,8380.0,3533.0,11127.0,201.82,1385.0,0.0,545.0,26.0,621.0
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2025-06-30,10066.0,3603.0,694.0,1238.0,106.0,67.0,223.33,15480.0,4462.0,20628.0,9043.0,4013.0,11617.0,201.82,1216.0,2088.0,544.0,158.0,616.0
Austevoll Seafood ASA (AUSS.OL),Food & Tobacco,2025-09-30,10037.0,3063.0,44.0,617.0,529.0,288.0,205.71,15743.0,4690.0,20686.0,9066.0,4269.0,10880.0,201.82,1372.0,0.0,628.0,1120.0,492.0
Bonheur ASA (BONHR.OL),Renewable Energy,2000-03-31,66.3,66.3,-8.9,-2.4,-60.1,-60.8,45.96,4539.8,,235.4,120.3,,351.2,45.96,,,,,
Bonheur ASA (BONHR.OL),Renewable Energy,2000-06-30,72.3,72.3,-2.2,4.2,-6.2,-5.7,45.96,4526.3,,222.3,74.3,,334.5,45.96,,,,,
Bonheur ASA (BONHR.OL),Renewable Energy,2000-09-30,85.6,85.6,10.9,16.9,-25.8,-26.4,45.96,4473.2,,214.6,81.1,,735.4,45.96,,,,,
Bonheur ASA (BONHR.OL),Renewable Energy,2000-12-31,59.34,59.34,-3.88,3.45,139.38,140.24,45.96,4492.52,136.43,270.51,192.96,15.69,196.97,45.96,,,,,
Bonheur ASA (BONHR.OL),Renewable Energy,2001-03-31,50.8,50.8,-18.3,-11.4,-94.8,-94.5,45.96,4406.2,,205.9,154.3,,719.6,45.96,-6.2,,6.9,2.6,38.6
Bonheur ASA (BONHR.OL),Renewable Energy,2001-06-30,67.6,67.6,-0.2,7.4,116.2,116.4,45.96,4549.0,,325.3,99.5,,921.5,45.96,,,,,
Bonheur ASA (BONHR.OL),Renewable Energy,2001-09-30,108.0,108.0,-7.6,6.8,109.3,109.5,45.96,4553.9,,326.3,181.5,,1199.6,45.96,30.3,,14.4,-122.4,340.8
Bonheur ASA (BONHR.OL),Renewable Energy,2001-12-31,95.49,95.49,-51.62,-28.44,-57.96,-50.85,43.84,4459.51,139.75,377.64,250.49,56.56,1200.33,43.9,-69.05,,23.18,224.3,140.54
Bonheur ASA (BONHR.OL),Renewable Energy,2002-03-31,87.7,87.7,-19.4,1.1,-396.5,-396.2,43.9,3997.0,,357.8,233.1,,1313.2,43.9,68.5,,20.5,79.5,7.4
Bonheur ASA (BONHR.OL),Renewable Energy,2002-06-30,106.9,106.9,-3.6,42.7,496.3,499.0,43.9,4199.4,,333.7,147.5,,1226.6,43.9,67.8,,46.3,50.3,5.0
Bonheur ASA (BONHR.OL),Renewable Energy,2002-09-30,112.0,112.0,-17.2,3.8,-125.3,-127.5,43.9,4056.0,159.5,380.3,151.3,15.5,1228.0,43.9,66.1,0.0,6.0,77.0,0.1
Bonheur ASA (BONHR.OL),Renewable Energy,2002-12-31,70.81,70.81,-30.36,-10.16,-109.92,-81.65,36.33,3760.58,172.33,242.62,234.88,49.95,1050.17,40.97,-39.92,,10.2,-26.63,
Bonheur ASA (BONHR.OL),Renewable Energy,2003-03-31,74.6,74.6,-19.5,-0.1,-167.6,-167.5,40.97,3666.1,139.4,199.0,210.4,51.8,1075.9,40.97,46.7,,19.4,47.2,21.6
Bonheur ASA (BONHR.OL),Renewable Energy,2003-06-30,90.5,90.5,-2.4,17.7,-61.0,-61.0,40.97,3625.1,179.1,248.7,172.7,54.5,1191.8,40.97,-32.6,,20.1,-66.4,18.8
Bonheur ASA (BONHR.OL),Renewable Energy,2003-09-30,109.9,109.9,17.4,37.7,400.8,400.9,40.97,4016.2,294.2,380.3,211.6,52.4,1052.1,40.97,-8.3,0.0,20.3,-81.7,65.9
Bonheur ASA (BONHR.OL),Renewable Energy,2003-12-31,75.46,75.46,-48.63,-27.0,-54.9,-54.94,40.85,3780.99,240.36,311.9,314.31,55.59,1261.27,40.79,26.25,0.01,21.64,92.18,104.84
Bonheur ASA (BONHR.OL),Renewable Energy,2004-03-31,91.0,91.0,-9.4,11.1,179.9,179.9,40.97,3070.5,134.8,227.1,209.5,63.4,1370.0,40.79,4.2,,20.5,14.8,187.6
Bonheur ASA (BONHR.OL),Renewable Energy,2004-06-30,103.4,103.4,0.0,24.3,153.1,153.1,40.91,3124.4,150.6,252.5,226.1,63.7,1471.1,40.76,75.2,,21.6,-13.3,1.1
Bonheur ASA (BONHR.OL),Renewable Energy,2004-09-30,-193.3,-193.3,-0.7,23.9,126.5,126.5,40.49,3192.0,143.8,248.9,199.6,62.0,1414.2,40.76,-23.8,0.0,24.6,-12.9,24.3
Bonheur ASA (BONHR.OL),Renewable Energy,2004-12-31,0.27,0.27,-6.49,-5.67,372.29,372.29,40.79,3217.17,36.26,67.99,77.67,7.83,403.6,40.76,49.9,50.97,-63.28,82.44,
Bonheur ASA (BONHR.OL),Renewable Energy,2005-03-31,0.2,0.2,-5.7,-4.8,-135.3,-135.3,40.76,3430.4,87.0,121.6,80.1,72.9,238.4,40.76,54.4,,0.9,44.8,0.2
Bonheur ASA (BONHR.OL),Renewable Energy,2005-06-30,0.4,0.4,-5.0,-4.2,240.7,240.7,40.76,3509.7,99.1,139.0,45.8,33.7,156.5,40.76,-48.2,,0.0,20.5,0.4
Bonheur ASA (BONHR.OL),Renewable Energy,2005-09-30,0.2,0.2,-5.1,-3.6,215.8,215.8,40.76,3823.4,72.3,115.0,27.8,6.9,152.7,40.76,32.8,0.0,1.5,-33.4,
Bonheur ASA (BONHR.OL),Renewable Energy,2005-12-31,0.5,0.5,-19.5,-18.78,545.5,545.5,40.77,4440.01,168.16,233.35,81.99,11.93,262.51,40.79,25.47,50.96,0.72,66.3,
Bonheur ASA (BONHR.OL),Renewable Energy,2006-03-31,0.4,0.4,-7.7,-7.0,156.3,156.3,40.79,4530.7,128.3,187.0,11.5,0.0,267.4,40.79,-3.0,,0.7,1.6,0.6
Bonheur ASA (BONHR.OL),Renewable Energy,2006-06-30,0.2,0.2,-6.7,-6.0,171.3,171.3,40.79,4571.7,238.0,713.0,94.6,81.9,170.0,40.79,129.2,,0.7,-14.3,1.9
Bonheur ASA (BONHR.OL),Renewable Energy,2006-09-30,0.4,0.4,-6.1,-5.5,339.4,339.4,40.79,4759.0,147.7,510.6,149.1,86.4,378.1,40.79,269.3,285.5,0.6,132.0,0.1
Bonheur ASA (BONHR.OL),Renewable Energy,2006-12-31,1587.3,1587.3,332.1,521.61,307.4,171.8,40.79,5174.62,3581.3,5350.31,1976.63,632.26,6911.62,40.79,338.89,0.03,189.51,86.38,1190.72
Bonheur ASA (BONHR.OL),Renewable Energy,2007-03-31,1647.0,1647.0,418.3,640.2,338.8,176.4,32.35,5368.0,4965.1,6736.2,1929.1,669.8,6965.0,40.79,645.4,,221.9,128.9,717.7
Bonheur ASA (BONHR.OL),Renewable Energy,2007-06-30,1723.3,1723.3,619.4,842.1,661.2,349.1,32.35,5242.5,4006.7,6051.5,2769.0,1388.6,6809.4,40.79,349.0,,222.7,-406.8,1469.9
Bonheur ASA (BONHR.OL),Renewable Energy,2007-09-30,1736.9,1736.9,595.5,825.4,734.5,377.3,32.54,5266.0,3850.1,6119.5,3037.1,1641.8,6170.3,40.79,611.5,0.0,229.8,-218.5,738.4
Bonheur ASA (BONHR.OL),Renewable Energy,2007-12-31,2658.8,2658.8,1294.0,1587.5,950.0,601.1,40.79,5536.7,,7650.5,3598.75,1768.15,6770.7,40.79,-544.3,,293.45,-165.45,498.17
Bonheur ASA (BONHR.OL),Renewable Energy,2008-03-31,1785.8,1785.8,440.8,659.4,382.4,103.3,32.35,5345.2,4223.7,6794.2,2996.3,1536.0,6356.2,32.35,85.7,455.9,218.6,-352.0,625.4
Bonheur ASA (BONHR.OL),Renewable Energy,2008-06-30,1735.2,1735.2,458.0,668.7,810.7,450.8,32.35,5273.5,4475.2,6715.2,3310.2,1505.0,8193.3,32.35,838.3,1557.5,210.7,255.6,1488.4
Bonheur ASA (BONHR.OL),Renewable Energy,2008-09-30,2069.5,2069.5,628.4,880.7,543.2,233.7,32.35,5836.9,4626.0,7156.2,3184.4,1612.9,9731.3,32.35,739.3,0.0,252.2,-146.8,1614.9
Bonheur ASA (BONHR.OL),Renewable Energy,2008-12-31,2822.8,2822.8,923.44,1482.27,-9.0,-144.51,32.35,6188.06,7706.7,10844.04,4121.3,1844.6,13757.12,32.35,1069.13,0.03,558.84,-296.04,383.58
Bonheur ASA (BONHR.OL),Renewable Energy,2009-03-31,2918.8,2918.8,1141.3,1550.0,943.6,362.8,32.35,6334.6,6921.6,9949.4,3387.3,1786.4,13076.8,32.35,990.5,285.9,408.7,-258.1,522.1
Bonheur ASA (BONHR.OL),Renewable Energy,2009-06-30,2685.4,2685.4,936.7,1355.3,885.7,389.3,32.35,6463.9,6372.2,9682.4,3568.4,1760.3,13022.8,32.35,1098.7,1100.5,418.6,-86.2,539.7
Bonheur ASA (BONHR.OL),Renewable Energy,2009-09-30,2307.5,2307.5,660.3,1047.7,333.0,61.3,32.35,6007.1,5681.5,8344.9,3654.5,1571.1,11132.3,32.35,1388.9,0.0,387.3,517.1,981.9
Bonheur ASA (BONHR.OL),Renewable Energy,2009-12-31,1932.9,1932.9,113.9,628.6,189.6,84.0,32.35,6043.34,6464.85,8863.76,4231.63,1924.19,12124.53,32.35,534.45,,514.7,189.6,1128.35
Bonheur ASA (BONHR.OL),Renewable Energy,2010-03-31,1925.4,1925.4,375.2,747.3,164.6,34.5,32.35,6200.8,4410.0,6932.2,3956.6,2093.9,11237.7,32.35,365.2,0.0,372.1,-266.0,1652.1
Bonheur ASA (BONHR.OL),Renewable Energy,2010-06-30,2397.1,2397.1,550.0,1122.7,241.9,37.9,32.35,6374.8,4441.7,8168.9,4189.3,2154.4,12011.0,32.35,748.9,334.1,572.7,-213.9,979.6
Bonheur ASA (BONHR.OL),Renewable Energy,2010-09-30,2539.2,2539.2,802.4,1330.8,651.1,239.8,32.35,6102.7,3637.3,6716.9,3819.3,1769.3,10460.7,32.35,1158.6,306.4,528.4,-3.0,671.5
Bonheur ASA (BONHR.OL),Renewable Energy,2010-12-31,2479.49,2479.49,445.56,953.66,399.12,187.42,32.35,6344.0,4486.08,7870.48,3622.56,1617.12,11152.91,32.35,1121.8,,508.0,435.98,299.92
Bonheur ASA (BONHR.OL),Renewable Energy,2011-03-31,2317.7,2317.7,460.8,930.0,334.0,120.8,32.35,6255.9,4372.0,6696.5,3218.1,1518.6,9892.5,32.35,152.3,,469.2,-632.6,408.9
Bonheur ASA (BONHR.OL),Renewable Energy,2011-06-30,2424.9,2424.9,682.1,1127.1,540.7,236.6,32.35,6082.8,4957.7,7962.1,3712.8,1483.2,11069.3,32.35,664.5,16.6,445.0,-124.9,1164.6
Bonheur ASA (BONHR.OL),Renewable Energy,2011-09-30,2521.7,2521.7,529.8,1074.6,340.6,56.3,32.35,6552.5,4103.8,7348.2,3661.6,1586.3,10860.8,39.59,1140.3,930.2,544.8,328.7,466.5
Bonheur ASA (BONHR.OL),Renewable Energy,2011-12-31,2619.99,2619.99,542.32,1185.25,148.55,-18.93,32.35,6661.23,4660.84,7953.45,3724.26,1803.01,10917.19,32.35,778.92,18.53,642.83,-256.45,301.41
Bonheur ASA (BONHR.OL),Renewable Energy,2012-03-31,2543.3,2543.3,553.1,1039.9,227.4,181.5,32.35,6026.4,5331.1,8519.4,3553.0,1726.7,11023.4,32.35,807.4,0.0,486.8,56.4,392.5
Bonheur ASA (BONHR.OL),Renewable Energy,2012-06-30,2390.2,2390.2,525.1,984.0,498.2,173.2,32.35,6417.4,4646.1,7966.7,3591.3,964.2,12576.7,32.35,919.9,851.4,418.5,113.1,1637.2
