PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q4,CAPM,Method2_PostMean minus Method1_Raw,0.0018776008179343315,0.00015646673482786096,0.052497311880697194,0.9581600230642882
Q4,CAPM,Method3_ProbQ5 minus Method1_Raw,0.001829213203870604,0.00015243443365588367,0.05090891053250729,0.9594248541684671
Q4,FF3,Method2_PostMean minus Method1_Raw,0.0023108966813926365,0.00019257472344938638,0.06851094991204403,0.9454153222287789
Q4,FF3,Method3_ProbQ5 minus Method1_Raw,0.0032371305632286143,0.0002697608802690512,0.09479627810266371,0.9245271409128932
Q4,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.0074959659244092855,-0.0006246638270341071,-0.23856277747555837,0.8115752902245961
Q4,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.00020722416046479314,-1.726868003873276e-05,-0.006656666925833657,0.9946923366478957
Q4,FF5,Method2_PostMean minus Method1_Raw,0.0024035256850159017,0.00020029380708465848,0.07122449251392211,0.9432573637390673
Q4,FF5,Method3_ProbQ5 minus Method1_Raw,0.004525762003933745,0.0003771468336611454,0.13223063641991561,0.8948733606527437
Q4,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.007246915014244536,-0.000603909584520378,-0.22946084433994743,0.8186375406121171
Q4,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,0.0007775177875916847,6.479314896597373e-05,0.024835598665625295,0.9801994849142457
