PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q4,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,0.0009861124688300543,8.217603906917119e-05,0.02653340916669674,0.9788509227112254
Q4,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0006706489104498454,5.5887409204153786e-05,0.01863827106327189,0.9851430418894584
Q4,FF3,Method2_LatentQuality minus Method1_ObservedQuality,0.0005435168879627961,4.529307399689968e-05,0.014917242736524738,0.9881090596744242
Q4,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.00045617454081118354,3.8014545067598626e-05,0.012780315287814453,0.9898123618635419
Q4,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.0057689451739264845,0.00048074543116054035,0.1601081203438274,0.8729147401871233
Q4,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.005910551006687326,0.0004925459172239439,0.16753443484489194,0.8670740462197295
Q4,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.0006800976560389438,5.667480466991199e-05,0.018276506114966076,0.9854317680666911
Q4,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0003905039244596453,3.254199370497044e-05,0.010646005962765936,0.9915137385234565
Q4,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.006203216260892767,0.0005169346884077306,0.1763475117889668,0.8601541223720202
Q4,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.005889507309698993,0.0004907922758082494,0.1717913813620138,0.8637311882893186
