PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.012587177256709374,-0.0010489314380591145,-0.33324532631270565,0.7392002977407277
LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.00034301362869535536,-2.858446905794628e-05,-0.008475224751916059,0.9932439086075138
LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.012840702415407843,-0.0010700585346173203,-0.3352850002401252,0.7376666639343323
LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0009971694073122356,-8.309745060935297e-05,-0.02401110772497965,0.980861225610578
LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0008901566367628073,-7.417971973023394e-05,-0.017876859830444212,0.9857501952757675
LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.009353874934685789,0.0007794895778904824,0.1852194956959485,0.8531949141952699
LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.012096778544834775,-0.0010080648787362313,-0.2971719333993445,0.7665637475211944
LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0018131973702772714,-0.0001510997808564393,-0.041448699465811825,0.9669688231233373
LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0033242454046685877,-0.000277020450389049,-0.06683188238087094,0.9467653716131212
LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.009772201506087227,0.0008143501255072689,0.19287262906778233,0.8472048016179017
