PortfolioStrategy,FactorModel,Method,MethodLabel,alpha_annualized,alpha_monthly
LongShort,CAPM,Method1_ObservedQuality,Observed Quality,0.08631510445604151,0.007192925371336792
LongShort,CAPM,Method2_LatentQuality,Latent Quality,0.06496070984940401,0.005413392487450334
LongShort,CAPM,Method3_ConservativeQuality,Conservative Quality,0.10478525445400166,0.008732104537833471
LongShort,CAPM,Method4_ProbabilisticQuality,Probabilistic Quality,0.08692098377922693,0.007243415314935577
LongShort,FF3,Method1_ObservedQuality,Observed Quality,0.10237952212183368,0.00853162684348614
LongShort,FF3,Method2_LatentQuality,Latent Quality,0.0809578365760685,0.006746486381339042
LongShort,FF3,Method3_ConservativeQuality,Conservative Quality,0.12086618309998748,0.010072181924998957
LongShort,FF3,Method4_ProbabilisticQuality,Probabilistic Quality,0.10293994870716316,0.008578329058930264
LongShort,FF3+MOM,Method1_ObservedQuality,Observed Quality,0.06053519750536933,0.005044599792114111
LongShort,FF3+MOM,Method2_LatentQuality,Latent Quality,0.05122301056316031,0.004268584213596692
LongShort,FF3+MOM,Method3_ConservativeQuality,Conservative Quality,0.06811441878060608,0.005676201565050506
LongShort,FF3+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,0.060713189031190065,0.005059432419265839
LongShort,FF5,Method1_ObservedQuality,Observed Quality,0.06429128347473703,0.005357606956228086
LongShort,FF5,Method2_LatentQuality,Latent Quality,0.04295193838666669,0.0035793281988888907
LongShort,FF5,Method3_ConservativeQuality,Conservative Quality,0.07919510938361687,0.006599592448634739
LongShort,FF5,Method4_ProbabilisticQuality,Probabilistic Quality,0.06488307077168373,0.005406922564306978
LongShort,FF5+MOM,Method1_ObservedQuality,Observed Quality,0.03951913945540954,0.003293261621284128
LongShort,FF5+MOM,Method2_LatentQuality,Latent Quality,0.03032609192715199,0.002527174327262666
LongShort,FF5+MOM,Method3_ConservativeQuality,Conservative Quality,0.043366454330882945,0.0036138711942402457
LongShort,FF5+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,0.03980536573337487,0.0033171138111145726
Q5,CAPM,Method1_ObservedQuality,Observed Quality,0.013576129819169303,0.001131344151597442
Q5,CAPM,Method2_LatentQuality,Latent Quality,0.009854576060086818,0.0008212146716739015
Q5,CAPM,Method3_ConservativeQuality,Conservative Quality,0.010666580051026539,0.0008888816709188782
Q5,CAPM,Method4_ProbabilisticQuality,Probabilistic Quality,0.01454155961587368,0.00121179663465614
Q5,FF3,Method1_ObservedQuality,Observed Quality,0.01655463660381634,0.0013795530503180285
Q5,FF3,Method2_LatentQuality,Latent Quality,0.012803198376459296,0.0010669331980382747
Q5,FF3,Method3_ConservativeQuality,Conservative Quality,0.01346435657793153,0.0011220297148276275
Q5,FF3,Method4_ProbabilisticQuality,Probabilistic Quality,0.017504120982196836,0.001458676748516403
Q5,FF3+MOM,Method1_ObservedQuality,Observed Quality,0.01933091611323695,0.0016109096761030791
Q5,FF3+MOM,Method2_LatentQuality,Latent Quality,0.01773853332654984,0.00147821111054582
Q5,FF3+MOM,Method3_ConservativeQuality,Conservative Quality,0.018031390112334643,0.0015026158426945536
Q5,FF3+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,0.020116078905121154,0.001676339908760096
Q5,FF5,Method1_ObservedQuality,Observed Quality,0.00793077299614331,0.000660897749678609
Q5,FF5,Method2_LatentQuality,Latent Quality,0.004865292789588492,0.000405441065799041
Q5,FF5,Method3_ConservativeQuality,Conservative Quality,0.006083430772790574,0.0005069525643992145
Q5,FF5,Method4_ProbabilisticQuality,Probabilistic Quality,0.008869390712761603,0.0007391158927301336
Q5,FF5+MOM,Method1_ObservedQuality,Observed Quality,0.012306057282761816,0.0010255047735634848
Q5,FF5+MOM,Method2_LatentQuality,Latent Quality,0.011174465816304687,0.0009312054846920573
Q5,FF5+MOM,Method3_ConservativeQuality,Conservative Quality,0.011885223654963754,0.0009904353045803128
Q5,FF5+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,0.013102033185869937,0.0010918360988224948
