PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
LongShort,CAPM,0.08631510445604151,0.06496070984940401,0.10478525445400168,0.0869209837792269,0.06326437920701822,0.18075719867944917,0.019223374945910532,0.06504576611668123,1.868443079153238,1.3434410721453556,2.361624974381613,1.8558691624331747,-0.021354394606637454,0.018470149997960227,0.0006058793231854716,0.7495499760707807,0.7729975169484633,0.9926470485475942,-0.3194680621430386,0.28866520358809783,0.009221851246711849
LongShort,FF3,0.10237952212183371,0.08095783657606853,0.12086618309998748,0.10293994870716315,0.014939139954790903,0.05563883707620443,0.0026272184961499967,0.015575391555435969,2.4568265990081333,1.9259885721888967,3.049660736542271,2.441304589710751,-0.021421685545767524,0.018486660978151933,0.0005604265853275774,0.7176768707573555,0.7478131970706106,0.9924498874036958,-0.36184171855808933,0.3217639917253174,0.009469200590166418
LongShort,FF3+MOM,0.06053519750536933,0.05122301056316027,0.06811441878060608,0.06071318903119006,0.1989887757491402,0.290165159494467,0.14330454362877476,0.20319779622808998,1.2890792386699341,1.060813386961982,1.4698708936819591,1.277038578045632,-0.009312186942208693,0.007579221275235307,0.00017799152582031845,0.8902639620790658,0.9088735517527078,0.997877524455117,-0.13806575800690457,0.11453830205941964,0.002661939523105633
LongShort,FF5,0.06429128347473706,0.04295193838666669,0.07919510938361689,0.06488307077168373,0.05875591273594605,0.20458208810542788,0.013244313027158228,0.05941559278112374,1.9018937798809303,1.273143382811779,2.5015052628234185,1.8969048373832227,-0.0213393450880958,0.014903825908858758,0.0005917872969235325,0.6551979767036975,0.7473309041717378,0.9901746433651559,-0.4469188751796211,0.3224037797152037,0.012322985347652965
LongShort,FF5+MOM,0.039519139455409455,0.03032609192715205,0.043366454330883035,0.03980536573337484,0.30192623374031435,0.4332228511349854,0.22194965475336015,0.3040355599591087,1.0352489630996229,0.7854298749461618,1.2255552064487403,1.0307293258553647,-0.009193047528259085,0.003847314875471925,0.00028622627796371855,0.8659048392473672,0.9411407098770859,0.9958074189118937,-0.16898177508007428,0.0738872214963736,0.005258255625345225
Q5,CAPM,0.013576129819169376,0.00985457606008683,0.01066658005102655,0.014541559615873726,0.21096037473877538,0.426136397214554,0.3918720440381587,0.19845114845111045,1.2552333862358365,0.7975618020674244,0.8582156724033205,1.290555750280872,-0.0037215537590824938,-0.002909549768142783,0.0009654297967042619,0.8203706793016907,0.8595793169601067,0.9505882978823297,-0.22722791497551026,-0.17703170522663092,0.06200961750259439
Q5,FF3,0.016554636603816415,0.012803198376459334,0.01346435657793154,0.017504120982196884,0.10405796988425142,0.267252798902732,0.2521224787542624,0.09643873245727241,1.6335313997892777,1.1127659325428225,1.148797888605713,1.670867196481191,-0.003751438227383941,-0.0030902800259116348,0.0009494843783540569,0.8058037780914358,0.8412210632133745,0.9476810261081696,-0.24601921242876015,-0.20047268631742496,0.06566371402000984
Q5,FF3+MOM,0.019330916113236996,0.017738533326549864,0.01803139011233462,0.02011607890512116,0.10321909170413379,0.1667292261701232,0.166385573721878,0.10121730349030922,1.6375765407005132,1.388283505894887,1.3894151492406475,1.647230956753827,-0.0015923827866869272,-0.0012995260009021764,0.0007851627918841197,0.9269182347264686,0.9408401617272082,0.9629955740086229,-0.09178571746583121,-0.07426464251901345,0.046426405682911315
Q5,FF5,0.007930772996143406,0.004865292789588541,0.006083430772790574,0.008869390712761651,0.420224691271349,0.6636517575020007,0.5920001490180287,0.382816950017804,0.8078519101428516,0.4355842199769216,0.5368836011890838,0.8748229344133469,-0.003065480206606866,-0.0018473422234049491,0.0009386177165672388,0.8366249343652261,0.9019135152824287,0.9469305095119862,-0.2063593910628152,-0.12332995890188421,0.06660754325014302
Q5,FF5+MOM,0.012306057282761844,0.01117446581630476,0.01188522365496373,0.013102033185869985,0.27193019817736674,0.3542789495884362,0.3309385499579107,0.25850438616254645,1.1019691836276402,0.9286916527267828,0.9748298616037792,1.1334781671989558,-0.0011315914664580679,-0.00042083362779921085,0.0007959759031072461,0.9453714491443175,0.9798092236500553,0.9609158162351763,-0.06856761299686075,-0.025325485848198253,0.049038115739941504
