PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
LongShort,CAPM,0.0382793558078487,0.0363393863815985,0.0315610327365575,0.0351507493058722,0.1376744760590478,0.1831020093632249,0.2725136142876212,0.1825410843092285,1.4931112026464874,1.3379361532985414,1.1016596479884029,1.339662990008974,-0.0019399694262501,-0.0067183230712911,-0.0031286065019765,0.958561003572159,0.8610068861715601,0.9320039782176834,-0.0520063239740342,-0.1752549497509554,-0.0854011150690308
LongShort,FF3,0.0389507385459712,0.037016753571948,0.0330591104632094,0.035719321343595,0.0440629342100409,0.0667007415222376,0.1220154729262488,0.0840666628120405,2.032230697174831,1.848398400033814,1.5559988269492249,1.740215512797074,-0.0019339849740194,-0.0058916280827575,-0.0032314172023723,0.9442986170328344,0.8358069077710093,0.908213410766988,-0.0699322225395422,-0.2074572113662365,-0.115398981816488
LongShort,FF3+MOM,0.0041452023844692,0.0044353074293279,-0.0100628353745502,0.0018010076957555,0.8492921396977837,0.8643160289601426,0.6711326616855637,0.937221053597712,0.1903839808401342,0.1712062898568677,-0.4255166621575501,0.0789089210420794,0.0002901050448593,-0.0142080377590207,-0.0023441946887137,0.9932419057461592,0.6587973912199847,0.941208219161175,0.0084779055014916,-0.4420595405698639,-0.0738195612616175
LongShort,FF5,0.0271420170189229,0.0254836531860339,0.0217567546059232,0.0235269023989183,0.1417673921223472,0.2328823236906236,0.3167372381822095,0.2410303831834515,1.4778866216570583,1.1983447435611645,1.0049115732268017,1.1775938797501069,-0.0016583638328887,-0.0053852624129958,-0.0036151146200034,0.9529563399317648,0.8493399996495063,0.8941516600768504,-0.059049527430689,-0.1901429401168461,-0.1331781936468204
LongShort,FF5+MOM,0.0066339089209634,0.0086281398036999,-0.0084094115552846,0.0043035390527689,0.7745940714054946,0.7474182792288651,0.7428867734595952,0.8581435797345929,0.2869496921460204,0.3227094497413019,-0.3287116795174133,0.1790822904042372,0.0019942308827349,-0.0150433204762497,-0.002330369868196,0.9550948128527206,0.6629374301660675,0.9444142308813048,0.0563627693198475,-0.4363454310036631,-0.0697882666671229
Q5,CAPM,0.042141046931267,0.0370026623031434,0.0378422720965067,0.0403989053556459,0.0600303539985123,0.0831108555920607,0.0805372211249209,0.0749182485359354,1.8960392334064904,1.7454812076527626,1.7604130879744762,1.7944280953450569,-0.0051383846281235,-0.0042987748347603,-0.0017421415756211,0.8672526857276479,0.8896613847283361,0.956130410782732,-0.1673037513617408,-0.1388599128139996,-0.0550597499584295
Q5,FF3,0.0407954208533863,0.0362404828378248,0.036780273026066,0.0389800850096484,0.0152866390135142,0.0485436397052319,0.0360380217183347,0.0247750490697222,2.456348705099781,1.9903393968194216,2.1173382960928167,2.2698979193634745,-0.0045549380155784,-0.0040151478273371,-0.0018153358437544,0.853014922378541,0.8669486378632083,0.9392813392525944,-0.1854479280567716,-0.1676928323790944,-0.076243092594667
Q5,FF3+MOM,0.0355574928662132,0.0306767049626972,0.0317069181430769,0.0342700139536719,0.0859428936689845,0.1669879263193503,0.1437547914581736,0.1127703505534962,1.7297544067601405,1.3893794604819938,1.4704312849570824,1.5961771440084769,-0.0048807879035142,-0.0038505747231345,-0.001287478912541,0.8716192043347699,0.8971468925892738,0.9654761710457168,-0.1617545867403634,-0.1293872108717354,-0.0433225881770468
Q5,FF5,0.0381976923892605,0.0334577642763133,0.0342028557715102,0.0364105793588253,0.0294620997798957,0.0827743513040113,0.063941509955165,0.0455109834073894,2.2006323806206147,1.7477879852644225,1.8679171341216216,2.0185860395884685,-0.0047399281129792,-0.0039948366177828,-0.0017871130304674,0.8541911736519632,0.8740065833195245,0.9429674138356244,-0.1839494648932027,-0.1587219685000874,-0.0716073366474841
Q5,FF5+MOM,0.034022928814565,0.0286489199304081,0.0300795905830492,0.0330003291042006,0.0913362571629761,0.1779920614053856,0.1509136327323643,0.1184791253260046,1.7006080901492993,1.354073638721898,1.444567606739351,1.5712661506298549,-0.0053740088841567,-0.0039433382315156,-0.0010225997103643,0.8533938015296274,0.8912452462419063,0.9718365315188486,-0.1849682961580196,-0.1368586912547083,-0.0353379963304059
