Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_Raw,Q1,0.04170702878307127,0.18261254700093357,0.2283908168854249,-0.34223235511809286
Method1_Raw,Q2,0.03407379106575103,0.16672504298835694,0.20437116377370215,-0.422346103688706
Method1_Raw,Q3,0.07493817064485604,0.13969943022181036,0.5364243112936937,-0.2928738832683034
Method1_Raw,Q4,0.07893355336553659,0.1443736101594948,0.5467311739197753,-0.290700861221453
Method1_Raw,Q5,0.07240244740891387,0.12772100976216366,0.5668796977391461,-0.2325769750176624
Method2_PostMean,Q1,0.046419494760947824,0.18243517944556645,0.25444376957349996,-0.34223235511809286
Method2_PostMean,Q2,0.028081809296253767,0.16853169939975166,0.16662627503473182,-0.4485816410861903
Method2_PostMean,Q3,0.0826429625254889,0.1436761833111106,0.5752029363595856,-0.26396878391283823
Method2_PostMean,Q4,0.09243342296141878,0.14643116855843988,0.6312414486027208,-0.2873838147954572
Method2_PostMean,Q5,0.06763219024097517,0.1288046395076652,0.5250757309634826,-0.23115949827477733
Method3_ProbQ5,Q1,0.07045730495933689,0.14011428522337094,0.502855971088269,-0.24011309312195664
Method3_ProbQ5,Q2,0.02792527832294916,0.17401042023038135,0.16048049470817577,-0.3106336754683954
Method3_ProbQ5,Q3,0.06169237938895464,0.1532729224631018,0.4025001833171555,-0.3485280853966148
Method3_ProbQ5,Q4,0.07991204447724547,0.1533876591763308,0.5209809244522109,-0.30777169193690057
Method3_ProbQ5,Q5,0.07245816265238303,0.127249882431871,0.5694163426137293,-0.23034190798504975
