PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0066973657389219066,-0.0005581138115768255,-0.42355249388918875,0.6721356806916565
Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.003214872208896255,-0.00026790601740802125,-0.19711130408105063,0.8438475124445035
Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0011367176751837377,9.472647293197814e-05,0.07472686694050337,0.9404719832883446
Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.0066713648816138366,-0.0005559470734678197,-0.4514731145828059,0.651913106295718
Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0031527665488708945,-0.0002627305457392412,-0.20916039018231355,0.8344381395622549
Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0011416915293366164,9.514096077805137e-05,0.08133844211680274,0.9352167826904005
Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.002945760727245922,-0.0002454800606038268,-0.17884524217815617,0.8581576404829729
Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0028007065568189937,-0.00023339221306824948,-0.16358247726446473,0.8701496399445174
Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0006174078039778569,5.1450650331488074e-05,0.03747348688958202,0.9701277991753541
Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.003914925797733046,-0.00032624381647775383,-0.2802121671218588,0.7794730414454807
Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0031466618735341567,-0.00026222182279451306,-0.21460359948654356,0.8301959060340964
Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0008773917925998798,7.311598271665665e-05,0.06420996729317377,0.9488380955212408
Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0011465771814436615,-9.554809845363846e-05,-0.07503063553923346,0.9402315545461273
Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0027494408952602745,-0.00022912007460502287,-0.17012467569603001,0.8650066027232506
Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0004012112870691448,3.343427392242873e-05,0.025433916430799904,0.9797227958778298
