Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,37.11,14.35,33.74,14.95,0.1999999999999999,83.58,0.0,0.04510648480497721
2005,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,51.48,18.05,60.06,21.15,0.2,60.95,0.0,-0.09319114027891733
2006,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,75.52,24.05,65.66999999999999,16.32,0.18,67.86,0.0,0.028588269967580484
2007,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,92.38,30.44,78.39999999999999,15.55,0.0699999999999999,79.82,0.0,-0.012277624655474774
2008,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,124.18,41.26,88.63000000000001,19.7,3.9,117.66,0.09,0.08569002123142258
2009,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,167.45,56.09,50.94,22.22,0.0,130.5,-0.13,0.6338881644550125
2010,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,198.22,64.79,118.41,23.46,0.08,162.53,0.09,0.23613331693518644
2011,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,272.06,85.27,68.31,29.64,0.07,199.37,0.51,0.74069441664999
2012,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,554.54,75.78,78.03,30.76,0.06,388.04,2.99,1.1033168810577192
2013,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,285.08,91.8,84.62,36.6,2.68,299.08,-0.46,0.4774629964503381
2014,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,442.57,120.64,98.68,49.48,6.19,330.2,0.09,0.8069877986012294
2015,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,462.03,140.22,107.28,50.94,0.25,414.28,-0.02,0.6402259450586586
2016,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,525.05,144.24,126.68,62.64,4.72,393.74,-0.02,0.7925683226658536
2017,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,595.54,146.85,144.45,73.3,1.0,464.2,-0.02,0.8111939333879098
2018,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,694.74,174.14,169.28,93.41,0.38,492.79,3.06,0.8961379449430271
2019,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,715.01,190.16,194.43,97.76,0.62,476.21,0.0,0.8978391885932677
2020,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,764.62,204.86,202.4,107.12,0.74,1823.43,0.0,0.2543228969579309
2021,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,786.84,202.61,235.5,105.7,1.13,1829.08,0.0,0.2478295099175542
2022,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,1048.92,286.97,342.63,101.48,5.12,1856.57,0.0,0.27775952428402917
2023,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,1290.38,344.68,400.6,106.27,16.54,2044.08,0.0,0.3105700363977927
2024,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,1446.9,398.64,472.17,159.77,16.65,1772.37,0.0,0.4057899874179772
