Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2007,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,1185.71,1653.76,308.57,0.0,0.0,654.3,0.0,-1.1869478832339904
2008,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,711.23,1015.08,280.08,0.0,0.0,594.59,0.0,-0.9820716796447974
2009,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,993.77,1423.5,306.36,0.0,3.35,600.57,0.0,-1.2312303311853738
2010,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,873.41,1205.16,246.13,0.0,2.47,625.03,0.0,-0.9285154312592998
2011,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,791.95,1061.1,298.33000000000004,0.0,2.62,-334.07,0.0,1.7065285718561976
2012,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,4175.92,5426.38,2561.06,0.0,0.0,2847.16,0.0,-1.3387094508211692
2013,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,4416.02,5561.32,1268.94,0.0,316.78000000000003,3531.38,0.0,-0.7733577241758178
2014,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,4880.42,6108.56,1300.71,0.0,339.87,3880.01,0.0,-0.7393589191780434
2015,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,5424.94,6621.98,1472.4,44.94,305.0,4546.27,0.0,-0.6443743992327776
2016,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,5014.85,6056.7,1362.96,33.39,272.0,3981.99,0.0,-0.6638439574182756
2017,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,5600.91,7123.16,1534.83,35.83,100.71,3820.47,0.0,-0.8171664742819601
2018,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,5822.96,7368.14,1524.5700000000002,20.6,114.24,3872.21,0.0,-0.816946911453666
2019,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,6042.28,7653.12,1539.19,32.57,100.5,3935.37,0.0,-0.8177020203945246
2020,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,5828.73,7610.62,1571.04,26.61,83.93,4336.57,0.0,-0.7863933938573575
2021,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,6059.34,7813.2,1586.49,31.07,80.18,4398.87,0.0,-0.7705297042194926
2022,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,6526.54,9003.58,1581.99,30.4,108.32,4700.68,0.0,-0.8800747976888449
2023,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,8261.79,11447.68,1806.43,31.85,430.96,5132.49,0.0,-1.0504511455453396
2024,CLOEb.ST,Cloetta AB,Food & Tobacco,Consumer Staples,8759.4,11689.36,2094.0,57.97,422.05,5586.67,0.0,-0.9644457252710471
