Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2014,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,1796.4,1580.73,126.51,0.0,8.01,115.7,0.0,0.7013828867761457
2015,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,2772.21,2433.13,197.02,0.0,7.31,204.85,0.0,0.6577983890651692
2016,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,3759.39,3312.11,304.21000000000004,0.0,6.78,262.53,0.0,0.5191406696377546
2017,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,4244.32,3747.95,340.56,0.0,4.67,579.88,0.0,0.26064013244119455
2018,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,5067.65,4453.15,466.64,0.0,5.76,682.64,0.0,0.20816242821985237
2019,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,6482.87,5706.1,455.82,0.0,15.76,803.98,0.0,0.37959899499987504
2020,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,7764.68,6796.38,545.81,0.0,23.59,1002.57,0.0,0.3978774549408024
2021,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,9525.56,8510.41,626.9799999999999,0.0,4.0600000000000005,1058.21,0.0,0.36298088281153995
2022,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,9777.83,8839.11,654.0799999999999,0.0,8.079999999999998,1136.49,0.0,0.24334573995371664
2023,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,11431.36,10275.79,843.01,0.0,15.970000000000002,1250.49,0.0,0.23717902582187758
2024,KAMUX.HE,Kamux Oyj,Specialty Retailers,Consumer Discretionary,11738.13,10628.45,866.8299999999999,0.0,22.08,1283.77,0.0,0.1719700569416629
