Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1995,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,86622.81,0.0,66020.94,0.0,0.0,40972.2,1539.09,0.48462114417134833
1996,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,76827.07,0.0,63820.59,0.0,0.0,42664.04,1582.24,0.2939564636846309
1997,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,79888.1,0.0,65936.85,0.0,0.0,44656.36,2203.25,0.297724415546779
1998,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,88852.47,42490.72,22588.36,0.0,0.0,47097.14,2493.34,0.47939423050553254
1999,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,88375.69,40104.22,20871.41,0.0,0.0,48076.07,1630.38,0.551237515453226
2000,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,105577.01,48970.8,22435.01,0.0,0.0,70807.32,1234.26,0.4743260766907111
2001,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,108651.15,52663.89,24724.96,0.0,0.0,71601.29,399.86,0.4341916761051733
2002,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,95962.73,48164.54,23352.93,0.0,0.0,59318.47,221.07,0.4105718653519996
2003,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,97419.23,49640.81,25015.29,0.0,0.0,66632.56,506.16,0.3390462314443885
2004,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,103719.97,55288.09,23170.02,0.0,2066.73,66201.93,1121.17,0.34453449113305845
2005,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,90847.89,52058.51,21955.28,704.82,2751.22,57647.79,747.33,0.25323520184563364
2006,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,92186.53,51255.05,20709.88,629.84,2324.69,64149.78,851.26,0.2850223627191195
2007,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,94916.85,56488.69,19825.32,648.08,2552.26,60207.07,570.07,0.2747523164137043
2008,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,90827.96,56865.48,19943.15,0.0,0.0,54307.33,548.51,0.2555667728358549
2009,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,78065.74,47688.08,19048.88,643.2,4263.24,42500.03,482.7,0.17934505323417113
2010,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,82406.01,51632.11,14408.59,456.97,0.0,48307.19,403.41,0.3453515251300536
2011,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,85440.17,54533.38,15343.53,0.0,0.0,45435.31,673.87,0.33753061754730834
2012,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,80828.54,52032.21,14401.9,478.32,1173.37,42350.79,675.26,0.31839734300499334
2013,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,82482.23,52223.91,15882.69,491.94,4333.77,43466.51,500.29,0.23958532347134637
2014,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,85345.92,52178.59,16780.04,534.82,3000.02,45827.18,1509.49,0.2941079294339885
2015,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,89804.4,53739.52,16243.5,590.35,0.0,51724.94,1200.0,0.38567318167956344
2016,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,91042.61,54177.87,17656.8,743.05,0.0,52719.11,562.97,0.37444090020509707
2017,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,93722.12,55468.19,17652.78,793.07,3181.61,59149.55,462.72,0.30551780698839337
2018,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,100680.85,59116.15,17887.5,998.55,3206.88,66520.13,178.34,0.32187949738577215
2019,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,98990.48,58714.99,19886.69,984.49,3248.8100000000004,73105.77,-68.88,0.24815514461253757
2020,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,91715.69,54077.19,17854.16,1072.32,3141.9,92284.71,-167.62,0.19230698668401267
2021,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,103283.32,60319.74,19998.19,833.26,3068.83,106952.66,-160.18,0.19411310609136528
2022,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,117895.18,70444.39,19349.75,898.35,3068.5,131388.85,-314.53,0.1978334886650565
2023,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,107183.99,69961.63,21868.0,1117.93,5178.97,122867.66,-1084.95,0.09273336091798252
2024,STEAV.HE,Stora Enso Oyj,Containers & Packaging,Materials,105145.82,69113.42,20601.57,894.71,6646.41,119305.14,-1765.04,0.08234747120344468
