Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,OLVAS.HE,Olvi Oyj,Beverages,Other,1078.5,0.0,385.22,0.0,14.44,491.03,2.14,1.3764827544254516
2005,OLVAS.HE,Olvi Oyj,Beverages,Other,1181.53,0.0,398.24,0.0,15.99,537.04,0.0,1.4287576344406376
2006,OLVAS.HE,Olvi Oyj,Beverages,Other,1362.91,0.0,424.72,1.25,11.33,635.49,0.83,1.4585585868745286
2007,OLVAS.HE,Olvi Oyj,Beverages,Other,1643.74,0.0,475.78,3.02,15.33,706.06,1.08,1.6342591283197105
2008,OLVAS.HE,Olvi Oyj,Beverages,Other,1829.31,0.0,529.11,3.71,27.5,913.57,112.79,1.2436279667952763
2009,OLVAS.HE,Olvi Oyj,Beverages,Other,2130.88,0.0,562.95,2.24,26.51,908.36,22.92,1.657568078343785
2010,OLVAS.HE,Olvi Oyj,Beverages,Other,2140.87,0.0,564.68,2.06,14.17,988.88,17.73,1.5538093203922074
2011,OLVAS.HE,Olvi Oyj,Beverages,Other,2222.12,0.0,573.59,0.0,0.0,981.64,10.37,1.6618078446789848
2012,OLVAS.HE,Olvi Oyj,Beverages,Other,2278.68,0.0,554.79,2.39,36.33,1067.75,14.23,1.561905025970905
2013,OLVAS.HE,Olvi Oyj,Beverages,Other,2555.41,0.0,596.44,2.69,41.62,1408.65,21.65,1.3424036915332447
2014,OLVAS.HE,Olvi Oyj,Beverages,Other,2680.67,0.0,610.29,3.44,42.36,1719.98,20.36,1.1672776583885909
2015,OLVAS.HE,Olvi Oyj,Beverages,Other,2777.26,0.0,638.85,4.45,111.79,1764.31,13.86,1.142224871637695
2016,OLVAS.HE,Olvi Oyj,Beverages,Other,2978.56,0.0,630.95,4.86,21.62,1832.68,15.56,1.26111868588495
2017,OLVAS.HE,Olvi Oyj,Beverages,Other,3220.65,0.0,678.33,5.06,29.15,2124.18,12.09,1.178797623895856
2018,OLVAS.HE,Olvi Oyj,Beverages,Other,3689.86,0.0,745.26,5.76,16.03,2318.52,31.36,1.2487148279912166
2019,OLVAS.HE,Olvi Oyj,Beverages,Other,4023.67,0.0,795.83,6.31,9.0,2563.98,32.65,1.242052198426422
2020,OLVAS.HE,Olvi Oyj,Beverages,Other,4448.89,0.0,813.56,7.27,34.45,2775.84,33.16,1.284496262014952
2021,OLVAS.HE,Olvi Oyj,Beverages,Other,3706.64,2165.24,1094.1799999999998,0.0,3.07,2943.35,36.31,0.14906063107871378
2022,OLVAS.HE,Olvi Oyj,Beverages,Other,5891.76,3672.27,1649.4499999999998,54.51,62.86,2927.53,26.36,0.1901526461716585
2023,OLVAS.HE,Olvi Oyj,Beverages,Other,7193.57,4505.66,1917.32,63.88,25.81,3228.19,8.06,0.24987562765546545
2024,OLVAS.HE,Olvi Oyj,Beverages,Other,7633.0,4537.18,2184.07,112.71,28.5,3815.16,15.71,0.2599827193300737
