Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1998,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,0.06,0.0,15.69,44.47,0.0,67.26,0.0,0.42878382396669634
1999,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,0.7,0.0,12.47,50.55,0.0,70.21,0.0,0.5523429710867398
2000,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,52.5,59.44,17.42,42.58,0.0,0.0,0.0,
2001,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,229.65,227.15,27.45,27.34,0.0,0.06,0.0,39.83333333333334
2002,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,172.85,5.08,33.97,16.81,0.0,0.22,0.0,684.590909090909
2003,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,82.09,1.2,28.4,28.98,3.12,0.39,0.0,200.89743589743588
2004,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,10.41,0.0,23.33,6.44,1.53,0.51,0.0,-15.705882352941169
2005,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,0.0,0.0,3.97,0.0,0.81,0.57,0.0,-8.385964912280702
2006,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,0.0,0.0,2.63,0.0,0.22,0.52,0.0,-5.480769230769231
2007,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,0.0,0.0,2.99,0.0,0.23,0.45,0.0,-7.155555555555556
2008,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,0.06,0.0,3.22,0.0,0.0,0.0,0.0,
2009,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,0.26,0.0,3.56,0.0,0.0,8.17,0.0,-0.40391676866585063
2010,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,0.35,0.0,4.94,0.0,0.0,2.08,0.0,-2.2067307692307696
2011,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,1.76,0.0,2.89,0.0,0.0,3.27,0.0,-0.34556574923547406
2012,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0
2013,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,7.23,0.0,1.47,0.0,0.03,170.63,0.0,0.03358143351110591
2014,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,14.96,0.0,2.68,0.0,0.0,216.27,0.0,0.05678087575715541
2015,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,55.29,0.0,2.96,0.0,0.06,279.94,0.0,0.1867185825534043
2016,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,61.23,0.0,4.27,0.0,0.01,348.45,0.0,0.16343808293872863
2017,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,15.05,0.0,4.8100000000000005,0.0,0.12,465.26,0.0,0.02175127885483386
2018,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,55.0,0.0,5.16,0.0,1.12,396.65,0.0,0.12282869028110427
2019,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,41.34,0.0,6.390000000000001,0.0,1.14,425.68,0.0,0.07942585980078933
2020,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,7.82,0.0,7.470000000000001,0.0,4.18,444.87,0.0,-0.008609256636770292
2021,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,98.79,0.0,8.31,0.0,3.41,487.88,0.0,0.17846601623350006
2022,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,57.61,0.0,8.24,0.0,4.58,548.5,0.0,0.08165907019143118
2023,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,80.62,0.0,14.31,0.0,6.3,731.06,0.0,0.0820862856673871
2024,STRINVS.CO,Strategic Investments A/S,Investment Holding Companies,Financials,229.96,0.0,12.65,0.0,2.36,499.62,0.0,0.4302269724990993
