Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2015,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,831.93,0.0,0.0,0.0,58.25,673.22,0.0,1.149223136567541
2016,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,967.14,0.0,0.0,0.0,62.95,639.35,0.0,1.4142332055994369
2017,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,1026.22,0.0,0.0,0.0,88.82,486.64,0.0,1.9262699325990467
2018,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,1255.13,723.12,363.77,73.83,99.83,1544.72,0.0,0.0920814128126781
2019,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,2165.82,1283.65,672.74,47.54,400.92,1356.68,0.0,-0.10610460830851784
2020,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,2715.86,1684.64,817.3,36.75,342.6,3201.01,0.0,-0.028719060546514987
2021,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,2252.34,1495.49,736.61,25.4,227.72,3261.75,0.0,-0.055822794512148353
2022,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,2663.18,1560.25,831.04,38.43,370.85,3709.93,0.0,-0.016315671724264395
2023,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,3537.87,2346.62,954.9,4.22,697.4499999999999,3714.51,0.0,-0.12299872661535434
2024,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,2138.01,1395.62,655.37,10.74,51.57,1971.95,0.0,0.02342351479500004
