Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2003,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,70.06,27.62,11.4,0.0,2.75,11.81,0.0,2.395427603725656
2004,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,108.32,35.49,19.15,0.0,2.11,91.97,0.0,0.5607263238012394
2005,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,141.47,85.33,27.76,0.0,0.77,292.17,0.0,0.09449977752678235
2006,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,296.55,145.87,37.39,0.0,4.47,1176.45,0.0,0.09249861872582771
2007,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,573.77,315.78,110.78,0.0,62.23,976.19,0.0,0.08705272539157338
2008,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,1218.39,664.31,166.69,0.0,94.74,1508.04,0.0,0.19405983926155815
2009,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,1015.19,791.05,159.38,0.0,87.19,1178.17,0.0,-0.019037999609563892
2010,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,565.66,431.31,114.77,0.0,0.0,773.93,0.0,0.02529944568630234
2011,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,457.85,379.01,137.13,0.0,0.0,294.66,0.0,-0.1978212176746079
2012,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,949.74,603.06,97.94,0.0,0.0,293.73,0.0,0.846832124740408
2013,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,1041.94,751.31,113.82,0.0,0.0,349.82,0.0,0.505431364701847
2014,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,815.13,680.94,193.21,0.0,0.0,-305.76,0.0,0.19302721088435396
2015,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,758.94,562.44,149.95,0.0,0.0,264.98,0.0,0.17567363574609407
2016,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,605.15,351.91,111.74,0.0,0.0,190.61,0.0,0.74235349666859
2017,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,158.8,214.77,99.21,0.0,30.96,128.57,0.0,-1.4477716419071325
2018,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,161.83,153.85,55.81,0.0,15.94,324.03,0.0,-0.1968027651760639
2019,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,397.11,378.78,64.73,0.0,7.439999999999999,413.27,0.0,-0.130278026471798
2020,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,437.95,400.32,52.48,0.0,6.5600000000000005,302.14,6.54,-0.06935985486588053
2021,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,177.95,180.6,47.81,0.0,5.63,241.44,8.19,-0.22469254496655053
2022,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,193.72,182.89,37.36,0.0,17.82,281.55,10.53,-0.1518419611065461
2023,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,365.45,201.13,41.88,0.0,27.3,271.65,0.0,0.3502300754647525
2024,ENH.OL,Sed Energy Holdings PLC,Oil & Gas Related Equipment and Services,Energy,380.91,182.17,45.8,0.0,21.67,3213.33,0.0,0.040851702128321725
