Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,ANOT.ST,Anoto Group AB,Office Equipment,Other,135.25,52.72,155.92,0.0,0.0,352.23,0.0,-0.20835817505607127
2005,ANOT.ST,Anoto Group AB,Office Equipment,Other,97.8,29.22,51.78,108.36,4.98,471.87,0.0,0.2546887914044122
2006,ANOT.ST,Anoto Group AB,Office Equipment,Other,94.61,26.38,181.18,0.0,0.0,417.24,1.78,-0.2695575390196172
2007,ANOT.ST,Anoto Group AB,Office Equipment,Other,109.69,26.66,113.54,0.0,0.0,380.81,1.74,-0.07975428048621096
2008,ANOT.ST,Anoto Group AB,Office Equipment,Other,123.14,39.61,68.94,48.32,0.0,434.36,-0.14,0.1448804753350836
2009,ANOT.ST,Anoto Group AB,Office Equipment,Other,169.42,52.17,138.19,0.0,0.0,379.56,-0.99,-0.05531341627704259
2010,ANOT.ST,Anoto Group AB,Office Equipment,Other,175.01,57.36,158.28,0.0,0.0,342.52,-2.74,-0.11957737359467895
2011,ANOT.ST,Anoto Group AB,Office Equipment,Other,166.08,48.12,78.81,54.11,0.57,132.75,-11.34,0.763446174120748
2012,ANOT.ST,Anoto Group AB,Office Equipment,Other,170.72,47.34,161.61,0.0,0.0,111.88,-12.74,-0.3856163001815616
2013,ANOT.ST,Anoto Group AB,Office Equipment,Other,130.24,43.44,160.15,74.36,1.51,77.9,-15.8,-0.008051529790660142
2014,ANOT.ST,Anoto Group AB,Office Equipment,Other,129.95,44.67,84.64,63.86,4.5,75.0,-15.53,1.008912056499075
2015,ANOT.ST,Anoto Group AB,Office Equipment,Other,184.37,102.57,88.97999999999999,96.74,3.35,290.87,-10.18,0.30713598631942723
2016,ANOT.ST,Anoto Group AB,Office Equipment,Other,231.4,153.44,281.09,74.78,6.05,202.24,-1.6,-0.6698564593301434
2017,ANOT.ST,Anoto Group AB,Office Equipment,Other,167.53,98.86,83.78,27.38,0.11,276.46,-0.58,0.04407713498622588
2018,ANOT.ST,Anoto Group AB,Office Equipment,Other,108.21,73.14,138.42,33.85,0.54,207.01,-0.53,-0.33920960867880673
2019,ANOT.ST,Anoto Group AB,Office Equipment,Other,104.19,47.79,72.30000000000001,31.25,0.6499999999999999,219.62,3.76,0.06580714477571845
2020,ANOT.ST,Anoto Group AB,Office Equipment,Other,72.21,33.16,94.27,50.64,0.31,165.88,-3.23,-0.030064555794651077
2021,ANOT.ST,Anoto Group AB,Office Equipment,Other,71.89,33.22,46.63,49.4,1.72,140.8,-11.47,0.3071213175597309
2022,ANOT.ST,Anoto Group AB,Office Equipment,Other,65.9,25.14,52.55,48.36,5.62,104.48,-18.21,0.35875738959081954
2023,ANOT.ST,Anoto Group AB,Office Equipment,Other,42.81,15.9,101.63,129.73,4.61,59.73,0.0,0.8437970868910095
2024,ANOT.ST,Anoto Group AB,Office Equipment,Other,30.58,15.98,46.17,31.51,1.6,82.68,0.0,-0.02007740686985973
