PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Q5,CAPM,Method1_ObservedQuality,0.01837254466562687,0.0015310453888022393,1.4871868952420586,0.13923037610437428,0.8861350181075893,141
Q5,FF3,Method1_ObservedQuality,0.02039648060645316,0.00169970671720443,1.9029606013554836,0.059143751664439304,0.8925352071016999,141
Q5,FF3+MOM,Method1_ObservedQuality,0.025354622802316457,0.0021128852335263715,1.8631016936950435,0.06460490698597221,0.8928368038423768,141
Q5,FF5,Method1_ObservedQuality,0.01637465388303762,0.0013645544902531352,1.4563347336533867,0.14762192386013595,0.8956464786760059,141
Q5,FF5+MOM,Method1_ObservedQuality,0.02127229700722487,0.001772691417268739,1.5714444474939735,0.11843772364588934,0.8959639705214051,141
Q5,CAPM,Method2_LatentQuality,0.017472443229584567,0.0014560369357987139,1.3881687915668952,0.16730651131789886,0.902174046126596,141
Q5,FF3,Method2_LatentQuality,0.019246182129366136,0.0016038485107805114,1.593034840871065,0.11345699828193712,0.9045832148127955,141
Q5,FF3+MOM,Method2_LatentQuality,0.024392820968198566,0.002032735080683214,1.7907747702157946,0.07555382768924157,0.904902702436705,141
Q5,FF5,Method2_LatentQuality,0.013338638663285416,0.0011115532219404514,1.0865348024398813,0.2791786850749636,0.9098666962223148,141
Q5,FF5+MOM,Method2_LatentQuality,0.0187418832689158,0.0015618236057429835,1.4173743456576633,0.15869449236717825,0.9102466104209745,141
Q5,CAPM,Method3_ConservativeQuality,0.017508520973722203,0.0014590434144768503,1.4172771948038618,0.15863948632641378,0.8994915930678026,141
Q5,FF3,Method3_ConservativeQuality,0.019475924158836894,0.0016229936799030745,1.670440050953879,0.09711541254065614,0.903092358834035,141
Q5,FF3+MOM,Method3_ConservativeQuality,0.02470955833125773,0.002059129860938144,1.8138975862197875,0.07189799735150881,0.9034232575678038,141
Q5,FF5,Method3_ConservativeQuality,0.013492183520102737,0.001124348626675228,1.1440803573816665,0.2546148331924498,0.9078928273288563,141
Q5,FF5+MOM,Method3_ConservativeQuality,0.019146181639444544,0.0015955151366203787,1.4456339148734396,0.15061462686772908,0.9083094753410891,141
Q5,CAPM,Method4_ProbabilisticQuality,0.0163084250862641,0.0013590354238553416,1.2606940859729436,0.20953115114298715,0.8863742475944079,141
Q5,FF3,Method4_ProbabilisticQuality,0.0179769276340621,0.0014980773028385084,1.5775399347882073,0.11697762672919998,0.8925650774711273,141
Q5,FF3+MOM,Method4_ProbabilisticQuality,0.023387442586334708,0.0019489535488612256,1.657590723588695,0.09970507617148372,0.892925918990164,141
Q5,FF5,Method4_ProbabilisticQuality,0.014014857716770964,0.0011679048097309136,1.1667102991958989,0.2453842006216964,0.8951608252839731,141
Q5,FF5+MOM,Method4_ProbabilisticQuality,0.019488423051526788,0.001624035254293899,1.3638446386175993,0.17490307974838792,0.8955592529858988,141
