Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,SCANA.OL,Scana ASA,Metals & Mining,Materials,1253.68,498.51,673.0899999999999,0.0,32.94,149.21,0.0,0.3293344950070381,0.0,0.0
2005,SCANA.OL,Scana ASA,Metals & Mining,Materials,1568.0,667.0,734.0,0.0,0.0,439.14,0.0,0.38028874618572667,0.0,0.0
2006,SCANA.OL,Scana ASA,Metals & Mining,Materials,1914.8,863.29,867.24,0.0,22.84,616.61,0.0,0.2618024358995151,0.0,0.0
2007,SCANA.OL,Scana ASA,Metals & Mining,Materials,2469.04,1103.55,1058.24,0.0,32.11,723.76,0.0,0.380153642091301,0.0,0.0
2008,SCANA.OL,Scana ASA,Metals & Mining,Materials,2896.12,1323.59,1241.04,0.0,39.83,722.94,0.0,0.40343596979002405,0.0,0.0
2009,SCANA.OL,Scana ASA,Metals & Mining,Materials,2267.0,838.0,1068.0,0.0,0.0,873.43,0.0,0.4133130302371112,0.0,0.0
2010,SCANA.OL,Scana ASA,Metals & Mining,Materials,1747.64,735.11,1002.19,0.0,21.09,731.4,0.0,-0.014697839759365557,0.0,0.0
2011,SCANA.OL,Scana ASA,Metals & Mining,Materials,2041.99,870.96,1186.43,0.0,33.12,630.38,0.0,-0.07696944700022224,0.0,0.0
2012,SCANA.OL,Scana ASA,Metals & Mining,Materials,1874.23,625.84,1467.88,0.0,26.44,569.64,0.0,-0.43172881117899065,0.0,0.0
2013,SCANA.OL,Scana ASA,Metals & Mining,Materials,1459.66,380.84,1258.15,0.0,31.69,405.26,0.0,-0.520702758722795,0.0,0.0
2014,SCANA.OL,Scana ASA,Metals & Mining,Materials,1196.22,437.71,896.71,0.0,27.45,153.95,0.0,-1.0759987008769083,0.0,8.98
2015,SCANA.OL,Scana ASA,Metals & Mining,Materials,854.28,263.71,591.13,0.0,23.12,182.29,0.0,-0.12990290196938978,0.0,5.87
2016,SCANA.OL,Scana ASA,Metals & Mining,Materials,718.3,244.93,468.42999999999995,0.0,16.98,213.46,0.0,-0.05640401011899186,0.0,3.09
2017,SCANA.OL,Scana ASA,Metals & Mining,Materials,258.14,91.21,203.20000000000002,0.0,6.6,175.75,0.0,-0.24392603129445242,0.0,0.49
2018,SCANA.OL,Scana ASA,Metals & Mining,Materials,223.0,0.0,165.75,0.0,6.0,12.74,0.0,4.0227629513343794,0.0,0.75
2019,SCANA.OL,Scana ASA,Metals & Mining,Materials,364.13,221.98,130.27,0.0,7.0,22.54,0.0,0.21650399290150824,0.0,0.96
2020,SCANA.OL,Scana ASA,Metals & Mining,Materials,318.15,174.5,115.22,0.0,9.13,74.33,0.0,0.25965289923314916,0.0,0.97
2021,SCANA.OL,Scana ASA,Metals & Mining,Materials,304.68,156.68,119.24,0.0,5.71,102.13,0.0,0.22569274454127097,0.0,0.97
2022,SCANA.OL,Scana ASA,Metals & Mining,Materials,911.7,438.2,410.34,0.0,41.67,492.63,0.0,0.04362300306518093,0.0,7.46
2023,SCANA.OL,Scana ASA,Metals & Mining,Materials,1606.0,881.3,546.2,0.0,40.5,581.2,0.0,0.23743977976600136,0.0,2.7
2024,SCANA.OL,Scana ASA,Metals & Mining,Materials,1970.0,919.3,798.0999999999999,0.0,37.2,663.0,0.0,0.32488687782805453,0.0,4.3
