Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2011,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,108547.57,90611.2,17158.190000000002,4618.18,-545.0,19401.95,249.9
2012,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,107038.1,89895.26,17993.670000000002,5404.89,-301.65999999999997,18747.92,0.0
2013,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,110328.4,91997.34,18122.58,5292.37,-478.34000000000003,23220.21,0.0
2014,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,126387.63,104735.75,21475.52,6607.36,-828.56,31442.69,1403.25
2015,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,156842.36,122609.02,30040.82,8416.59,-1180.79,34065.65,2182.09
2016,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,177637.81,139653.79,29947.699999999997,9990.42,-1153.79,37492.72,3578.95
2017,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,202041.52,156860.43,34716.17,9864.54,-968.34,48760.49,5934.83
2018,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,236601.53,190404.61,36146.729999999996,10210.31,-884.03,51596.63,8175.75
2019,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,255088.82,206633.33,38588.509999999995,10651.46,-1340.97,50524.09,9156.28
2020,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,269004.85,221904.21,40441.86,11628.8,-1406.2600000000002,62038.05,11492.47
2021,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,282667.5,222121.16,43426.63,13154.97,-1278.81,87865.32,4215.7
2022,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,313685.5,256361.37,43414.97,10939.97,-1226.6299999999999,107254.35,3135.35
2023,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,397456.71,320395.43,54428.68,12823.14,-911.68,127225.86,4141.83
2024,VOLCARb.ST,STX,Volvo Car AB,Automobiles & Auto Parts,Consumer Discretionary,407036.97,326274.15,56759.65,17271.67,-1511.2599999999998,141323.05,4871.12
