Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2007,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,0.0,0.52,0.0,0.0,0.0,80.44,0.0,-0.0064644455494778,0.0,0.0,80.36
2008,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,0.0,0.0,3.1700000000000004,0.0,0.01,69.03,0.0,-0.0460669274228596,0.0,0.0,65.52
2009,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,0.0,2.14,0.0,0.0,0.0,44.32,0.13,-0.0481439820022497,0.0,0.0,34.46
2010,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,4.87,2.13,1.36,0.0,1.18,44.79,0.0,0.0044652824291136,0.0,0.0,27.03
2011,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,7.11,2.71,1.71,0.0,2.1,20.63,0.0,0.0285991274842462,0.0,0.0,10.0
2012,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,0.0,0.0,0.27,0.0,0.14,2.9,0.0,-0.1413793103448276,0.0,0.0,5.1
2013,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,0.02,0.0,1.34,0.0,0.01,11.93,0.0,-0.1114836546521374,0.0,0.0,11.71
2014,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,2.86,1.22,1.48,0.0,1.6,28.56,0.0,-0.0504201680672269,0.0,0.0,14.11
2015,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,7.78,2.48,2.25,0.0,2.33,70.41,0.0,0.0102258201959948,0.0,0.0,74.24
2016,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,12.15,2.33,2.9,0.0,3.28,117.27,0.0,0.0310394815383303,0.0,0.0,88.91
2017,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,22.35,3.88,5.22,0.0,5.37,197.47,0.0,0.0399047956651643,0.0,0.2,207.94
2018,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,29.46,7.07,7.23,0.0,6.74,251.03,0.0,0.0335418077520615,0.0,0.57,253.94
2019,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,39.31,7.28,12.1,0.0,7.76,384.78,30.97,0.0292723992784125,0.0,2.72,304.91
2020,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,54.63,11.13,13.18,0.0,9.48,445.51,44.68,0.0425141271751769,0.0,3.73,383.26
2021,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,49.37,10.04,8.790000000000001,0.0,9.75,633.21,19.77,0.0318386474317743,0.0,0.19,558.94
2022,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,58.38,9.79,10.88,0.0,13.16,765.19,1.79,0.0320086573313515,0.0,0.23,591.14
2023,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,72.29,10.65,11.74,0.0,22.14,703.02,1.84,0.0393837074028885,0.0,0.15,573.85
2024,CPHCAPST.CO,Copenhagen Capital A/S,Real Estate Operations,Real Estate,77.27,11.83,12.02,0.0,26.87,707.6,0.0,0.0375211984171848,0.0,0.12,561.81
