Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2021,BERAHF.IC,ISX,Bera hf.,Beverages,Other,1792.9,515.3,294.37,0.0,32.26,403.88,0.0,2.3545855204516197,0.0,52.59
2022,BERAHF.IC,ISX,Bera hf.,Beverages,Other,2175.58,607.78,254.9,0.0,32.63,518.07,0.0,2.4712297565965984,0.0,54.85
2023,BERAHF.IC,ISX,Bera hf.,Beverages,Other,2736.64,735.88,286.07,0.0,54.3,727.31,0.0,2.2829192503884177,0.0,60.57
2024,BERAHF.IC,ISX,Bera hf.,Beverages,Other,3520.17,897.04,0.0,0.0,77.12,1030.38,124.0,2.205521578682929,0.0,0.0
