Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,1078.5,0.0,385.22,0.0,-16.7,491.03,2.14
2005,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,1181.53,0.0,398.24,0.0,-13.82,537.04,0.0
2006,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,1362.91,0.0,424.72,1.25,-0.19,635.49,0.83
2007,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,1643.74,0.0,475.78,3.02,-0.31,706.06,1.08
2008,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,1829.31,0.0,529.11,3.71,-0.67,913.57,112.79
2009,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,2130.88,0.0,562.95,2.24,-0.28,908.36,22.92
2010,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,2140.87,0.0,564.68,2.06,-0.48,988.88,17.73
2011,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,2222.12,0.0,573.59,0.0,-2.24,981.64,10.37
2012,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,2278.68,0.0,554.79,2.39,-24.23,1067.75,14.23
2013,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,2555.41,0.0,596.44,2.69,-31.75,1408.65,21.65
2014,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,2680.67,0.0,610.29,3.44,-33.9,1719.98,20.36
2015,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,2777.26,0.0,638.85,4.45,-103.27,1764.31,13.86
2016,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,2978.56,0.0,630.95,4.86,-15.89,1832.68,15.56
2017,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,3220.65,0.0,678.33,5.06,-26.57,2124.18,12.09
2018,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,3689.86,0.0,745.26,5.76,-13.83,2318.52,31.36
2019,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,4023.67,0.0,795.83,6.31,-5.66,2563.98,32.65
2020,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,4448.89,0.0,813.56,7.27,-9.370000000000001,2775.84,33.16
2021,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,3706.64,2165.24,1094.1799999999998,0.0,0.0,2943.35,36.31
2022,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,5891.76,3672.27,1649.4499999999998,54.51,-6.79,2927.53,26.36
2023,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,7193.57,4505.66,1917.32,63.88,-10.16,3228.19,8.06
2024,OLVAS.HE,HEX,Olvi Oyj,Beverages,Other,7633.0,4537.18,2172.6499999999996,112.71,-13.870000000000001,3815.16,15.71
