Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
1993,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,0.0,0.0,0.0,0.0,0.0,26575.72,2327.64
1998,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,173160.86,0.0,32429.93,0.0,-4973.54,0.0,0.0
1999,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,155896.99,0.0,36314.61,0.0,-4921.5,34232.49,2540.79
2000,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,162695.18,0.0,35207.07,0.0,-3986.2,45340.88,2814.62
2001,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,164661.0,0.0,35287.07,0.0,-5128.26,17668.15,1923.37
2002,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,155256.25,0.0,32291.9,0.0,-2607.27,7018.57,1787.55
2003,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,143825.73,112163.13,27941.75,0.0,-3848.18,19454.35,1900.75
2004,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,127889.3,0.0,24733.21,0.0,-2391.15,17158.62,1786.34
2005,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,135024.34,99896.37,24346.12,0.0,-2621.39,23487.61,2299.53
2006,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,149151.37,0.0,27714.82,4856.18,-1966.82,37633.65,2810.99
2007,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,170850.99,0.0,29125.980000000003,5099.24,-2242.26,59548.01,3217.34
2008,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,197123.11,135352.75,32872.67,0.0,-1970.55,77495.66,4250.52
2009,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,199708.07,141136.67,34722.01,6513.52,-797.7,79890.99,3956.89
2010,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,190818.08,133256.72999999998,34413.58,6535.98,-1045.03,86657.49,3335.89
2011,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,212839.89,148780.63,37783.42,7681.06,-1159.72,94292.82,3340.92
2012,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,228732.13,162571.01,41983.07000000001,8512.91,-1703.75,94048.08,3004.02
2013,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,245970.09,175484.69,44458.94,8640.22,-2292.3,113306.35,3215.14
2014,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,251157.22,180438.46,47709.15,9452.29,-2282.67,121561.97,4079.71
2015,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,286079.58,204370.21000000002,56279.01,11336.43,-2305.99,128009.14,4481.78
2016,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,284026.77,202188.96999999997,55826.35,10915.06,-2191.41,115692.62,4335.77
2017,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,208263.81,143410.74,47759.490000000005,8373.2,-1934.19,121619.53,4349.71
2018,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,225184.52,155631.47,52441.57,9337.24,-2132.83,120527.14,5027.72
2019,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,246152.57,167796.91,58463.22,10540.1,-1891.59,118736.64,3985.39
2020,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,245943.02,171804.39,56672.11,10606.02,-2258.6,134544.36,2693.46
2021,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,248773.02,167407.18,54842.659999999996,10476.92,-1272.01,137199.58,3328.93
2022,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,282900.34,189612.21000000002,60507.58,11202.26,-1248.97,125169.88,4016.57
2023,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,340123.05,221800.11,72382.32,13896.14,-2901.62,135911.69,6557.41
2024,ABB.ST,STX,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,328577.28,199641.08000000002,77870.97,13623.12,-795.04,163882.03,6501.18
