Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2020,VIVA.ST,Viva Wine Group AB,Food & Drug Retailing,Other,2911.81,2367.31,280.44,0.0,4.09,352.94,68.92,0.6162470961930498,0.0,22.52
2021,VIVA.ST,Viva Wine Group AB,Food & Drug Retailing,Other,3338.35,2553.6200000000003,509.13,0.0,16.03,1619.25,73.07,0.1533811572279472,0.0,59.13
2022,VIVA.ST,Viva Wine Group AB,Food & Drug Retailing,Other,3634.3,2807.68,609.05,0.0,18.05,1666.04,89.42,0.11365681929522768,0.0,120.67
2023,VIVA.ST,Viva Wine Group AB,Food & Drug Retailing,Other,3962.2,3192.84,632.01,0.0,39.81,1656.13,77.52,0.05626279814264683,0.0,127.4
2024,VIVA.ST,Viva Wine Group AB,Food & Drug Retailing,Other,4282.58,3413.04,629.52,0.0,35.59,1701.5,83.28,0.1145407277087372,0.0,124.07
