Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2020,PNOR.OL,OBX,Petronor E&P ASA,Oil & Gas,Energy,635.64,243.6,106.88,0.0,14.23,67.99,123.26,1.416627450980392,0.0,0.0
2021,PNOR.OL,OBX,Petronor E&P ASA,Oil & Gas,Energy,915.02,297.25,37.69,0.0,17.59,522.27,57.36,0.9704294118661904,0.0,0.0
2022,PNOR.OL,OBX,Petronor E&P ASA,Oil & Gas,Energy,1403.32,443.96,159.83,0.0,10.62,956.23,120.65,0.7325885892578559,0.0,0.0
2023,PNOR.OL,OBX,Petronor E&P ASA,Oil & Gas,Energy,1976.58,745.65,219.42,0.0,8.98,1686.39,206.38,0.5296628750455681,0.0,0.0
2024,PNOR.OL,OBX,Petronor E&P ASA,Oil & Gas,Energy,2197.46,1130.13,214.41,0.0,3.79,2229.84,280.65,0.3382327752749463,0.0,0.0
