Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2009,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,765.45,0.0,632.14,0.0,-8.57,1230.89,13.24
2010,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,2922.87,0.0,2581.23,0.0,-26.31,1252.81,12.46
2011,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,2997.85,0.0,2661.58,0.0,-30.840000000000003,1345.2,20.39
2012,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,3166.27,0.0,2861.6099999999997,0.0,-25.29,1442.69,22.34
2013,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,3387.56,0.0,3098.21,0.0,-22.509999999999998,1691.21,24.53
2014,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,3773.46,0.0,3451.38,0.0,-25.69,1927.91,28.76
2015,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,4468.58,0.0,4064.3199999999997,0.0,-33.89,2154.08,35.91
2016,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,4773.39,0.0,4276.71,0.0,-35.82,2173.96,39.54
2017,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,6195.02,0.0,5661.35,0.0,-44.42,2363.92,44.29
2018,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,6616.88,0.0,6144.12,0.0,-51.67,2319.96,47.24
2019,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,6690.54,0.0,6094.4400000000005,0.0,-59.64,2223.46,48.42
2020,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,7166.5,0.0,6505.11,0.0,-81.27000000000001,2371.81,44.6
2021,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,8969.89,0.0,7808.63,0.0,-78.61,2552.73,64.92
2022,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,10806.65,0.0,9160.5,0.0,-89.71,3167.57,73.8
2023,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,9439.98,0.0,8032.759999999999,0.0,-135.29,3441.4,49.14
2024,EIMS.IC,ISX,Eimskipafelag Islands hf,Freight & Logistics Services,Industrials,9843.1,0.0,8706.59,0.0,-171.13,3690.62,38.22
