Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2009,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,3338.0,1532.0,881.0,0.0,58.0,1335.0,20.0,0.6398523985239852,0.0,216.0
2010,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,3419.0,1524.0,880.0,0.0,54.0,998.0,16.0,0.9477317554240631,0.0,206.0
2011,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,3810.0,1605.0,904.0,0.0,84.0,1074.0,14.0,1.1185661764705883,0.0,205.0
2012,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,3894.0,1666.0,1732.0,0.0,71.0,1691.0,11.0,0.24970622796709754,0.0,221.0
2013,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,3822.0,1638.0,1769.0,0.0,42.0,1847.0,9.0,0.2009698275862069,0.0,223.0
2014,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,3848.0,1614.0,1842.0,110.0,33.0,1941.0,8.0,0.24063622370446383,0.0,244.0
2015,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,4075.0,1671.0,2002.0,110.0,27.0,2056.0,5.0,0.23532265890344492,0.0,262.0
2016,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,4391.0,1686.0,2067.0,107.0,22.0,2679.0,34.0,0.2664946553630667,0.0,278.0
2017,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,4522.0,1681.0,2202.0,133.0,21.0,2889.0,107.0,0.2506675567423231,0.0,310.0
2018,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,4705.0,1843.0,2378.0,117.0,36.0,3123.0,198.0,0.1701294790725685,0.0,327.0
2019,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,4951.0,1890.0,2601.0,114.0,77.0,3306.0,158.0,0.1434757505773672,0.0,422.0
2020,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,5227.0,1921.0,2738.0,100.0,57.0,3668.0,110.0,0.1617257808364214,0.0,448.0
2021,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,5715.0,2152.0,2716.0,85.0,41.0,4222.0,84.0,0.20692057594054808,0.0,420.0
2022,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,6776.0,2628.0,3079.0,97.0,67.0,4394.0,51.0,0.247244094488189,0.0,449.0
2023,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,7024.0,2545.0,3317.0,99.0,142.0,4855.0,39.0,0.2286473232529628,0.0,490.0
2024,BRGB.OL,OBX,Borregaard ASA,Chemicals,Materials,7502.0,2732.0,3596.0,121.0,157.0,5041.0,49.0,0.22357563850687623,0.0,561.0
